rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
2048,7:41.94,,Moses Ndiema KIPSIRO,1986-09-02,UGA,9,Karlsruhe (GER) (i),2012-02-12,1189.0,3000-metres,middlelong,male,senior,3000-metres,track,461.94,GER,25.0,2012
2048,7:41.94,,Philip MOSIMA,1977-01-02,KEN,9,Stuttgart (GER),1999-06-06,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,461.94,GER,22.0,1999
2048,7:41.94,,Travis MAHONEY,1990-07-25,USA,5,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2020-02-27,1189.0,3000-metres,middlelong,male,senior,3000-metres,track,461.94,USA,29.0,2020
2048,7:41.94,,Ermias GIRMA,2005-01-20,ETH,2,"Gallur, Madrid (ESP) (i)",2024-02-23,1189.0,3000-metres,middlelong,male,senior,3000-metres,track,461.94,ESP,19.0,2024
2056,7:41.95,,Abdelaati IGUIDER,1987-03-25,MAR,1,Herrera (ESP),2007-05-19,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,461.95,ESP,20.0,2007
2056,7:41.95,,Paul BITOK,1970-06-26,KEN,3,Nice (FRA),1993-07-21,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,461.95,FRA,23.0,1993
2056,7:41.95,,Gideon NGATUNYI,1986-10-10,KEN,3,Torino (ITA),2009-06-04,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,461.95,ITA,22.0,2009
2056,7:41.95,,John Kemboi KIBOWEN,1969-04-21,KEN,6,"Stade Olympique de la Pontaise, Lausanne (SUI)",2005-07-05,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,461.95,SUI,36.0,2005
2056,7:41.95,,John WALKER,1952-01-12,NZL,1,London (GBR),1977-09-09,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,461.95,GBR,25.0,1977
2056,7:41.95,,Benjamin LIMO,1974-08-23,KEN,2,Caorle (ITA),1998-06-13,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,461.95,ITA,23.0,1998
2062,7:41.97,,Said Mohamed EL WARDI,1972-04-19,MAR,9,Nice (FRA),2001-07-09,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,461.97,FRA,29.0,2001
2062,7:41.97,,Lukas KIPROP,,KEN,2,"Stadio Zecchini, Grosseto (ITA)",2023-05-27,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,461.97,ITA,,2023
2062,7:41.97,,Henry MCLUCKIE,2002-05-03,GBR,3f1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2025-02-01,1189.0,3000-metres,middlelong,male,senior,3000-metres,track,461.97,USA,22.0,2025
2062,7:41.97,,Yasin SADO,2001-03-10,USA,8,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",2025-02-22,1189.0,3000-metres,middlelong,male,senior,3000-metres,track,461.97,USA,23.0,2025
2062,7:41.97,,Paul Kipsiele KOECH,1981-11-10,KEN,4,Liévin (FRA) (i),2018-02-13,1189.0,3000-metres,middlelong,male,senior,3000-metres,track,461.97,FRA,36.0,2018
2067,7:41.98,,Patrick Mutuku IVUTI,1978-07-30,KEN,7,San Sebastián (ESP),2002-08-20,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,461.98,ESP,24.0,2002
2068,7:41.99,,Ryan SCHOPPE,,USA,2f7,"Dempsey Indoor, Seattle, WA (USA) (i)",2023-02-10,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,461.99,USA,,2023
2068,7:41.99,,Mathew Kipkoech KISORIO,1989-05-16,KEN,3,"FBK Stadium, Hengelo (NED)",2010-05-30,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,461.99,NED,21.0,2010
2070,7:42.00,,Mikhail DASKO,1961-01-26,URS,4,Köln (GER),1989-08-20,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,462.0,GER,28.0,1989
2070,7:42.00,,Craig MOTTRAM,1980-06-18,AUS,1,Sydney (AUS),2007-02-17,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,462.0,AUS,26.0,2007
2070,7:42.00,,Mo FARAH,1983-03-23,GBR,1,"National Indoor Arena, Birmingham (GBR) (i)",2013-02-16,1189.0,3000-metres,middlelong,male,senior,3000-metres,track,462.0,GBR,29.0,2013
2070,7:42.00,,Thomas Pkemei LONGOSIWA,1982-01-14,KEN,3,Milano (ITA),2011-09-18,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,462.0,ITA,29.0,2011
2074,7:42.01,,Shaun CREIGHTON,1967-05-14,AUS,11,"Stade Louis II, Monaco (MON)",1995-09-09,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,462.01,MON,28.0,1995
2075,7:42.02,,Shaun CREIGHTON,1967-05-14,AUS,7,Nice (FRA),1995-07-12,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,462.02,FRA,28.0,1995
2075,7:42.02,,Carles CASTILLEJO,1978-08-18,ESP,4,Madrid (ESP),2004-07-17,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,462.02,ESP,25.0,2004
2075,7:42.02,,Marc SCOTT,1993-12-21,GBR,3,"Štark Arena, Beograd (SRB) (i)",2022-03-20,1188.0,3000-metres,middlelong,male,senior,3000-metres,track,462.02,SRB,28.0,2022
2075,7:42.02,,Edwin Cheruiyot SOI,1986-03-03,KEN,6,"Messehalle, Karlsruhe (GER) (i)",2018-02-03,1188.0,3000-metres,middlelong,male,senior,3000-metres,track,462.02,GER,31.0,2018
2075,7:42.02,,Hicham BELLANI,1979-09-15,MAR,1,Val-de-Reuil (FRA) (i),2010-02-06,1188.0,3000-metres,middlelong,male,senior,3000-metres,track,462.02,FRA,30.0,2010
2080,7:42.03,,Elzan BIBIĆ,1999-01-08,SRB,5,"Messehalle, Karlsruhe (GER) (i)",2023-01-27,1188.0,3000-metres,middlelong,male,senior,3000-metres,track,462.03,GER,24.0,2023
2080,7:42.03,,Benson SEUREI,1984-03-27,BRN,8,"Suhaim bin Hamad Stadium, Doha (QAT)",2015-05-15,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,462.03,QAT,31.0,2015
2082,7:42.04,,Denis KIPNGETICH,2003-01-07,KEN,1f3,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",2025-02-14,1188.0,3000-metres,middlelong,male,senior,3000-metres,track,462.04,USA,22.0,2025
2082,7:42.04,,Dieter BAUMANN,1965-02-09,GER,7,"Olympiastadion, München (GER)",1999-09-11,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,462.04,GER,34.0,1999
2084,7:42.05,,Yomif KEJELCHA,1997-08-01,ETH,1,Bordeaux (FRA) (i),2014-01-26,1188.0,3000-metres,middlelong,male,senior,3000-metres,track,462.05,FRA,16.0,2014
15,7:42.05,,Yomif KEJELCHA,1997-08-01,ETH,1,Bordeaux (FRA) (i),2014-01-26,1188.0,3000-metres,middlelong,male,u18,3000-metres,track,462.05,FRA,16.0,2014
142,7:42.05,,Yomif KEJELCHA,1997-08-01,ETH,1,Bordeaux (FRA) (i),2014-01-26,1188.0,3000-metres,middlelong,male,u20,3000-metres,track,462.05,FRA,16.0,2014
2084,7:42.05,,Marius BAKKEN,1978-03-27,NOR,1,Florø (NOR),2000-06-08,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,462.05,NOR,22.0,2000
2084,7:42.05,,Isaac Kiprono SONGOK,1984-04-25,KEN,7,Zürich (SUI),2005-08-19,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,462.05,SUI,21.0,2005
2084,7:42.05,,Dmitriy DMITRIYEV,1956-03-03,URS,2,London (GBR),1984-07-13,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,462.05,GBR,28.0,1984
2084,7:42.05,,Sydney MAREE,1956-09-09,USA,7,Nice (FRA),1989-07-10,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,462.05,FRA,32.0,1989
2084,7:42.05,,Stephane FRANKE,1964-02-12,GER,3,Karlsruhe (GER) (i),1998-01-25,1188.0,3000-metres,middlelong,male,senior,3000-metres,track,462.05,GER,33.0,1998
2090,7:42.06,,Adel MECHAAL,1990-12-05,ESP,3,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER) (i)",2018-02-06,1188.0,3000-metres,middlelong,male,senior,3000-metres,track,462.06,GER,27.0,2018
2090,7:42.06,,Girma TOLA,1974-10-19,ETH,2,Dortmund (GER) (i),2001-02-11,1188.0,3000-metres,middlelong,male,senior,3000-metres,track,462.06,GER,26.0,2001
2090,7:42.06,,Abiyote ABATE,1980-11-20,ETH,9,Bruxelles (BEL),2002-08-30,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,462.06,BEL,21.0,2002
2090,7:42.06,,Philemon HANNECK,1971-05-12,ZIM,3,Hechtel (BEL),1992-07-18,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,462.06,BEL,21.0,1992
2094,7:42.07,,Simas BERTAŠIUS,1993-10-31,LTU,1f1,"Woodside Stadium, Watford (GBR)",2025-07-12,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,462.07,GBR,31.0,2025
2095,7:42.08,,Alberto GARCÍA,1971-02-22,ESP,2,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-16,1188.0,3000-metres,middlelong,male,senior,3000-metres,track,462.08,GBR,32.0,2003
2095,7:42.08,,Assefa MEZGEBU,1978-06-19,ETH,5,Stuttgart (GER) (i),2001-02-04,1188.0,3000-metres,middlelong,male,senior,3000-metres,track,462.08,GER,22.0,2001
2095,7:42.08,,Mushir Salim JAWHER,1978-06-13,BRN,1,Rehlingen (GER),2004-05-31,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,462.08,GER,25.0,2004
2095,7:42.08,,Mark Kosgei KIPTOO,1976-06-21,KEN,5,"Crystal Palace, London (GBR)",2008-07-26,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,462.08,GBR,32.0,2008
2095,7:42.08,,Sammy Alex MUTAHI,1989-06-01,KEN,1,"Wattenscheid, Bochum (GER)",2009-08-02,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,462.08,GER,20.0,2009
2095,7:42.08,,Matthew WILKINSON,1998-12-27,USA,2f1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2024-02-03,1188.0,3000-metres,middlelong,male,senior,3000-metres,track,462.08,USA,25.0,2024
2095,7:42.08,,José RÍOS,1974-03-15,ESP,8,San Sebastián (ESP),2002-08-20,1164.0,3000-metres,middlelong,male,senior,3000-metres,track,462.08,ESP,28.0,2002
143,7:42.09,,Tadese WORKU,2002-01-20,ETH,1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2021-08-18,1163.0,3000-metres,middlelong,male,u20,3000-metres,track,462.09,KEN,19.0,2021
2102,7:42.09,,Moses KIPTANUI,1970-10-01,KEN,2,Birmingham (GBR) (i),1995-02-25,1188.0,3000-metres,middlelong,male,senior,3000-metres,track,462.09,GBR,24.0,1995
2102,7:42.09,,Tadese WORKU,2002-01-20,ETH,1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2021-08-18,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.09,KEN,19.0,2021
144,7:42.10,,Solomon DEKSISA,1994-03-11,ETH,4,Lille (FRA),2011-07-10,1163.0,3000-metres,middlelong,male,u20,3000-metres,track,462.1,FRA,17.0,2011
2104,7:42.1h,,Boris KUZNETSOV,1947-04-11,URS,1,Podolsk (URS),1978-08-20,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.1,URS,31.0,1978
16,7:42.10,,Solomon DEKSISA,1994-03-11,ETH,4,Lille (FRA),2011-07-10,1163.0,3000-metres,middlelong,male,u18,3000-metres,track,462.1,FRA,17.0,2011
2104,7:42.10,,Ali SAIDI-SIEF,1978-03-15,ALG,9,"Stade Olympique de la Pontaise, Lausanne (SUI)",2006-07-11,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.1,SUI,28.0,2006
2104,7:42.10,,Solomon DEKSISA,1994-03-11,ETH,4,Lille (FRA),2011-07-10,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.1,FRA,17.0,2011
2104,7:42.10,,Bastien AUGUSTO,1999-08-10,FRA,2f1,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA) (i)",2023-02-11,1188.0,3000-metres,middlelong,male,senior,3000-metres,track,462.1,FRA,23.0,2023
2108,7:42.11,,Collis BIRMINGHAM,1984-12-27,AUS,6,Strasbourg (FRA),2011-06-12,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.11,FRA,26.0,2011
2108,7:42.11,,Ralph KING,1956-04-01,USA,4,Lausanne (SUI),1979-07-18,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.11,SUI,23.0,1979
2108,7:42.11,,Essa Ismail RASHED,1986-12-14,QAT,7,Doha (QAT),2006-05-12,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.11,QAT,19.0,2006
145,7:42.12,,Berihu AREGAWI,2001-02-28,ETH,2f1,Göteborg (SWE),2018-08-18,1163.0,3000-metres,middlelong,male,u20,3000-metres,track,462.12,SWE,17.0,2018
2111,7:42.12,,Roba GARI,1982-04-12,ETH,6,"Velódromo Luis Puig, Valencia (ESP) (i)",2008-02-09,1188.0,3000-metres,middlelong,male,senior,3000-metres,track,462.12,ESP,25.0,2008
2111,7:42.12,,Berihu AREGAWI,2001-02-28,ETH,2f1,Göteborg (SWE),2018-08-18,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.12,SWE,17.0,2018
17,7:42.12,,Berihu AREGAWI,2001-02-28,ETH,2f1,Göteborg (SWE),2018-08-18,1163.0,3000-metres,middlelong,male,u18,3000-metres,track,462.12,SWE,17.0,2018
2111,7:42.12,,Aissa BÉLAOUT,1968-08-12,ALG,7,"Olympiastadion, Berlin (GER)",1993-08-27,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.12,GER,25.0,1993
2114,7:42.13,,Vyacheslav SHABUNIN,1969-09-27,RUS,10,Köln (GER),1995-08-18,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.13,GER,25.0,1995
2115,7:42.14,,Bouabdellah TAHRI,1978-12-20,FRA,2,"Oval Lingotto, Torino (ITA) (i)",2009-03-07,1188.0,3000-metres,middlelong,male,senior,3000-metres,track,462.14,ITA,30.0,2009
2115,7:42.14,,Paul KOECH,1969-06-25,KEN,8,Rieti (ITA),2001-09-02,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.14,ITA,32.0,2001
2115,7:42.14,,Fita BAYISSA,1972-12-15,ETH,2,Hengelo (NED),1996-05-27,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.14,NED,23.0,1996
2115,7:42.14,,Hammou BOUTAYEB,,MAR,5,Köln (GER),1990-08-19,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.14,GER,,1990
2115,7:42.14,,Gemechu DIDA,1999-09-12,ETH,5,"Emirates Arena, Glasgow (GBR) (i)",2018-02-25,1188.0,3000-metres,middlelong,male,senior,3000-metres,track,462.14,GBR,18.0,2018
146,7:42.14,,Gemechu DIDA,1999-09-12,ETH,5,"Emirates Arena, Glasgow (GBR) (i)",2018-02-25,1188.0,3000-metres,middlelong,male,u20,3000-metres,track,462.14,GBR,18.0,2018
2120,7:42.15,,Sean MCGORTY,1995-03-08,USA,14,"Stadion Śląski, Chorzów (POL)",2024-08-25,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.15,POL,29.0,2024
2120,7:42.15,,Jack ROWE,1996-01-30,GBR,12,"International Stadium, Gateshead (GBR)",2021-07-13,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.15,GBR,25.0,2021
2120,7:42.15,,Ismail SGHYR,1972-03-16,FRA,6,Nice (FRA),1994-07-18,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.15,FRA,22.0,1994
2120,7:42.15,,Vincent ROUSSEAU,1962-07-29,BEL,1,Nice (FRA),1986-07-15,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.15,FRA,23.0,1986
2124,7:42.16,,Jonah KOECH,1968-02-02,KEN,4,Hechtel (BEL),1992-07-18,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.16,BEL,24.0,1992
2124,7:42.16,,Markus RYFFEL,1955-02-05,SUI,1,Frankfurt (GER),1978-09-05,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.16,GER,23.0,1978
2124,7:42.16,,Tom NYARIKI,1971-09-27,KEN,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",1998-08-25,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.16,SUI,26.0,1998
2124,7:42.16,,Juan Carlos DE LA OSSA,1976-11-25,ESP,1,Huelva (ESP),2005-06-07,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.16,ESP,28.0,2005
2128,7:42.17,,Yobes ONDIEKI,1961-02-21,KEN,4,Nice (FRA),1993-07-21,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.17,FRA,32.0,1993
2128,7:42.17,,Kevin SULLIVAN,1974-03-20,CAN,3,"Fayetteville, AR (USA) (i)",2006-02-10,1188.0,3000-metres,middlelong,male,senior,3000-metres,track,462.17,USA,31.0,2006
2130,7:42.18,,Yasin HAJI,1996-01-22,ETH,5,Düsseldorf (GER) (i),2016-02-03,1187.0,3000-metres,middlelong,male,senior,3000-metres,track,462.18,GER,20.0,2016
2130,7:42.18,,Gideon GATHIMBA,1980-03-09,KEN,3,Sotteville-lès-Rouen (FRA),2013-07-08,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.18,FRA,33.0,2013
2130,7:42.18,,Abdi BILE,1962-12-28,SOM,8,Köln (GER),1994-08-21,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.18,GER,31.0,1994
2130,7:42.18,,John GREGOREK,1960-04-15,USA,5,Oslo (NOR),1990-07-14,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.18,NOR,30.0,1990
2134,7:42.19,,Yobes ONDIEKI,1961-02-21,KEN,1,Portsmouth (GBR),1989-06-11,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.19,GBR,28.0,1989
2134,7:42.19,,Ryan GREGSON,1990-04-26,AUS,7,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2017-07-16,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.19,MAR,27.0,2017
2134,7:42.19,,Henrik INGEBRIGTSEN,1991-02-24,NOR,7,"Stadio Guidobaldi, Rieti (ITA)",2013-09-08,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.19,ITA,22.0,2013
2134,7:42.19,,Lopez LOMONG,1985-01-01,USA,1,Luzern (SUI),2015-07-14,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.19,SUI,30.0,2015
2134,7:42.19,,José David GALVÁN MARTÍNEZ,1976-04-06,MEX,10,"Olympiastadion, Berlin (GER)",2000-09-01,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.19,GER,24.0,2000
2139,7:42.20,,James Kwalia C'KURUI,1984-06-12,KEN,3,Sevilla (ESP),2003-06-07,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.2,ESP,18.0,2003
147,7:42.20,,James Kwalia C'KURUI,1984-06-12,KEN,3,Sevilla (ESP),2003-06-07,1163.0,3000-metres,middlelong,male,u20,3000-metres,track,462.2,ESP,18.0,2003
2139,7:42.20,,Davis KIPLANGAT,1998-07-10,KEN,9,"Bislett Stadion, Oslo (NOR)",2019-06-13,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.2,NOR,20.0,2019
2141,7:42.21,,Abel KIPSANG,1996-11-22,KEN,8,"Stade Olympique de la Pontaise, Lausanne (SUI)",2021-08-26,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.21,SUI,24.0,2021
2141,7:42.21,,Assefa MEZGEBU,1978-06-19,ETH,3,Helsinki (FIN),1999-06-10,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.21,FIN,20.0,1999
2141,7:42.21,,Daniel Kipchirchir KOMEN,1984-11-27,KEN,12,"Sports Park Mladost, Zagreb (CRO)",2013-09-03,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.21,CRO,28.0,2013
2144,7:42.22,,Antoine SENARD,2000-02-02,FRA,4f1,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA) (i)",2025-02-08,1187.0,3000-metres,middlelong,male,senior,3000-metres,track,462.22,FRA,25.0,2025
2144,7:42.22,,Edwin Cheruiyot SOI,1986-03-03,KEN,4,Milano (ITA),2010-09-09,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.22,ITA,24.0,2010
2144,7:42.22,,Ayanleh SOULEIMAN,1992-12-03,DJI,9,"Suhaim bin Hamad Stadium, Doha (QAT)",2012-05-11,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.22,QAT,19.0,2012
2144,7:42.22,,Shadrack KOSGEI,1984-11-24,KEN,8,Zürich (SUI),2005-08-19,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.22,SUI,20.0,2005
2144,7:42.22,,Nick GOOLAB,1990-01-30,GBR,11,"Olympic Stadium, London (GBR)",2017-07-09,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.22,GBR,27.0,2017
2149,7:42.23,,William KINCAID,1992-09-21,USA,1f1,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",2025-08-16,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.23,BEL,32.0,2025
2149,7:42.23,,Hicham BOUAOUCHIE,1974-06-16,MAR,14,"Bislett Stadion, Oslo (NOR)",1998-07-09,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.23,NOR,24.0,1998
2149,7:42.23,,Pablo OLMEDO,1975-05-08,MEX,6,Athina (GRE),1999-06-16,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.23,GRE,24.0,1999
2149,7:42.23,,Emmanuel Korir KIPLAGAT,2002-05-05,KEN,5,"National Stadium, Tokyo (JPN)",2025-05-18,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.23,JPN,23.0,2025
2149,7:42.23,,Yaseen ABDALLA,2001-08-13,SUD,7f1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2023-01-27,1187.0,3000-metres,middlelong,male,senior,3000-metres,track,462.23,USA,21.0,2023
2154,7:42.24,,Dan GLANS,1947-05-02,SWE,4,Oslo (NOR),1979-07-05,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.24,NOR,32.0,1979
2154,7:42.24,,Manuel PANCORBO,1966-07-07,ESP,2,"Petrovskiy Stadium, St. Petersburg (RUS)",1998-06-27,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.24,RUS,31.0,1998
2154,7:42.24,,Markos GENETI,1984-06-07,ETH,6,"Stade Louis II, Monaco (MON)",2004-09-18,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.24,MON,20.0,2004
2154,7:42.24,,Soufiyan BOUQANTAR,1993-08-30,MAR,1,Bellinzona (SUI),2018-07-18,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.24,SUI,24.0,2018
2154,7:42.24,,Dieter BAUMANN,1965-02-09,GER,9,Bruxelles (BEL),1998-08-28,1163.0,3000-metres,middlelong,male,senior,3000-metres,track,462.24,BEL,33.0,1998
148,7:42.25,,Abdisa FAYISA,2005-04-24,ETH,6,"Olympiastadion, Stockholm (SWE)",2023-07-02,1162.0,3000-metres,middlelong,male,u20,3000-metres,track,462.25,SWE,18.0,2023
2159,7:42.25,,Abdisa FAYISA,2005-04-24,ETH,6,"Olympiastadion, Stockholm (SWE)",2023-07-02,1162.0,3000-metres,middlelong,male,senior,3000-metres,track,462.25,SWE,18.0,2023
2159,7:42.25,,Maximilian THORWIRTH,1995-01-09,GER,6,"Europahalle, Karlsruhe (GER) (i)",2025-02-07,1187.0,3000-metres,middlelong,male,senior,3000-metres,track,462.25,GER,30.0,2025
2161,7:42.26,,Geoffrey KIRUI,1993-02-16,KEN,10,"Suhaim bin Hamad Stadium, Doha (QAT)",2013-05-10,1162.0,3000-metres,middlelong,male,senior,3000-metres,track,462.26,QAT,20.0,2013
2161,7:42.26,,Luke KIPKOSGEI,1975-11-27,KEN,9,Nice (FRA),1996-07-10,1162.0,3000-metres,middlelong,male,senior,3000-metres,track,462.26,FRA,20.0,1996
2161,7:42.26,,Graeme FELL,1959-03-19,GBR,4,Oslo (NOR),1983-07-09,1162.0,3000-metres,middlelong,male,senior,3000-metres,track,462.26,NOR,24.0,1983
2164,7:42.27,,Paul BITOK,1970-06-26,KEN,1,Doha (QAT),1998-05-07,1162.0,3000-metres,middlelong,male,senior,3000-metres,track,462.27,QAT,27.0,1998
2164,7:42.27,,Abderrahim GOUMRI,1976-05-21,MAR,11,"Stade Louis II, Monaco (MON)",2006-08-20,1162.0,3000-metres,middlelong,male,senior,3000-metres,track,462.27,MON,30.0,2006
2166,7:42.29,,Bob KENNEDY,1970-08-18,USA,1,"Fairfax, VA (USA) (i)",1996-02-24,1187.0,3000-metres,middlelong,male,senior,3000-metres,track,462.29,USA,25.0,1996
2166,7:42.29,,Amon KEMBOI,1995-12-10,KEN,2,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",2022-02-18,1187.0,3000-metres,middlelong,male,senior,3000-metres,track,462.29,USA,26.0,2022
2166,7:42.29,,Nibret MELAK,1999-10-09,ETH,,"Hayward Field, Eugene, OR (USA)",2021-08-21,1162.0,3000-metres,middlelong,male,senior,3000-metres,track,462.29,USA,21.0,2021
149,7:42.30,,Bado WORKU MERDESSA,1988-07-22,ETH,2,Rieti (ITA),2005-08-28,1162.0,3000-metres,middlelong,male,u20,3000-metres,track,462.3,ITA,17.0,2005
2169,7:42.30,,Ky ROBINSON,2002-02-27,AUS,1f2,"Dempsey Indoor, Seattle, WA (USA) (i)",2023-02-25,1162.0,3000-metres,middlelong,male,senior,3000-metres,track,462.3,USA,21.0,2023
2169,7:42.30,,Ismail SGHYR,1972-03-16,MAR,3,Stuttgart (GER) (i),1997-02-02,1187.0,3000-metres,middlelong,male,senior,3000-metres,track,462.3,GER,24.0,1997
2169,7:42.30,,Bado WORKU MERDESSA,1988-07-22,ETH,2,Rieti (ITA),2005-08-28,1162.0,3000-metres,middlelong,male,senior,3000-metres,track,462.3,ITA,17.0,2005
2169,7:42.30,,Khalid KAIROUANI,1966-02-27,MAR,2,"Fairfax, VA (USA) (i)",1996-02-24,1187.0,3000-metres,middlelong,male,senior,3000-metres,track,462.3,USA,30.0,1996
2169,7:42.30,,Alberto GARCÍA,1971-02-22,ESP,1,Sevilla (ESP) (i),2001-02-03,1187.0,3000-metres,middlelong,male,senior,3000-metres,track,462.3,ESP,29.0,2001
18,7:42.30,,Bado WORKU MERDESSA,1988-07-22,ETH,2,Rieti (ITA),2005-08-28,1162.0,3000-metres,middlelong,male,u18,3000-metres,track,462.3,ITA,17.0,2005
2169,7:42.30,,Jude THOMAS,2002-03-17,AUS,2,"Lakeside Stadium, Melbourne (AUS)",2024-12-14,1162.0,3000-metres,middlelong,male,senior,3000-metres,track,462.3,AUS,22.0,2024
2175,7:42.31,,Moses KIPTANUI,1970-10-01,KEN,2,Stockholm (SWE) (i),2000-02-17,1187.0,3000-metres,middlelong,male,senior,3000-metres,track,462.31,SWE,29.0,2000
2175,7:42.31,,Million WOLDE,1979-03-17,ETH,3,Dortmund (GER) (i),2001-02-11,1187.0,3000-metres,middlelong,male,senior,3000-metres,track,462.31,GER,21.0,2001
