rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
3213,13:15.84,,William KINCAID,1992-09-21,USA,1,"Heinz-Steyer-Stadion, Dresden (GER)",2024-08-30,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.84,GER,31.0,2024
3213,13:15.84,,Bernard CHEPKOK,1984-01-17,KEN,1,Nijmegen (NED),2004-05-22,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.84,NED,20.0,2004
3215,13:15.85,,Hagos GEBRHIWET,1994-05-11,ETH,1,"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",2023-06-14,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.85,ESP,29.0,2023
3215,13:15.85,,Khalid SKAH,1967-01-29,MAR,1,Paris-St-Denis (FRA),1993-06-11,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.85,FRA,26.0,1993
3215,13:15.85,,Kiprono SITONIK,2001-11-10,KEN,4f2,"Nishishina Athletic Stadium, Nobeoka (JPN)",2024-05-04,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.85,JPN,22.0,2024
3215,13:15.85,,Leonard Patrick KOMON,1988-01-10,KEN,11,"Estadio Iberoamericano, Huelva (ESP)",2006-06-20,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.85,ESP,18.0,2006
3215,13:15.85,,Sydney MAREE,1956-09-09,USA,1,Hengelo (NED),1988-08-14,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.85,NED,31.0,1988
300,13:15.85,,Leonard Patrick KOMON,1988-01-10,KEN,11,"Estadio Iberoamericano, Huelva (ESP)",2006-06-20,1152.0,5000-metres,middlelong,male,u20,5000-metres,track,795.85,ESP,18.0,2006
3215,13:15.85,,Brahim LAHLAFI,1968-04-15,MAR,6,Oslo (NOR),1993-07-10,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.85,NOR,25.0,1993
3221,13:15.86,,Alberto COVA,1958-12-01,ITA,1,"Letzigrund, Zürich (SUI)",1986-08-13,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.86,SUI,27.0,1986
3221,13:15.86,,Tariku BEKELE,1987-02-28,ETH,1,Rovereto (ITA),2004-09-08,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.86,ITA,17.0,2004
3221,13:15.86,,Jim SPIVEY,1960-03-07,USA,8,"Olympiastadion, Berlin (GER)",1994-08-30,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.86,GER,34.0,1994
3221,13:15.86,,Paul TERGAT,1969-06-17,KEN,3,"Stade Louis II, Monaco (MON)",1994-08-02,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.86,MON,25.0,1994
301,13:15.86,,Tariku BEKELE,1987-02-28,ETH,1,Rovereto (ITA),2004-09-08,1152.0,5000-metres,middlelong,male,u20,5000-metres,track,795.86,ITA,17.0,2004
21,13:15.86,,Tariku BEKELE,1987-02-28,ETH,1,Rovereto (ITA),2004-09-08,1152.0,5000-metres,middlelong,male,u18,5000-metres,track,795.86,ITA,17.0,2004
3225,13:15.87,,Mourad MAROUFIT,1982-01-26,MAR,4,Brasschaat (BEL),2007-07-21,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.87,BEL,25.0,2007
3225,13:15.87,,Emmanuel Kiprop KIPRUTO,1999-10-16,KEN,1f2,"Egao Kenko Stadium, Kumamoto (JPN)",2025-04-12,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.87,JPN,25.0,2025
3225,13:15.87,,Khoudir AGGOUNE,1981-01-05,ALG,2,Rovereto (ITA),2004-09-08,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.87,ITA,23.0,2004
302,13:15.87,,Richard ETIR,2003-12-12,KEN,1f14,"Tokai University Stadium, Hiratsuka (JPN)",2022-12-04,1152.0,5000-metres,middlelong,male,u20,5000-metres,track,795.87,JPN,18.0,2022
3225,13:15.87,,Richard ETIR,2003-12-12,KEN,1f14,"Tokai University Stadium, Hiratsuka (JPN)",2022-12-04,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.87,JPN,18.0,2022
3225,13:15.87,,Elroy GELANT,1986-08-25,RSA,12f1,Heusden-Zolder (BEL),2013-07-13,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.87,BEL,26.0,2013
3230,13:15.88,,Simon MAINA MUNYI,1978-03-18,KEN,2,Shizuoka (JPN),1999-10-01,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.88,JPN,21.0,1999
3231,13:15.89,,Daniel Lemashon SALEL,1990-12-11,KEN,3,Düsseldorf (GER) (i),2010-02-03,1203.0,5000-metres,middlelong,male,senior,5000-metres,track,795.89,GER,19.0,2010
3232,13:15.90,,Worku BIKILA,1968-05-06,ETH,8,"Olympiastadion, Berlin (GER)",1995-09-01,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.9,GER,27.0,1995
3232,13:15.90,,David KILEL,1984-05-21,KEN,6,"Stade Olympique de la Pontaise, Lausanne (SUI)",2004-07-06,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.9,SUI,20.0,2004
3232,13:15.9h,,Yves NIMUBONA,1998-08-15,RWA,1,"Amahoro National Stadium, Kigali (RWA)",2022-02-19,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.9,RWA,23.0,2022
3232,13:15.90,,Keneth KIPROP,2005-05-13,UGA,6f1,"Putbosstadion, Oordegem (BEL)",2023-05-27,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.9,BEL,18.0,2023
3232,13:15.90,,José Luis GONZÁLEZ,1957-12-08,ESP,3,Oslo (NOR),1985-06-27,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.9,NOR,27.0,1985
303,13:15.90,,Keneth KIPROP,2005-05-13,UGA,6f1,"Putbosstadion, Oordegem (BEL)",2023-05-27,1152.0,5000-metres,middlelong,male,u20,5000-metres,track,795.9,BEL,18.0,2023
3232,13:15.90,,Fabiano Joseph NAASI,1985-12-24,TAN,12,Stockholm (SWE),2004-07-27,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.9,SWE,18.0,2004
3232,13:15.90,,Peter Cheruiyot KIRUI,1988-01-02,KEN,3,Barcelona (ESP),2009-07-25,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.9,ESP,21.0,2009
303,13:15.90,,Fabiano Joseph NAASI,1985-12-24,TAN,12,Stockholm (SWE),2004-07-27,1152.0,5000-metres,middlelong,male,u20,5000-metres,track,795.9,SWE,18.0,2004
3232,13:15.9h,,Gideon NGATUNYI,1986-10-10,KEN,1,Kofu (JPN),2006-10-14,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.9,JPN,20.0,2006
3240,13:15.91,,Jonas RAESS,1994-03-08,SUI,4,"Parc des Sports C. Ehrmann, Nice (FRA)",2021-06-12,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.91,FRA,27.0,2021
3240,13:15.91,,Brett ROBINSON,1991-05-08,AUS,7f1,Heusden-Zolder (BEL),2018-07-21,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.91,BEL,27.0,2018
3240,13:15.91,,Gemechu DIDA,1999-09-12,ETH,15,"Bislett Stadion, Oslo (NOR)",2025-06-12,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.91,NOR,25.0,2025
3240,13:15.91,,Sindre BURAAS,1989-05-08,NOR,13f1,Heusden-Zolder (BEL),2013-07-13,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.91,BEL,24.0,2013
3240,13:15.91,,Khoudir AGGOUNE,1981-01-05,ALG,4,Lille (FRA),2003-06-15,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.91,FRA,22.0,2003
3240,13:15.91,,Wifred Kipkoech TARAGON,1985-06-09,KEN,3,"Stadio Quercia, Rovereto (ITA)",2007-09-12,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.91,ITA,22.0,2007
3240,13:15.91,,Dejen GEBREMESKEL,1989-11-24,ETH,12,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-20,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.91,BRA,26.0,2016
3240,13:15.91,,Dathan RITZENHEIN,1982-12-30,USA,5,"Crystal Palace, London (GBR)",2012-07-13,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.91,GBR,29.0,2012
3248,13:15.92,,Peter KOECH,1958-02-18,KEN,2,Lausanne (SUI),1982-07-14,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.92,SUI,24.0,1982
3248,13:15.92,,Simon MAINA MUNYI,1978-03-18,KEN,3,Osaka (JPN),2001-05-12,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.92,JPN,23.0,2001
3248,13:15.92,,Ryan HILL,1990-01-31,USA,6,"Hayward Field, Eugene, OR (USA)",2015-05-29,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.92,USA,25.0,2015
3248,13:15.92,,Daniel Simiu EBENYO,1995-09-18,KEN,1,"Nyayo National Stadium, Nairobi (KEN)",2019-08-21,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.92,KEN,23.0,2019
3248,13:15.92,,Collis BIRMINGHAM,1984-12-27,AUS,4,Torino (ITA),2010-06-12,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.92,ITA,25.0,2010
3253,13:15.93,,Martin Irungu MATHATHI,1985-12-25,KEN,5,Fukuroi (JPN),2011-05-03,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.93,JPN,25.0,2011
305,13:15.93,,Richard ETIR,2003-12-12,KEN,1f5,"Athletics Stadium, Hadano (JPN)",2022-07-16,1152.0,5000-metres,middlelong,male,u20,5000-metres,track,795.93,JPN,18.0,2022
3253,13:15.93,,Chesari Kirui JACOB,1984-04-06,KEN,14,"Letzigrund, Zürich (SUI)",2010-08-19,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.93,SUI,26.0,2010
3253,13:15.93,,Richard ETIR,2003-12-12,KEN,1f5,"Athletics Stadium, Hadano (JPN)",2022-07-16,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.93,JPN,18.0,2022
3256,13:15.94,,Isaac VICIOSA,1969-12-26,ESP,11,Oslo (NOR),2001-07-13,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.94,NOR,31.0,2001
3256,13:15.94,,Adam GOUCHER,1975-02-18,USA,9,"Crystal Palace, London (GBR)",2006-07-28,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.94,GBR,31.0,2006
3256,13:15.94,,Remmy Limo NDIWA,1988-02-03,KEN,3,Bellinzona (SUI),2016-06-06,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.94,SUI,28.0,2016
3259,13:15.95,,Mohamed ABDILAAHI,1999-03-24,GER,2,"Stade Jean Jacoby, Schifflange (LUX)",2023-07-30,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.95,LUX,24.0,2023
3259,13:15.95,,Daniel GACHARA,1972-12-19,KEN,3,Stuttgart (GER),1998-07-19,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.95,GER,25.0,1998
3259,13:15.95,,Juan Manuel PANCORBO,1973-01-19,ESP,6,Villeneuve d'Ascq (FRA),1995-06-17,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.95,FRA,22.0,1995
3262,13:15.96,,Samuel PRAKEL,1994-10-29,USA,6f1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2022-12-03,1202.0,5000-metres,middlelong,male,senior,5000-metres,track,795.96,USA,28.0,2022
3262,13:15.96,,Kasey KNEVELBAARD,1996-09-02,USA,8,"Drake Stadium, Los Angeles, CA (USA)",2023-05-26,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.96,USA,26.0,2023
3264,13:15.97,,Robert DENMARK,1968-11-23,GBR,3,London (GBR),1992-07-10,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.97,GBR,23.0,1992
3264,13:15.97,,Mark Kipkinyor BETT,1976-12-22,KEN,7,Paris (FRA),1997-06-25,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.97,FRA,20.0,1997
3266,13:15.98,,Hosea KIPLANGAT,2000-03-01,UGA,9f1,Montesson (FRA),2023-06-10,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.98,FRA,23.0,2023
3266,13:15.98,,Luke KIPKOSGEI,1975-11-27,KEN,11,"Stadio Olimpico, Roma (ITA)",2003-07-11,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.98,ITA,27.0,2003
3266,13:15.98,,Anthony CAMERIERI,2000-02-29,USA,10f2,"Putbosstadion, Oordegem (BEL)",2025-08-09,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.98,BEL,25.0,2025
3269,13:15.99,,Edwin Cheruiyot SOI,1986-03-03,KEN,8,"Olympiastadion, Berlin (GER)",2014-08-31,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.99,GER,28.0,2014
3269,13:15.99,,Brahim LAHLAFI,1968-04-15,MAR,3,Paris-St-Denis (FRA),1994-06-10,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.99,FRA,26.0,1994
3269,13:15.99,,Biniam MEHARY,2006-12-20,ETH,6,"Stade de France, Paris (FRA)",2024-08-10,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,795.99,FRA,17.0,2024
306,13:15.99,,Biniam MEHARY,2006-12-20,ETH,6,"Stade de France, Paris (FRA)",2024-08-10,1152.0,5000-metres,middlelong,male,u20,5000-metres,track,795.99,FRA,17.0,2024
3272,13:16.00,,Marty LIQUORI,1949-09-11,USA,1f2,Zürich (SUI),1977-08-24,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,796.0,SUI,27.0,1977
3272,13:16.00,,Pierre DÉLÈZE,1958-08-25,SUI,2,"Letzigrund, Zürich (SUI)",1986-08-13,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,796.0,SUI,27.0,1986
3274,13:16.01,,Evans KURUI,,KEN,4f1,"Cougar Athletic Stadium, Azusa, CA (USA)",2025-04-17,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,796.01,USA,,2025
3275,13:16.02,,Solomon BUSHENDICH,1984-01-10,KEN,7,Ostrava (CZE),2003-06-12,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,796.02,CZE,19.0,2003
3275,13:16.02,,Dan BROWNE,1975-06-24,USA,8,Heusden-Zolder (BEL),2004-07-31,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,796.02,BEL,29.0,2004
307,13:16.02,,Solomon BUSHENDICH,1984-01-10,KEN,7,Ostrava (CZE),2003-06-12,1152.0,5000-metres,middlelong,male,u20,5000-metres,track,796.02,CZE,19.0,2003
3275,13:16.02,,António LEITÃO,1960-07-22,POR,2,La Coruña (ESP),1986-08-06,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,796.02,ESP,26.0,1986
3278,13:16.03,,Ryan HALL,1982-10-14,USA,3,"Carson, CA (USA)",2005-06-24,1152.0,5000-metres,middlelong,male,senior,5000-metres,track,796.03,USA,22.0,2005
3279,13:16.04,,Birhanu BALEW,1996-02-27,BRN,4,"Olympic Stadium, London (GBR)",2018-07-21,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.04,GBR,22.0,2018
3280,13:16.05,,Daniel Simiu EBENYO,1995-09-18,KEN,2,"Nyayo National Stadium, Nairobi (KEN)",2023-07-08,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.05,KEN,27.0,2023
3280,13:16.05,,Stewart MCSWEYN,1995-06-01,AUS,2,"FBK Stadium, Hengelo (NED)",2020-10-10,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.05,NED,25.0,2020
3280,13:16.05,,Vincent Kipsegechi YATOR,1989-07-11,KEN,2,Nijmegen (NED),2010-05-26,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.05,NED,20.0,2010
3280,13:16.05,,Abderrahim GOUMRI,1976-05-21,MAR,9,"Stade Louis II, Monaco (MON)",2004-09-19,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.05,MON,28.0,2004
3284,13:16.06,,Dathan RITZENHEIN,1982-12-30,USA,5,Brasschaat (BEL),2007-07-21,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.06,BEL,24.0,2007
22,13:16.06,,Ibrahim JEILAN,1989-06-12,ETH,12,"Olympiastadion, Berlin (GER)",2006-09-03,1151.0,5000-metres,middlelong,male,u18,5000-metres,track,796.06,GER,17.0,2006
3284,13:16.06,,Ibrahim JEILAN,1989-06-12,ETH,12,"Olympiastadion, Berlin (GER)",2006-09-03,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.06,GER,17.0,2006
3284,13:16.06,,James WANGARI,1994-03-23,KEN,2f3,Nobeoka (JPN),2014-05-10,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.06,JPN,20.0,2014
308,13:16.06,,Ibrahim JEILAN,1989-06-12,ETH,12,"Olympiastadion, Berlin (GER)",2006-09-03,1151.0,5000-metres,middlelong,male,u20,5000-metres,track,796.06,GER,17.0,2006
3287,13:16.07,,Younéss ESSALHI,1993-02-20,MAR,7,Rabat (MAR),2013-06-09,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.07,MAR,20.0,2013
3288,13:16.08,,Solomon BERIHU,1999-10-02,ETH,2,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2019-06-16,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.08,MAR,19.0,2019
3288,13:16.08,,Craig MOTTRAM,1980-06-18,AUS,6f1,Heusden-Zolder (BEL),2012-07-07,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.08,BEL,32.0,2012
3290,13:16.09,,Ahmed MUHUMED,1998-01-01,USA,6,"Hilmer Lodge Stadium, Walnut, CA (USA)",2023-05-06,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.09,USA,25.0,2023
3290,13:16.09,,Domingos CASTRO,1963-11-22,POR,4,"Olympic Stadium, Seoul (KOR)",1988-10-01,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.09,KOR,24.0,1988
3290,13:16.09,,Awet HABTE,1997-09-29,ERI,3f1,Carquefou (FRA),2017-06-23,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.09,FRA,19.0,2017
3293,13:16.1h,,Salvatore ANTIBO,1962-02-07,ITA,1,Palermo (ITA),1988-09-05,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.1,ITA,26.0,1988
3293,13:16.10,,James Kwalia C'KURUI,1984-06-12,KEN,4,Sevilla (ESP),2004-06-05,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.1,ESP,19.0,2004
3293,13:16.10,,Benjamin MAIYO,1978-10-06,KEN,3,Melbourne (AUS),1999-02-25,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.1,AUS,20.0,1999
3296,13:16.11,,Felix KIBORE,1988-02-18,QAT,14f1,Heusden-Zolder (BEL),2008-07-20,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.11,BEL,20.0,2008
3296,13:16.11,,Lawi LALANG,1991-06-15,KEN,7,"Hayward Field, Eugene, OR (USA)",2015-05-29,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.11,USA,23.0,2015
3296,13:16.11,,Shadrack KOSGEI,1984-11-24,KEN,3,Tanger (MAR),2008-07-13,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.11,MAR,23.0,2008
3299,13:16.12,,Alistair Ian CRAGG,1980-06-13,IRL,14,Ostrava (CZE),2008-06-12,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.12,CZE,28.0,2008
3299,13:16.12,,Henry RONO,1952-02-12,KEN,1,Zürich (SUI),1978-08-16,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.12,SUI,26.0,1978
3299,13:16.12,,Jaouad TOUGANE,1989-01-10,MAR,6,Huelva (ESP),2016-06-03,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.12,ESP,27.0,2016
3302,13:16.13,,Roberto GARCÍA,1975-08-20,ESP,4,San Sebastián (ESP),2004-07-03,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.13,ESP,28.0,2004
3302,13:16.13,,Khalid EL AMRI,1977-03-20,MAR,14,Ostrava (CZE),2007-06-27,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.13,CZE,30.0,2007
3302,13:16.13,,Kiprono SITONIK,2001-11-10,KEN,2f2,"Egao Kenko Stadium, Kumamoto (JPN)",2025-04-12,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.13,JPN,23.0,2025
3305,13:16.14,,Davor Aaron BIENENFELD,1997-09-25,GER,7f1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2025-02-14,1202.0,5000-metres,middlelong,male,senior,5000-metres,track,796.14,USA,27.0,2025
3305,13:16.14,,Ronald KWEMOI,1995-09-19,KEN,1f3,Nobeoka (JPN),2015-05-09,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.14,JPN,19.0,2015
3305,13:16.14,,Sahle WARGA,1984-01-30,ETH,10,"Boudewijnstadion, Bruxelles (BEL)",2008-09-05,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.14,BEL,24.0,2008
3305,13:16.14,,Henry RONO,1952-02-12,KEN,7,Zürich (SUI),1982-08-18,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.14,SUI,30.0,1982
3305,13:16.14,,Robin HENDRIX,1995-01-14,BEL,3,"Estadio Iberoamericano, Huelva (ESP)",2024-04-30,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.14,ESP,29.0,2024
3310,13:16.15,,Mike CHESIRE,1969-12-01,KEN,5,Bruxelles (BEL),1993-09-03,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.15,BEL,23.0,1993
3311,13:16.16,,Said Mohamed EL WARDI,1972-04-19,MAR,9,"Crystal Palace, London (GBR)",2000-08-05,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.16,GBR,28.0,2000
3311,13:16.16,,Aweke AYALEW,1993-02-23,BRN,6,Barcelona (ESP),2017-06-29,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.16,ESP,24.0,2017
3313,13:16.17,,Salvatore ANTIBO,1962-02-07,ITA,1,Palermo (ITA),1990-08-18,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.17,ITA,28.0,1990
3313,13:16.17,,James Kipyego KORORIA,1971-12-25,KEN,4,"Stadio Olimpico, Roma (ITA)",1994-06-08,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.17,ITA,22.0,1994
3315,13:16.20,,Richard ETIR,2003-12-12,KEN,1f26,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2022-11-26,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.2,JPN,18.0,2022
3315,13:16.20,,Hamza CHAHID,2001-11-07,MAR,11f2,"Putbosstadion, Oordegem (BEL)",2025-08-09,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.2,BEL,23.0,2025
3315,13:16.20,,Yusuf Kibet BIWOTT,1986-11-12,KEN,2,Huelva (ESP),2011-06-02,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.2,ESP,24.0,2011
3315,13:16.20,,Markus RYFFEL,1955-02-05,SUI,2,Lausanne (SUI),1984-07-10,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.2,SUI,29.0,1984
309,13:16.20,,Richard ETIR,2003-12-12,KEN,1f26,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2022-11-26,1151.0,5000-metres,middlelong,male,u20,5000-metres,track,796.2,JPN,18.0,2022
3315,13:16.20,,Stewart MCSWEYN,1995-06-01,AUS,16,"Bislett Stadion, Oslo (NOR)",2025-06-12,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.2,NOR,30.0,2025
3320,13:16.21,,Boniface KIPROP,1985-10-12,UGA,8,Ostrava (CZE),2003-06-12,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.21,CZE,17.0,2003
3320,13:16.21,,Valentin GONDOUIN,1999-03-04,FRA,7f1,"LAZ Wien, Wien (AUT)",2024-06-22,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.21,AUT,25.0,2024
3320,13:16.21,,Marty LIQUORI,1949-09-11,USA,1,Stockholm (SWE),1978-07-04,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.21,SWE,28.0,1978
310,13:16.21,,Boniface KIPROP,1985-10-12,UGA,8,Ostrava (CZE),2003-06-12,1151.0,5000-metres,middlelong,male,u20,5000-metres,track,796.21,CZE,17.0,2003
3320,13:16.21,,Ali ABDOSH,1987-08-25,ETH,5,Algiers (ALG),2007-07-22,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.21,ALG,19.0,2007
3324,13:16.22,,Felix KIBORE,1988-02-18,QAT,6,Milano (ITA),2008-07-02,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.22,ITA,20.0,2008
3324,13:16.22,,Elroy GELANT,1986-08-25,RSA,1,Durban (RSA),2013-04-28,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.22,RSA,26.0,2013
3324,13:16.22,,Daniel GACHARA,1972-12-19,KEN,5,St-Denis (FRA),1998-06-04,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.22,FRA,25.0,1998
3324,13:16.22,,Sammy KIPKETER,1981-09-29,KEN,13,Zürich (SUI),1999-08-11,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.22,SUI,17.0,1999
3324,13:16.22,,Daniel KOMEN,1976-05-17,KEN,4,Sevilla (ESP),2001-06-08,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.22,ESP,25.0,2001
311,13:16.22,,Sammy KIPKETER,1981-09-29,KEN,13,Zürich (SUI),1999-08-11,1151.0,5000-metres,middlelong,male,u20,5000-metres,track,796.22,SUI,17.0,1999
3324,13:16.22,,Habte JIFAR,1976-01-29,ETH,11,Stockholm (SWE),1997-07-07,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.22,SWE,21.0,1997
3324,13:16.22,,Jonathan Muia NDIKU,1991-09-18,KEN,11f1,Heusden-Zolder (BEL),2017-07-22,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.22,BEL,25.0,2017
3331,13:16.23,,Nibret MELAK,1999-10-09,ETH,3,"Stadio Quercia, Rovereto (ITA)",2022-08-30,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.23,ITA,22.0,2022
3332,13:16.24,,Samuel CHELANGA,1985-02-23,KEN,9,"Olympiastadion, Berlin (GER)",2014-08-31,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.24,GER,29.0,2014
3332,13:16.24,,Neil GOURLEY,1995-02-07,GBR,7f1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2022-12-03,1201.0,5000-metres,middlelong,male,senior,5000-metres,track,796.24,USA,27.0,2022
3334,13:16.25,,Leonard BARSOTON,1994-10-21,KEN,1f1,Hiroshima (JPN),2015-04-18,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.25,JPN,20.0,2015
3334,13:16.25,,El Hassan LAHSSINI,1975-01-01,MAR,6,St-Denis (FRA),1998-06-04,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.25,FRA,23.0,1998
3334,13:16.25,,Amanuel MESEL,1990-12-29,ERI,8,Barcelona (ESP),2011-07-22,1151.0,5000-metres,middlelong,male,senior,5000-metres,track,796.25,ESP,20.0,2011
