rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
61,12:49.02,,Hagos GEBRHIWET,1994-05-11,ETH,2,"Stadio Luigi Ridolfi, Firenze (ITA)",2021-06-10,1250.0,5000-metres,middlelong,male,senior,5000-metres,track,769.02,ITA,27.0,2021
62,12:49.04,,Thomas Pkemei LONGOSIWA,1982-01-14,KEN,5,"Stade de France, Paris-St-Denis (FRA)",2012-07-06,1250.0,5000-metres,middlelong,male,senior,5000-metres,track,769.04,FRA,30.0,2012
63,12:49.07,,Yomif KEJELCHA,1997-08-01,ETH,8,"Bislett Stadion, Oslo (NOR)",2025-06-12,1250.0,5000-metres,middlelong,male,senior,5000-metres,track,769.07,NOR,27.0,2025
64,12:49.08,,Selemon BAREGA,2000-01-20,ETH,2,"Mestský Stadion, Ostrava (CZE)",2020-09-08,1250.0,5000-metres,middlelong,male,senior,5000-metres,track,769.08,CZE,20.0,2020
65,12:49.28,,Brahim LAHLAFI,1968-04-15,MAR,1,Bruxelles (BEL),2000-08-25,1249.0,5000-metres,middlelong,male,senior,5000-metres,track,769.28,BEL,32.0,2000
66,12:49.46,,Yomif KEJELCHA,1997-08-01,ETH,1,"Stade Louis II, Monaco (MON)",2025-07-11,1249.0,5000-metres,middlelong,male,senior,5000-metres,track,769.46,MON,27.0,2025
67,12:49.50,,John KIPKOECH,1991-12-29,KEN,6,"Stade de France, Paris-St-Denis (FRA)",2012-07-06,1248.0,5000-metres,middlelong,male,senior,5000-metres,track,769.5,FRA,20.0,2012
68,12:49.51,,Graham BLANKS,2002-04-24,USA,3,"Stade Charléty, Paris (FRA)",2025-06-20,1248.0,5000-metres,middlelong,male,senior,5000-metres,track,769.51,FRA,23.0,2025
69,12:49.53,,Kenenisa BEKELE,1982-06-13,ETH,1,Zaragoza (ESP),2007-07-28,1248.0,5000-metres,middlelong,male,senior,5000-metres,track,769.53,ESP,25.0,2007
70,12:49.59,,Nicholas KIPKORIR,1998-09-29,KEN,4,"Boudewijnstadion, Bruxelles (BEL)",2024-09-13,1248.0,5000-metres,middlelong,male,senior,5000-metres,track,769.59,BEL,25.0,2024
71,12:49.60,,Kenenisa BEKELE,1982-06-13,ETH,1,"National Indoor Arena, Birmingham (GBR) (i)",2004-02-20,1303.0,5000-metres,middlelong,male,senior,5000-metres,track,769.6,GBR,21.0,2004
72,12:49.64,,Haile GEBRSELASSIE,1973-04-18,ETH,1,Zürich (SUI),1999-08-11,1248.0,5000-metres,middlelong,male,senior,5000-metres,track,769.64,SUI,26.0,1999
73,12:49.65,,Addisu YIHUNE,2003-03-17,ETH,5,"Bislett Stadion, Oslo (NOR)",2024-05-30,1248.0,5000-metres,middlelong,male,senior,5000-metres,track,769.65,NOR,21.0,2024
74,12:49.71,,Mohammed MOURHIT,1970-10-10,BEL,2,Bruxelles (BEL),2000-08-25,1248.0,5000-metres,middlelong,male,senior,5000-metres,track,769.71,BEL,29.0,2000
75,12:49.80,,Mezgebu SIME,2005-10-07,ETH,9,"Bislett Stadion, Oslo (NOR)",2025-06-12,1247.0,5000-metres,middlelong,male,senior,5000-metres,track,769.8,NOR,19.0,2025
75,12:49.80,,Hagos GEBRHIWET,1994-05-11,ETH,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",2023-06-30,1247.0,5000-metres,middlelong,male,senior,5000-metres,track,769.8,SUI,29.0,2023
77,12:49.81,,Telahun Haile BEKELE,1999-05-13,ETH,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",2023-06-30,1247.0,5000-metres,middlelong,male,senior,5000-metres,track,769.81,SUI,24.0,2023
78,12:49.87,,Paul TERGAT,1969-06-17,KEN,3,Zürich (SUI),1997-08-13,1247.0,5000-metres,middlelong,male,senior,5000-metres,track,769.87,SUI,28.0,1997
79,12:50.05,,Berihu AREGAWI,2001-02-28,ETH,1,"Hayward Field, Eugene, OR (USA)",2022-05-28,1246.0,5000-metres,middlelong,male,senior,5000-metres,track,770.05,USA,21.0,2022
80,12:50.12,,Mohammed AHMED,1991-01-05,CAN,3,"Stadio Luigi Ridolfi, Firenze (ITA)",2021-06-10,1246.0,5000-metres,middlelong,male,senior,5000-metres,track,770.12,ITA,30.0,2021
81,12:50.16,,Sileshi SIHINE,1983-01-29,ETH,1,"Boudewijnstadion, Bruxelles (BEL)",2007-09-14,1246.0,5000-metres,middlelong,male,senior,5000-metres,track,770.16,BEL,24.0,2007
82,12:50.18,,Kenenisa BEKELE,1982-06-13,ETH,1,"Letzigrund, Zürich (SUI)",2008-08-29,1246.0,5000-metres,middlelong,male,senior,5000-metres,track,770.18,SUI,26.0,2008
83,12:50.22,,Eliud KIPCHOGE,1984-11-05,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",2005-08-26,1246.0,5000-metres,middlelong,male,senior,5000-metres,track,770.22,BEL,20.0,2005
84,12:50.24,,Hicham EL GUERROUJ,1974-09-14,MAR,2,Ostrava (CZE),2003-06-12,1246.0,5000-metres,middlelong,male,senior,5000-metres,track,770.24,CZE,28.0,2003
85,12:50.25,,Abderrahim GOUMRI,1976-05-21,MAR,2,"Boudewijnstadion, Bruxelles (BEL)",2005-08-26,1246.0,5000-metres,middlelong,male,senior,5000-metres,track,770.25,BEL,29.0,2005
86,12:50.38,,Eliud KIPCHOGE,1984-11-05,KEN,2,"Boudewijnstadion, Bruxelles (BEL)",2007-09-14,1245.0,5000-metres,middlelong,male,senior,5000-metres,track,770.38,BEL,22.0,2007
86,12:50.38,,Haile GEBRSELASSIE,1973-04-18,ETH,1,Birmingham (GBR) (i),1999-02-14,1300.0,5000-metres,middlelong,male,senior,5000-metres,track,770.38,GBR,25.0,1999
88,12:50.45,,Berihu AREGAWI,2001-02-28,ETH,1,"China Textile City Sports Centre, Shaoxing/Keqiao (CHN)",2025-05-03,1245.0,5000-metres,middlelong,male,senior,5000-metres,track,770.45,CHN,24.0,2025
89,12:50.55,,Moses Ndiema MASAI,1986-06-01,KEN,1,"Olympiastadion, Berlin (GER)",2008-06-01,1244.0,5000-metres,middlelong,male,senior,5000-metres,track,770.55,GER,22.0,2008
90,12:50.58,,Luis GRIJALVA,1999-04-10,GUA,6,"Bislett Stadion, Oslo (NOR)",2024-05-30,1244.0,5000-metres,middlelong,male,senior,5000-metres,track,770.58,NOR,25.0,2024
91,12:50.69,,Kuma GIRMA,2005-11-24,ETH,2,"China Textile City Sports Centre, Shaoxing/Keqiao (CHN)",2025-05-03,1244.0,5000-metres,middlelong,male,senior,5000-metres,track,770.69,CHN,19.0,2025
92,12:50.72,,Moses Ndiema KIPSIRO,1986-09-02,UGA,3,"Boudewijnstadion, Bruxelles (BEL)",2007-09-14,1244.0,5000-metres,middlelong,male,senior,5000-metres,track,770.72,BEL,21.0,2007
93,12:50.79,,Mohamed KATIR,1998-02-17,ESP,4,"Stadio Luigi Ridolfi, Firenze (ITA)",2021-06-10,1244.0,5000-metres,middlelong,male,senior,5000-metres,track,770.79,ITA,23.0,2021
94,12:50.80,,Salah HISSOU,1972-01-16,MAR,1,Roma (ITA),1996-06-05,1244.0,5000-metres,middlelong,male,senior,5000-metres,track,770.8,ITA,24.0,1996
95,12:50.86,,Ali SAIDI-SIEF,1978-03-15,ALG,1,"Stadio Olimpico, Roma (ITA)",2000-06-30,1243.0,5000-metres,middlelong,male,senior,5000-metres,track,770.86,ITA,22.0,2000
96,12:50.87,,Dominic Lokinyomo LOBALU,1998-08-16,SUI,10,"Bislett Stadion, Oslo (NOR)",2025-06-12,1243.0,5000-metres,middlelong,male,senior,5000-metres,track,770.87,NOR,26.0,2025
97,12:50.90,,Dominic Lokinyomo LOBALU,1998-08-16,SUI,7,"Bislett Stadion, Oslo (NOR)",2024-05-30,1243.0,5000-metres,middlelong,male,senior,5000-metres,track,770.9,NOR,25.0,2024
98,12:50.94,,Andreas ALMGREN,1995-06-12,SWE,8,"Bislett Stadion, Oslo (NOR)",2024-05-30,1243.0,5000-metres,middlelong,male,senior,5000-metres,track,770.94,NOR,28.0,2024
99,12:50.97,,Nicholas KIPKORIR,1998-09-29,KEN,3,"Boudewijnstadion, Bruxelles (BEL)",2022-09-02,1243.0,5000-metres,middlelong,male,senior,5000-metres,track,770.97,BEL,23.0,2022
100,12:51.00,,Joseph EBUYA,1987-06-20,KEN,4,"Boudewijnstadion, Bruxelles (BEL)",2007-09-14,1243.0,5000-metres,middlelong,male,senior,5000-metres,track,771.0,BEL,20.0,2007
101,12:51.07,,Hagos GEBRHIWET,1994-05-11,ETH,1,"Stadio Olimpico, Roma (ITA)",2024-08-30,1243.0,5000-metres,middlelong,male,senior,5000-metres,track,771.07,ITA,30.0,2024
102,12:51.16,,Jacob KROP,2001-06-04,KEN,11,"Bislett Stadion, Oslo (NOR)",2025-06-12,1242.0,5000-metres,middlelong,male,senior,5000-metres,track,771.16,NOR,24.0,2025
103,12:51.21,,Eliud KIPCHOGE,1984-11-05,KEN,1,"Suhaim bin Hamad Stadium, Doha (QAT)",2010-05-14,1242.0,5000-metres,middlelong,male,senior,5000-metres,track,771.21,QAT,25.0,2010
103,12:51.21,,Yomif KEJELCHA,1997-08-01,ETH,5,"Boudewijnstadion, Bruxelles (BEL)",2024-09-13,1242.0,5000-metres,middlelong,male,senior,5000-metres,track,771.21,BEL,27.0,2024
105,12:51.25,,Yomif KEJELCHA,1997-08-01,ETH,2,"Stadio Olimpico, Roma (ITA)",2024-08-30,1242.0,5000-metres,middlelong,male,senior,5000-metres,track,771.25,ITA,27.0,2024
106,12:51.32,,Kenenisa BEKELE,1982-06-13,ETH,1,"Stade de France, Paris-St-Denis (FRA)",2006-07-08,1242.0,5000-metres,middlelong,male,senior,5000-metres,track,771.32,FRA,24.0,2006
107,12:51.34,,Edwin Cheruiyot SOI,1986-03-03,KEN,1,"Stade Louis II, Monaco (MON)",2013-07-19,1242.0,5000-metres,middlelong,male,senior,5000-metres,track,771.34,MON,27.0,2013
108,12:51.39,,Selemon BAREGA,2000-01-20,ETH,3,"Stadio Olimpico, Roma (ITA)",2024-08-30,1241.0,5000-metres,middlelong,male,senior,5000-metres,track,771.39,ITA,24.0,2024
109,12:51.44,,Kenenisa BEKELE,1982-06-13,ETH,1,"Stadio Olimpico, Roma (ITA)",2006-07-14,1241.0,5000-metres,middlelong,male,senior,5000-metres,track,771.44,ITA,24.0,2006
110,12:51.45,,Vincent Kiprop CHEPKOK,1988-07-05,KEN,2,"Suhaim bin Hamad Stadium, Doha (QAT)",2010-05-14,1241.0,5000-metres,middlelong,male,senior,5000-metres,track,771.45,QAT,21.0,2010
111,12:51.48,,Daniel KOMEN,1976-05-17,KEN,1,Stockholm (SWE) (i),1998-02-19,1296.0,5000-metres,middlelong,male,senior,5000-metres,track,771.48,SWE,21.0,1998
112,12:51.55,,Jacob KROP,2001-06-04,KEN,4,"Stadio Olimpico, Roma (ITA)",2024-08-30,1241.0,5000-metres,middlelong,male,senior,5000-metres,track,771.55,ITA,23.0,2024
113,12:51.56,,Nico YOUNG,2002-07-27,USA,1f1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2025-03-02,1295.0,5000-metres,middlelong,male,senior,5000-metres,track,771.56,USA,22.0,2025
114,12:51.59,,Jimmy GRESSIER,1997-05-04,FRA,4,"Stade Charléty, Paris (FRA)",2025-06-20,1241.0,5000-metres,middlelong,male,senior,5000-metres,track,771.59,FRA,28.0,2025
114,12:51.59,,Telahun Haile BEKELE,1999-05-13,ETH,5,"Stadio Olimpico, Roma (ITA)",2024-08-30,1241.0,5000-metres,middlelong,male,senior,5000-metres,track,771.59,ITA,25.0,2024
116,12:51.60,,Selemon BAREGA,2000-01-20,ETH,1,"Drake Stadium, Los Angeles, CA (USA)",2024-05-17,1241.0,5000-metres,middlelong,male,senior,5000-metres,track,771.6,USA,24.0,2024
116,12:51.60,,Daniel KOMEN,1976-05-17,KEN,1,Stockholm (SWE),1996-07-08,1241.0,5000-metres,middlelong,male,senior,5000-metres,track,771.6,SWE,20.0,1996
118,12:51.61,,William KINCAID,1992-09-21,USA,1f1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2023-01-27,1295.0,5000-metres,middlelong,male,senior,5000-metres,track,771.61,USA,30.0,2023
119,12:51.78,,Nicholas KIPKORIR,1998-09-29,KEN,2,"Stade Louis II, Monaco (MON)",2020-08-14,1240.0,5000-metres,middlelong,male,senior,5000-metres,track,771.78,MON,21.0,2020
120,12:51.84,,Grant FISHER,1997-04-22,USA,1,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",2024-02-16,1294.0,5000-metres,middlelong,male,senior,5000-metres,track,771.84,USA,26.0,2024
121,12:51.86,,Mezgebu SIME,2005-10-07,ETH,3,"China Textile City Sports Centre, Shaoxing/Keqiao (CHN)",2025-05-03,1240.0,5000-metres,middlelong,male,senior,5000-metres,track,771.86,CHN,19.0,2025
122,12:51.93,,Justyn KNIGHT,1996-07-19,CAN,5,"Stadio Luigi Ridolfi, Firenze (ITA)",2021-06-10,1239.0,5000-metres,middlelong,male,senior,5000-metres,track,771.93,ITA,24.0,2021
123,12:51.94,,Joshua CHEPTEGEI,1996-09-12,UGA,9,"Bislett Stadion, Oslo (NOR)",2024-05-30,1239.0,5000-metres,middlelong,male,senior,5000-metres,track,771.94,NOR,27.0,2024
124,12:51.95,,Thomas Pkemei LONGOSIWA,1982-01-14,KEN,5,"Boudewijnstadion, Bruxelles (BEL)",2007-09-14,1239.0,5000-metres,middlelong,male,senior,5000-metres,track,771.95,BEL,25.0,2007
125,12:51.96,,Albert ROP,1992-07-17,BRN,2,"Stade Louis II, Monaco (MON)",2013-07-19,1239.0,5000-metres,middlelong,male,senior,5000-metres,track,771.96,MON,21.0,2013
126,12:51.98,,Saif Saaeed SHAHEEN,1982-10-15,QAT,2,"Stadio Olimpico, Roma (ITA)",2006-07-14,1239.0,5000-metres,middlelong,male,senior,5000-metres,track,771.98,ITA,23.0,2006
127,12:52.09,,Mohamed KATIR,1998-02-17,ESP,1,"Stadio Luigi Ridolfi, Firenze (ITA)",2023-06-02,1239.0,5000-metres,middlelong,male,senior,5000-metres,track,772.09,ITA,25.0,2023
127,12:52.09,,Berihu AREGAWI,2001-02-28,ETH,2,"Drake Stadium, Los Angeles, CA (USA)",2024-05-17,1239.0,5000-metres,middlelong,male,senior,5000-metres,track,772.09,USA,23.0,2024
