rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
313,1:22.69,,United States B,,USA,5f2,"Austin, TX (USA)",31 MAR 2018,1118,4x200-metres-relay,relays,male,senior
315,1:22.70,,Canada,,CAN,1f4,"Baton Rouge, LA (USA)",24 MAR 2012,1118,4x200-metres-relay,relays,male,senior
316,1:22.71,,United States,,USA,2,Glasgow (GBR) (i),03 MAR 1991,1172,4x200-metres-relay,relays,male,senior
317,1:22.72,,Oregon,,USA,2f2,"Gainesville, FL (USA)",01 APR 2017,1117,4x200-metres-relay,relays,male,senior
317,1:22.72,,Katy Tompkins,,USA,2,"Mike A. Myers Stadium, Austin, TX (USA)",05 MAY 2024,1117,4x200-metres-relay,relays,male,senior
319,1:22.73,,USA White,,USA,3,"Philadelphia, PA (USA)",24 APR 2004,1117,4x200-metres-relay,relays,male,senior
320,1:22.74,,World Express AC,,INT,2f1,"Gainesville, FL (USA)",07 APR 2012,1117,4x200-metres-relay,relays,male,senior
321,1:22.76,,South Carolina,,USA,3f1,"Gainesville, FL (USA)",07 APR 2012,1116,4x200-metres-relay,relays,male,senior
322,1:22.77,,Waseda University,,JPN,1,Tokorozawa (JPN),20 SEP 2015,1115,4x200-metres-relay,relays,male,senior
322,1:22.77,,South Carolina,,INT,1h1,"Philadelphia, PA (USA)",28 APR 2017,1115,4x200-metres-relay,relays,male,senior
324,1:22.78,,UTech,,INT,1h1,"Philadelphia, PA (USA)",24 APR 2015,1115,4x200-metres-relay,relays,male,senior
325,1:22.79,,Trinidad and Tobago,,TTO,3h1,"T. Robinson Stadium, Nassau (BAH)",23 APR 2017,1115,4x200-metres-relay,relays,male,senior
325,1:22.79,,Guangdong,,CHN,1h1,"Shangyu Stadium, Shaoxing (CHN)",15 SEP 2023,1115,4x200-metres-relay,relays,male,senior
325,1:22.79,,Hebei,,CHN,2f3,"Shangyu Stadium, Shaoxing (CHN)",21 SEP 2024,1115,4x200-metres-relay,relays,male,senior
328,1:22.80,,Florida,,USA,1h2,"Philadelphia, PA (USA)",25 APR 2008,1114,4x200-metres-relay,relays,male,senior
328,1:22.80,,South Carolina,,INT,1f2,"Gainesville, FL (USA)",04 APR 2015,1114,4x200-metres-relay,relays,male,senior
330,1:22.81,,Mid. Tennessee State,,INT,2,"Philadelphia, PA (USA)",28 APR 2007,1114,4x200-metres-relay,relays,male,senior
330,1:22.81,,Kentucky,,INT,6,"Philadelphia, PA (USA)",25 APR 2009,1114,4x200-metres-relay,relays,male,senior
330,1:22.81,,PR of China,,CHN,6f1,"International Stadium, Yokohama (JPN)",12 MAY 2019,1114,4x200-metres-relay,relays,male,senior
330,1:22.81,,Henan,,CHN,4h2,Xi'an (CHN),21 SEP 2021,1114,4x200-metres-relay,relays,male,senior
330,1:22.81,,Henan,,CHN,7,Xi'an (CHN),23 SEP 2021,1114,4x200-metres-relay,relays,male,senior
335,1:22.82,,Jiangsu,,CHN,1f1,Shenyang (CHN),09 JUL 2019,1114,4x200-metres-relay,relays,male,senior
336,1:22.83,,South Carolina,,USA,1f3,"Gainesville, FL (USA)",02 APR 2011,1113,4x200-metres-relay,relays,male,senior
336,1:22.83,,Guangdong,,CHN,1f2,Shenyang (CHN),09 JUL 2019,1113,4x200-metres-relay,relays,male,senior
336,1:22.83,,Sichuan,,CHN,2f1,"Shangyu Stadium, Shaoxing (CHN)",13 JUN 2021,1113,4x200-metres-relay,relays,male,senior
339,1:22.85,,South Carolina,,USA,4f1,"Philadelphia, PA (USA)",30 APR 2011,1113,4x200-metres-relay,relays,male,senior
339,1:22.85,,Texas A&M,,INT,2f1,"Philadelphia, PA (USA)",28 APR 2012,1113,4x200-metres-relay,relays,male,senior
339,1:22.85,,Poland,,POL,4,"T. Robinson Stadium, Nassau (BAH)",03 MAY 2015,1113,4x200-metres-relay,relays,male,senior
339,1:22.85,,Beijing,,CHN,3h2,"Shangyu Stadium, Shaoxing (CHN)",15 SEP 2023,1113,4x200-metres-relay,relays,male,senior
343,1:22.86,,Barbados,,BAR,4h2,"T. Robinson Stadium, Nassau (BAH)",03 MAY 2015,1112,4x200-metres-relay,relays,male,senior
343,1:22.86,,Bahamas,,BAH,1h3,"T. Robinson Stadium, Nassau (BAH)",03 MAY 2015,1112,4x200-metres-relay,relays,male,senior
345,1:22.87,,UTEP,,INT,1f3,"Des Moines, IA (USA)",23 APR 2004,1112,4x200-metres-relay,relays,male,senior
345,1:22.87,,Louisiana State,,INT,3f2,"Austin, TX (USA)",29 MAR 2014,1112,4x200-metres-relay,relays,male,senior
347,1:22.88,,Tennessee,,USA,1f1,"Knoxville, TN (USA)",13 APR 2007,1111,4x200-metres-relay,relays,male,senior
348,1:22.89,,Great Britain & NI,,GBR,1,Glasgow (GBR) (i),23 FEB 1990,1165,4x200-metres-relay,relays,male,senior
348,1:22.89,,Fujian,,CHN,1,Taizhou (CHN),27 MAY 2023,1111,4x200-metres-relay,relays,male,senior
350,1:22.90,,Mississippi State,,INT,1f1,"Tuscaloosa, AL (USA)",24 MAR 2002,1111,4x200-metres-relay,relays,male,senior
350,1:22.90,,St. Augustine's,,INT,1f1,"Raleigh, NC (USA)",30 MAR 2013,1111,4x200-metres-relay,relays,male,senior
350,1:22.90,,Purdue,,INT,1f4,"Gainesville, FL (USA)",30 MAR 2019,1111,4x200-metres-relay,relays,male,senior
350,1:22.90,,Purdue,,USA,1f4,"Drake Stadium, Des Moines, IA (USA)",28 APR 2023,1111,4x200-metres-relay,relays,male,senior
350,1:22.90,,Guangdong,,CHN,3f3,"Shangyu Stadium, Shaoxing (CHN)",21 SEP 2024,1111,4x200-metres-relay,relays,male,senior
355,1:22.91,,Florida State,,INT,1f1,"Lake Buena Vista, FL (USA)",24 MAR 2007,1110,4x200-metres-relay,relays,male,senior
355,1:22.91,,Bahamas,,BAH,5,"T. Robinson Stadium, Nassau (BAH)",03 MAY 2015,1110,4x200-metres-relay,relays,male,senior
355,1:22.91,,PR of China,,CHN,5,"T. Robinson Stadium, Nassau (BAH)",23 APR 2017,1110,4x200-metres-relay,relays,male,senior
355,1:22.91,,Fujian,,CHN,3h1,Chongqing (CHN),25 JUN 2021,1110,4x200-metres-relay,relays,male,senior
359,1:22.92,,Saint Kitts and Nevis,,SKN,6,"T. Robinson Stadium, Nassau (BAH)",03 MAY 2015,1110,4x200-metres-relay,relays,male,senior
359,1:22.92,,Tennessee,,USA,1f2,"Gainesville, FL (USA)",02 APR 2016,1110,4x200-metres-relay,relays,male,senior
359,1:22.92,,Chuo University,,JPN,1,Itami (JPN),16 OCT 2016,1110,4x200-metres-relay,relays,male,senior
362,1:22.93,,Auburn,,INT,4f2,"Austin, TX (USA)",29 MAR 2014,1110,4x200-metres-relay,relays,male,senior
362,1:22.93,,SLA Team,,SRI,1,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",18 MAR 2024,1110,4x200-metres-relay,relays,male,senior
364,1:22.94,,Japan,,JPN,,Kobe (JPN),02 JUL 2000,1109,4x200-metres-relay,relays,male,senior
365,1:22.95,,Mississippi State,,INT,1f1,"Austin, TX (USA)",02 APR 2004,1109,4x200-metres-relay,relays,male,senior
366,1:22.96,,Fujian,,CHN,3,Chongqing (CHN),25 JUN 2021,1109,4x200-metres-relay,relays,male,senior
366,1:22.96,,Liaoning,,CHN,4h2,"Shangyu Stadium, Shaoxing (CHN)",15 SEP 2023,1109,4x200-metres-relay,relays,male,senior
366,1:22.96,,AV Lyra-Lierse (AVLL),,BEL,1f1,"Putbosstadion, Oordegem (BEL)",15 SEP 2024,1109,4x200-metres-relay,relays,male,senior
369,1:22.97,,Mississippi State,,INT,1h3,"Philadelphia, PA (USA)",23 APR 2010,1108,4x200-metres-relay,relays,male,senior
369,1:22.97,,UMES,,INT,5f1,"Philadelphia, PA (USA)",24 APR 2010,1108,4x200-metres-relay,relays,male,senior
369,1:22.97,,Waseda University,,JPN,1,Nishinomiya (JPN),27 JUN 2010,1108,4x200-metres-relay,relays,male,senior
372,1:22.98,,UTech,,JAM,1h2,"Philadelphia, PA (USA)",28 APR 2006,1108,4x200-metres-relay,relays,male,senior
372,1:22.98,,Baylor,,USA,2f2,"Austin, TX (USA)",04 APR 2009,1108,4x200-metres-relay,relays,male,senior
372,1:22.98,,Jiangsu,,CHN,1f2,"Shangyu Stadium, Shaoxing (CHN)",21 SEP 2024,1108,4x200-metres-relay,relays,male,senior
375,1:22.99,,St. Augustine's,,INT,1h4,"Philadelphia, PA (USA)",26 APR 2013,1107,4x200-metres-relay,relays,male,senior
376,1:23.00,,Florida State,,INT,1h6,"Philadelphia, PA (USA)",27 APR 2007,1107,4x200-metres-relay,relays,male,senior
376,1:23.00,,L.I.U. Brooklyn,,INT,3,"Philadelphia, PA (USA)",30 APR 2016,1107,4x200-metres-relay,relays,male,senior
