rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
192,1:55.37,,Czech Republic U18,,CZE,6,"New District Stadium, Tbilisi (GEO)",17 JUL 2016,,medley-relay,relays,male,u18
194,1:55.38,,Venezuela U18,,VEN,8f1,Debrecen (HUN),15 JUL 2001,,medley-relay,relays,male,u18
195,1:55.39,,Poland U18,,POL,3h1,Banská Bystrica (SVK),20 JUL 2024,,medley-relay,relays,male,u18
196,1:55.42,,Queensland U18,,AUS,3h2,Debrecen (HUN),14 JUL 2001,,medley-relay,relays,male,u18
196,1:55.42,,Hungary U18,,HUN,5,"Atletski stadion Poljane, Maribor (SLO)",29 JUL 2023,,medley-relay,relays,male,u18
196,1:55.42,,Thailand U18,,THA,3h2,"Prince Nayef Sports City, Qatif (KSA)",17 APR 2025,,medley-relay,relays,male,u18
199,1:55.43,,Hungary U18,,HUN,2,"Štadión SNP, Banská Bystrica (SVK)",30 JUL 2022,,medley-relay,relays,male,u18
200,1:55.45,,Australia U18,,AUS,7,"Bressanone, Trentino-Alto Adige (ITA)",12 JUL 2009,,medley-relay,relays,male,u18
201,1:55.47,,Italy U18,,ITA,3h3,"Bressanone, Trentino-Alto Adige (ITA)",11 JUL 2009,,medley-relay,relays,male,u18
202,1:55.50,,Switzerland U18,,SUI,4h2,"Athletic track of National Arena Philip II, Skopje (MKD)",25 JUL 2025,,medley-relay,relays,male,u18
203,1:55.54,,Spain U18,,ESP,3h2,"Atletski stadion Poljane, Maribor (SLO)",28 JUL 2023,,medley-relay,relays,male,u18
204,1:55.56,,PR of China U18,,CHN,3h4,Ostrava (CZE),14 JUL 2007,,medley-relay,relays,male,u18
204,1:55.56,,Ukraine U18,,UKR,4h3,Donetsk (UKR),13 JUL 2013,,medley-relay,relays,male,u18
206,1:55.60,,"Hong Kong, China U18",,HKG,5,Tashkent (UZB),30 APR 2023,,medley-relay,relays,male,u18
207,1:55.61,,Turkey U18,,TUR,2h2,"Bressanone, Trentino-Alto Adige (ITA)",11 JUL 2009,,medley-relay,relays,male,u18
207,1:55.61,,Spain U18,,ESP,2h4,Donetsk (UKR),13 JUL 2013,,medley-relay,relays,male,u18
209,1:55.64,,India U18,,IND,5h3,"Sidi Youssef Ben Ali, Marrakech (MAR)",16 JUL 2005,,medley-relay,relays,male,u18
210,1:55.65,,Spain U18,,ESP,4h3,"Bressanone, Trentino-Alto Adige (ITA)",11 JUL 2009,,medley-relay,relays,male,u18
210,1:55.65,,Denmark U18,,DEN,4h2,"Atletski stadion Poljane, Maribor (SLO)",28 JUL 2023,,medley-relay,relays,male,u18
210,1:55.65,,Finland U18,,FIN,4h1,"Athletic track of National Arena Philip II, Skopje (MKD)",25 JUL 2025,,medley-relay,relays,male,u18
213,1:55.66,,Great Britain & NI U18,,GBR,2h2,"Givat Ram Stadium, Jerusalem (ISR)",06 JUL 2022,,medley-relay,relays,male,u18
214,1:55.67,,"Xinying Youth Sports Club , Linquan County , Fuyang City , Anhui Province",,CHN,1,"Shanxi Sports Center Stadium, Taiyuan (CHN)",16 AUG 2019,,medley-relay,relays,male,u18
215,1:55.72,,Canada U18,,CAN,3h4,Donetsk (UKR),13 JUL 2013,,medley-relay,relays,male,u18
216,1:55.73,,Italy U18,,ITA,5h2,Ostrava (CZE),14 JUL 2007,,medley-relay,relays,male,u18
217,1:55.74,,Estonia U18,,EST,5h1,"Atletski stadion Poljane, Maribor (SLO)",28 JUL 2023,,medley-relay,relays,male,u18
218,1:55.78,,Croatia U18,,CRO,4,"Olimpiai Sportpark, Győr (HUN)",08 JUL 2018,,medley-relay,relays,male,u18
219,1:55.79,,Hungary U18,,HUN,1,Budapest (HUN),04 JUL 2014,,medley-relay,relays,male,u18
