rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
55,30:19,,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KEN,1,Praha (CZE),08 SEP 2018,1230,10-kilometres,road-running,female,senior
55,30:19,,Celliphine Chepteek CHESPOL,23 MAR 1999,KEN,1,Lille (FRA),06 NOV 2021,1230,10-kilometres,road-running,female,senior
55,30:19,,Eilish MCCOLGAN,25 NOV 1990,GBR,2,Manchester (GBR),22 MAY 2022,1230,10-kilometres,road-running,female,senior
55,30:19,,Janeth CHEPNGETICH,23 JUL 1998,KEN,2,Brasov (ROU),22 SEP 2024,1230,10-kilometres,road-running,female,senior
55,30:19,,Wede KEFALE,02 MAR 2000,ETH,5,Castellón (ESP),16 FEB 2025,1230,10-kilometres,road-running,female,senior
60,30:20,,Agnes Jebet TIROP,23 OCT 1995,KEN,2,Genève (SUI),03 OCT 2021,1229,10-kilometres,road-running,female,senior
60,30:20,,Fotyen TESFAY,17 FEB 1998,ETH,9,Valencia (ESP),14 JAN 2024,1229,10-kilometres,road-running,female,senior
62,30:21,,Paula RADCLIFFE,17 DEC 1973,GBR,1,San Juan (PUR),23 FEB 2003,1228,10-kilometres,road-running,female,senior
62,30:21,,Janeth CHEPNGETICH,23 JUL 1998,KEN,1,Praha (CZE),02 SEP 2023,1228,10-kilometres,road-running,female,senior
64,30:22,,Fancy CHEMUTAI,20 MAR 1995,KEN,2,Praha (CZE),08 SEP 2018,1227,10-kilometres,road-running,female,senior
64,30:22,,Joy CHEPTOYEK,15 MAY 2002,UGA,1,"Meijijingu Gaien area, Tokyo (JPN)",03 MAY 2025,1227,10-kilometres,road-running,female,senior
66,30:23,,Fancy CHEMUTAI,20 MAR 1995,KEN,1,Appingedam (NED),24 JUN 2017,1226,10-kilometres,road-running,female,senior
66,30:23,,Diana Chemtai KIPYOKEI,05 MAY 1994,KEN,3,Praha (CZE),08 SEP 2018,1226,10-kilometres,road-running,female,senior
66,30:23,,Kalkidan GEZAHEGNE,08 MAY 1991,BRN,1,Ourense (ESP),14 NOV 2021,1226,10-kilometres,road-running,female,senior
66,30:23,,Jesca CHELANGAT,09 JAN 1998,KEN,2,Praha (CZE),03 SEP 2022,1226,10-kilometres,road-running,female,senior
66,30:23,,Irine Jepchumba KIMAIS,10 OCT 1998,KEN,1,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023,1226,10-kilometres,road-running,female,senior
66,30:23,,Jesca CHELANGAT,09 JAN 1998,KEN,5,Castellón (ESP),25 FEB 2024,1226,10-kilometres,road-running,female,senior
66,30:23,,Asmarech ANLEY,2005,ETH,2,Lille (FRA),16 NOV 2024,1226,10-kilometres,road-running,female,senior
73,30:24,,Violah JEPCHUMBA,23 OCT 1990,BRN,1,Praha (CZE),10 SEP 2016,1225,10-kilometres,road-running,female,senior
73,30:24,,Fantaye BELAYNEH,11 SEP 2000,ETH,1,Herzogenaurach (GER),30 APR 2022,1225,10-kilometres,road-running,female,senior
73,30:24,,Sarah CHELANGAT,05 JUN 2001,UGA,4,Valencia (ESP),15 JAN 2023,1225,10-kilometres,road-running,female,senior
73,30:24,,Gladys KWAMBOKA,14 MAR 1996,KEN,6,Castellón (ESP),16 FEB 2025,1225,10-kilometres,road-running,female,senior
77,30:25,,Loice CHEMNUNG,22 FEB 1997,KEN,1,Hong Kong (HKG),17 NOV 2024,1225,10-kilometres,road-running,female,senior
78,30:26,,Gloria KITE,10 JAN 1998,KEN,2,Valencia (ESP),13 JAN 2019,1224,10-kilometres,road-running,female,senior
78,30:26,,Eilish MCCOLGAN,25 NOV 1990,GBR,1,London (GBR),02 MAY 2022,1224,10-kilometres,road-running,female,senior
78,30:26,,Fotyen TESFAY,17 FEB 1998,ETH,2,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023,1224,10-kilometres,road-running,female,senior
78,30:26,,Sarah CHELANGAT,05 JUN 2001,UGA,10,Valencia (ESP),14 JAN 2024,1224,10-kilometres,road-running,female,senior
78,30:26,,Klara LUKAN,08 SEP 2000,SLO,7,Castellón (ESP),16 FEB 2025,1224,10-kilometres,road-running,female,senior
83,30:27,,Agnes Jebet NGETICH,23 JAN 2001,KEN,3,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023,1223,10-kilometres,road-running,female,senior
83,30:27,,Grace Loibach NAWOWUNA,10 NOV 2003,KEN,1,Lille (FRA),17 MAR 2024,1223,10-kilometres,road-running,female,senior
85,30:28,,Sheila CHEPKIRUI,27 DEC 1990,KEN,3,Praha (CZE),09 SEP 2017,1222,10-kilometres,road-running,female,senior
85,30:28,,Celliphine Chepteek CHESPOL,23 MAR 1999,KEN,3,Genève (SUI),03 OCT 2021,1222,10-kilometres,road-running,female,senior
85,30:28,,Janeth CHEPNGETICH,23 JUL 1998,KEN,4,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023,1222,10-kilometres,road-running,female,senior
85,30:28,,Alem NIGUSSIE,2002,ETH,1,Langueux (FRA),17 JUN 2023,1222,10-kilometres,road-running,female,senior
85,30:28,,Maurine JEMUTAI,04 JAN 2000,KEN,7,Valencia (ESP),12 JAN 2025,1222,10-kilometres,road-running,female,senior
90,30:29,,Asmae LEGHZAOUI,30 AUG 1976,MAR,1,"New York, NY (USA)",08 JUN 2002,1221,10-kilometres,road-running,female,senior
90,30:29,,Ruth CHEPNGETICH,08 AUG 1994,KEN,3,Manchester (GBR),22 MAY 2022,1221,10-kilometres,road-running,female,senior
90,30:29,,Diane VAN ES,22 MAR 1999,NED,1,Schoorl (NED),12 FEB 2023,1221,10-kilometres,road-running,female,senior
90,30:29,,Tsigie GEBRESELAMA,30 SEP 2000,ETH,1,Paderborn (GER),08 APR 2023,1221,10-kilometres,road-running,female,senior
90,30:29,,Judy Jelagat KEMBOI,26 JUN 1999,KEN,3,Brasov (ROU),22 SEP 2024,1221,10-kilometres,road-running,female,senior
90,30:29,,Miriam Chepkech SEREM,08 JUL 2003,KEN,8,Valencia (ESP),12 JAN 2025,1221,10-kilometres,road-running,female,senior
96,30:30,,Tirunesh DIBABA,01 JUN 1985,ETH,1,Tilburg (NED),01 SEP 2013,1220,10-kilometres,road-running,female,senior
96,30:30,,Agnes Jebet NGETICH,23 JAN 2001,KEN,2,Brasov (ROU),25 SEP 2022,1220,10-kilometres,road-running,female,senior
96,30:30,,Fantaye BELAYNEH,11 SEP 2000,ETH,2,Herzogenaurach (GER),26 APR 2025,1220,10-kilometres,road-running,female,senior
99,30:31,,Daisy CHEROTICH,30 MAY 1997,KEN,2,Lille (FRA),06 NOV 2021,1219,10-kilometres,road-running,female,senior
99,30:31,,Sarah CHELANGAT,05 JUN 2001,UGA,3,Brasov (ROU),25 SEP 2022,1219,10-kilometres,road-running,female,senior
99,30:31,,Wede KEFALE,02 MAR 2000,ETH,3,Lille (FRA),16 NOV 2024,1219,10-kilometres,road-running,female,senior
99,30:31,,Senayet GETACHEW,01 OCT 2005,ETH,3,Herzogenaurach (GER),26 APR 2025,1219,10-kilometres,road-running,female,senior
103,30:32,,Norah JERUTO,02 OCT 1995,KEN,1,Houilles (FRA),29 DEC 2019,1218,10-kilometres,road-running,female,senior
103,30:32,,Karoline Bjerkeli GRØVDAL,14 JUN 1990,NOR,1,Hole (NOR),17 OCT 2020,1218,10-kilometres,road-running,female,senior
105,30:33,,Eva CHERONO,15 AUG 1996,KEN,1,Lens (FRA),04 JUL 2021,1217,10-kilometres,road-running,female,senior
105,30:33,,Grace Loibach NAWOWUNA,10 NOV 2003,KEN,4,Brasov (ROU),22 SEP 2024,1217,10-kilometres,road-running,female,senior
107,30:34,,Naomi CHEPNGENO,22 DEC 1994,KEN,1,Laredo (ESP),16 OCT 2021,1216,10-kilometres,road-running,female,senior
107,30:34,,Senayet GETACHEW,01 OCT 2005,ETH,5,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023,1216,10-kilometres,road-running,female,senior
107,30:34,,Nelvin JEPKEMBOI,23 AUG 2001,KEN,5,Brasov (ROU),22 SEP 2024,1216,10-kilometres,road-running,female,senior
107,30:34,,Asmarech ANLEY,2005,ETH,1,Lille (FRA),16 MAR 2025,1216,10-kilometres,road-running,female,senior
111,30:35,,Norah JERUTO,02 OCT 1995,KEN,1,Valencia (ESP),09 JAN 2022,1215,10-kilometres,road-running,female,senior
111,30:35,,Sheila CHEPKIRUI,27 DEC 1990,KEN,2,Herzogenaurach (GER),30 APR 2022,1215,10-kilometres,road-running,female,senior
111,30:35,,Irine Chepet CHEPTAI,04 FEB 1992,KEN,1,Bengaluru (IND),15 MAY 2022,1215,10-kilometres,road-running,female,senior
114,30:36,,Fancy CHEMUTAI,20 MAR 1995,KEN,1,"Boston, MA (USA)",23 JUN 2019,1214,10-kilometres,road-running,female,senior
114,30:36,,Christine Njoki NALIMO,02 FEB 1999,KEN,6,Brasov (ROU),22 SEP 2024,1214,10-kilometres,road-running,female,senior
116,30:37,,Joyce CHEPKIRUI,20 AUG 1988,KEN,1,Berlin (GER),13 OCT 2013,1214,10-kilometres,road-running,female,senior
116,30:37,,Fancy CHEMUTAI,20 MAR 1995,KEN,4,Praha (CZE),07 SEP 2019,1214,10-kilometres,road-running,female,senior
116,30:37,,Christine Njoki NALIMO,02 FEB 1999,KEN,1,"Kings Park Athletics Stadium, Durban (RSA)",07 JUL 2024,1214,10-kilometres,road-running,female,senior
119,30:38,,Liz MCCOLGAN,24 MAY 1964,GBR,1,"Orlando, FL (USA)",11 MAR 1989,1213,10-kilometres,road-running,female,senior
119,30:38,,Paula RADCLIFFE,17 DEC 1973,GBR,1,London (GBR),22 SEP 2002,1213,10-kilometres,road-running,female,senior
119,30:38,,Joyce CHEPKIRUI,20 AUG 1988,KEN,1,Tilburg (NED),04 SEP 2011,1213,10-kilometres,road-running,female,senior
119,30:38,,Tadelech BEKELE,11 APR 1991,ETH,2,Berlin (GER),13 OCT 2013,1213,10-kilometres,road-running,female,senior
119,30:38,,Senbere TEFERI,03 MAY 1995,ETH,1,Tilburg (NED),03 SEP 2017,1213,10-kilometres,road-running,female,senior
119,30:38,,Karoline Bjerkeli GRØVDAL,14 JUN 1990,NOR,2,Valencia (ESP),09 JAN 2022,1213,10-kilometres,road-running,female,senior
119,30:38,,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,6,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023,1213,10-kilometres,road-running,female,senior
119,30:38,,Yenawa NBRET,18 MAY 2007,ETH,7,Brasov (ROU),22 SEP 2024,1213,10-kilometres,road-running,female,senior
119,30:38,,Senayet GETACHEW,01 OCT 2005,ETH,8,Brasov (ROU),22 SEP 2024,1213,10-kilometres,road-running,female,senior
128,30:39,,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,2,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",27 APR 2024,1212,10-kilometres,road-running,female,senior
129,30:40,,Stella CHESANG,01 DEC 1996,UGA,1f1,Cape Town (RSA),15 MAY 2022,1211,10-kilometres,road-running,female,senior
129,30:40,,Naomi CHEPNGENO,22 DEC 1994,KEN,5,Valencia (ESP),15 JAN 2023,1211,10-kilometres,road-running,female,senior
129,30:40,,Miriam CHEBET,18 SEP 2002,KEN,1,Ibiza (ESP),28 JAN 2024,1211,10-kilometres,road-running,female,senior
129,30:40,,Loice CHEMNUNG,22 FEB 1997,KEN,1,Port Gentil (GAB),23 JUN 2024,1211,10-kilometres,road-running,female,senior
129,30:40,,Samiyah HASSAN NOUR,05 DEC 1999,DJI,2,"Meijijingu Gaien area, Tokyo (JPN)",03 MAY 2025,1211,10-kilometres,road-running,female,senior
134,30:41,,Lornah KIPLAGAT,01 MAY 1974,NED,1,San Juan (PUR),29 FEB 2004,1210,10-kilometres,road-running,female,senior
134,30:41,,Gladys CHESIR,20 FEB 1993,KEN,1,Berlin (GER),11 OCT 2015,1210,10-kilometres,road-running,female,senior
134,30:41,,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,"Cape Elizabeth, ME (USA)",05 AUG 2017,1210,10-kilometres,road-running,female,senior
134,30:41,,Jesca CHELANGAT,09 JAN 1998,KEN,1,Durban (RSA),10 JUL 2022,1210,10-kilometres,road-running,female,senior
134,30:41,,Christine Njoki NALIMO,02 FEB 1999,KEN,3,Lille (FRA),18 NOV 2023,1210,10-kilometres,road-running,female,senior
134,30:41,,Nelvin JEPKEMBOI,23 AUG 2001,KEN,11,Valencia (ESP),14 JAN 2024,1210,10-kilometres,road-running,female,senior
134,30:41,,Jessica WARNER-JUDD,07 JAN 1995,GBR,12,Valencia (ESP),14 JAN 2024,1210,10-kilometres,road-running,female,senior
134,30:41,,Miriam CHEBET,18 SEP 2002,KEN,3,Paris (FRA),05 APR 2024,1210,10-kilometres,road-running,female,senior
134,30:41,,Girmawit GEBRZIHAIR,21 NOV 2001,ETH,4,Herzogenaurach (GER),26 APR 2025,1210,10-kilometres,road-running,female,senior
143,30:42,,Francine NIYOMUKUNZI,01 AUG 1999,BDI,13,Valencia (ESP),14 JAN 2024,1209,10-kilometres,road-running,female,senior
143,30:42,,Medina EISA,03 JAN 2005,ETH,1,Manchester (GBR),18 MAY 2025,1209,10-kilometres,road-running,female,senior
145,30:43,,Paula RADCLIFFE,17 DEC 1973,GBR,1,San Juan (PUR),17 FEB 2002,1208,10-kilometres,road-running,female,senior
145,30:43,,Joyce CHEPKIRUI,20 AUG 1988,KEN,1,Appingedam (NED),25 JUN 2011,1208,10-kilometres,road-running,female,senior
145,30:43,,Evaline CHIRCHIR,02 FEB 1998,KEN,3,Valencia (ESP),13 JAN 2019,1208,10-kilometres,road-running,female,senior
145,30:43,,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,1,Bolzano (ITA),31 DEC 2020,1208,10-kilometres,road-running,female,senior
149,30:44,,Lornah KIPLAGAT,01 MAY 1974,KEN,2,"New York, NY (USA)",08 JUN 2002,1207,10-kilometres,road-running,female,senior
149,30:44,,Lornah KIPLAGAT,01 MAY 1974,KEN,1,Voorthuizen (NED),24 JUL 2002,1207,10-kilometres,road-running,female,senior
149,30:44,,Dorcas Jepchirchir TUITOEK,31 JAN 1998,KEN,2,Bolzano (ITA),31 DEC 2020,1207,10-kilometres,road-running,female,senior
149,30:44,,Hellen OBIRI,13 DEC 1989,KEN,2,Bengaluru (IND),15 MAY 2022,1207,10-kilometres,road-running,female,senior
149,30:44,,Jesca CHELANGAT,09 JAN 1998,KEN,1,Shanghai (CHN),15 OCT 2023,1207,10-kilometres,road-running,female,senior
149,30:44,,Purity Kajuju GITONGA,12 MAY 1996,KEN,1,"Marienlyst Stadion, Drammen (NOR)",05 APR 2025,1207,10-kilometres,road-running,female,senior
149,30:44,,Isobel BATT-DOYLE,14 SEP 1995,AUS,3,"Meijijingu Gaien area, Tokyo (JPN)",03 MAY 2025,1207,10-kilometres,road-running,female,senior
156,30:45,,Paula RADCLIFFE,17 DEC 1973,GBR,2,San Juan (PUR),29 FEB 2004,1206,10-kilometres,road-running,female,senior
156,30:45,,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KEN,1,Birmingham (GBR),30 APR 2017,1206,10-kilometres,road-running,female,senior
156,30:45,,Sandrafelis Chebet TUEI,20 JAN 1998,KEN,3,Valencia (ESP),03 OCT 2021,1206,10-kilometres,road-running,female,senior
156,30:45,,Cintia CHEPNGENO,03 JUN 2000,KEN,2,Praha (CZE),02 SEP 2023,1206,10-kilometres,road-running,female,senior
160,30:46,,Betsy SAINA,30 JUN 1988,KEN,1,Tilburg (NED),07 SEP 2014,1205,10-kilometres,road-running,female,senior
160,30:46,,Jesca CHELANGAT,09 JAN 1998,KEN,3,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",27 APR 2024,1205,10-kilometres,road-running,female,senior
160,30:46,,Caroline Makandi GITONGA,12 MAY 1996,KEN,8,Castellón (ESP),16 FEB 2025,1205,10-kilometres,road-running,female,senior
160,30:46,,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,1,Laredo (ESP),24 MAY 2025,1205,10-kilometres,road-running,female,senior
164,30:47,,Paula RADCLIFFE,17 DEC 1973,GBR,1,"New York, NY (USA)",09 JUN 2001,1204,10-kilometres,road-running,female,senior
164,30:47,,Vivian Jepkemei CHERUIYOT,11 SEP 1983,KEN,1,San Juan (PUR),26 FEB 2012,1204,10-kilometres,road-running,female,senior
164,30:47,,Norah JERUTO,02 OCT 1995,KEN,3,Bolzano (ITA),31 DEC 2020,1204,10-kilometres,road-running,female,senior
164,30:47,,Joy CHEPTOYEK,15 MAY 2002,UGA,1,Castellón (ESP),26 FEB 2023,1204,10-kilometres,road-running,female,senior
164,30:47,,Christine CHESIRO,08 JUL 2003,KEN,9,Brasov (ROU),22 SEP 2024,1204,10-kilometres,road-running,female,senior
164,30:47,,Alice Chemtai LOITASIA,03 AUG 2005,KEN,9,Valencia (ESP),12 JAN 2025,1204,10-kilometres,road-running,female,senior
170,30:48,,Linet Chepkwemoi MASAI,05 DEC 1989,KEN,1,"New York, NY (USA)",12 JUN 2010,1204,10-kilometres,road-running,female,senior
170,30:48,,Glorious JEPKURUI,28 NOV 1998,KEN,3,Lille (FRA),06 NOV 2021,1204,10-kilometres,road-running,female,senior
170,30:48,,Gladys CHEPKURUI,17 AUG 1994,KEN,3,Valencia (ESP),09 JAN 2022,1204,10-kilometres,road-running,female,senior
170,30:48,,Mercyline CHERONO,04 JAN 1992,KEN,3,Castellón (ESP),27 FEB 2022,1204,10-kilometres,road-running,female,senior
170,30:48,,Jesca CHELANGAT,09 JAN 1998,KEN,2f1,Cape Town (RSA),15 MAY 2022,1204,10-kilometres,road-running,female,senior
170,30:48,,Caroline NYAGA,07 OCT 1993,KEN,1,Ibiza (ESP),29 JAN 2023,1204,10-kilometres,road-running,female,senior
170,30:48,,Dorcas Jepchumba KIMELI,05 JUL 1997,KEN,1,Lille (FRA),19 MAR 2023,1204,10-kilometres,road-running,female,senior
170,30:48,,Judy Jelagat KEMBOI,26 JUN 1999,KEN,1,"Stade municipal de Payerne, Payerne (SUI)",03 MAR 2024,1204,10-kilometres,road-running,female,senior
178,30:49,,Tirunesh DIBABA,01 JUN 1985,ETH,1,Manchester (GBR),26 MAY 2013,1203,10-kilometres,road-running,female,senior
178,30:49,,Purity Temutai KOMEN,01 MAY 1998,KEN,1,Villejuif (FRA),10 OCT 2021,1203,10-kilometres,road-running,female,senior
180,30:50,,Lornah KIPLAGAT,01 MAY 1974,NED,1,San Juan (PUR),26 FEB 2006,1202,10-kilometres,road-running,female,senior
180,30:50,,Agnes Jebet TIROP,23 OCT 1995,KEN,1,Tilburg (NED),02 SEP 2018,1202,10-kilometres,road-running,female,senior
180,30:50,,Rosemary WANJIRU,09 DEC 1994,KEN,4,Valencia (ESP),13 JAN 2019,1202,10-kilometres,road-running,female,senior
180,30:50,,Bosena MULATIE,21 NOV 2001,ETH,4,Valencia (ESP),12 JAN 2020,1202,10-kilometres,road-running,female,senior
180,30:50,,Mary Wacera NGUGI,17 DEC 1988,KEN,1f1,Middlesbrough (GBR),31 MAY 2021,1202,10-kilometres,road-running,female,senior
180,30:50,,Nancy JELAGAT,1986,KEN,3,Herzogenaurach (GER),12 SEP 2021,1202,10-kilometres,road-running,female,senior
180,30:50,,Faith CHERONO,18 DEC 1998,KEN,3,Herzogenaurach (GER),30 APR 2022,1202,10-kilometres,road-running,female,senior
180,30:50,,Senbere TEFERI,03 MAY 1995,ETH,1,"Atlanta, GA (USA)",04 JUL 2022,1202,10-kilometres,road-running,female,senior
180,30:50,,Irine Chepet CHEPTAI,04 FEB 1992,KEN,2,"Atlanta, GA (USA)",04 JUL 2022,1202,10-kilometres,road-running,female,senior
180,30:50,,Mercyline CHERONO,04 JAN 1992,KEN,2,Lille (FRA),19 MAR 2023,1202,10-kilometres,road-running,female,senior
