rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
180,30:50,,Clare NDIWA,,KEN,1,Durban (RSA),13 JUL 2025,1202,10-kilometres,road-running,female,senior
191,30:51,,Paula RADCLIFFE,17 DEC 1973,GBR,1,London (GBR),07 SEP 2003,1201,10-kilometres,road-running,female,senior
191,30:51,,Eva CHERONO,15 AUG 1996,KEN,1,Utrecht (NED),06 OCT 2019,1201,10-kilometres,road-running,female,senior
191,30:51,,Samantha HARRISON,01 FEB 1995,GBR,6,Valencia (ESP),15 JAN 2023,1201,10-kilometres,road-running,female,senior
191,30:51,,Caroline Makandi GITONGA,12 MAY 1996,KEN,1,Prievidza (SVK),14 SEP 2024,1201,10-kilometres,road-running,female,senior
195,30:52,,Shalane FLANAGAN,08 JUL 1981,USA,1,"Boston, MA (USA)",26 JUN 2016,1200,10-kilometres,road-running,female,senior
195,30:52,,Nigsti HAFTU,08 JUL 1999,ETH,2,Houilles (FRA),29 DEC 2019,1200,10-kilometres,road-running,female,senior
195,30:52,,Eilish MCCOLGAN,25 NOV 1990,GBR,1,Manchester (GBR),26 SEP 2021,1200,10-kilometres,road-running,female,senior
195,30:52,,Tigst ASSEFA,03 DEC 1996,ETH,1,Langueux (FRA),25 JUN 2022,1200,10-kilometres,road-running,female,senior
195,30:52,,Joan Chelimo MELLY,10 NOV 1990,ROU,4,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",27 APR 2024,1200,10-kilometres,road-running,female,senior
195,30:52,,Karoline Bjerkeli GRØVDAL,14 JUN 1990,NOR,5,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",27 APR 2024,1200,10-kilometres,road-running,female,senior
195,30:52,,Purity Kajuju GITONGA,12 MAY 1996,KEN,2,Prievidza (SVK),14 SEP 2024,1200,10-kilometres,road-running,female,senior
202,30:53,,Isabella OCHICHI,28 OCT 1979,KEN,1,La Courneuve (FRA),31 MAR 2002,1199,10-kilometres,road-running,female,senior
202,30:53,,Hellen OBIRI,13 DEC 1989,KEN,1,Barcelona (ESP),31 DEC 2020,1199,10-kilometres,road-running,female,senior
202,30:53,,Tsigie GEBRESELAMA,30 SEP 2000,ETH,2,Langueux (FRA),25 JUN 2022,1199,10-kilometres,road-running,female,senior
202,30:53,,Edith Jepchumba CHEMJOR,15 MAY 1996,KEN,2,Castellón (ESP),26 FEB 2023,1199,10-kilometres,road-running,female,senior
202,30:53,,Betty CHELANGAT,07 MAR 2003,KEN,2,Paderborn (GER),08 APR 2023,1199,10-kilometres,road-running,female,senior
202,30:53,,Veronica LOLEO,18 MAR 1998,KEN,7,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023,1199,10-kilometres,road-running,female,senior
202,30:53,,Bertukan WELDE,10 MAY 2004,ETH,6,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",27 APR 2024,1199,10-kilometres,road-running,female,senior
202,30:53,,Janeth Nyiva MUTUNGI,27 AUG 2004,KEN,2,Durban (RSA),13 JUL 2025,1199,10-kilometres,road-running,female,senior
210,30:54,,Yalemget YAREGAL,23 OCT 2003,ETH,1,Tel Aviv (ISR),24 FEB 2023,1198,10-kilometres,road-running,female,senior
211,30:55,,Peres JEPCHIRCHIR,27 SEP 1993,KEN,1,Praha (CZE),05 SEP 2015,1197,10-kilometres,road-running,female,senior
211,30:55,,Sheila CHELANGAT,11 APR 1998,KEN,1,Port Gentil (GAB),30 JUN 2019,1197,10-kilometres,road-running,female,senior
211,30:55,,Sheila CHEPKIRUI,27 DEC 1990,KEN,1,Durban (RSA),13 OCT 2019,1197,10-kilometres,road-running,female,senior
211,30:55,,Violah CHEPTOO,01 MAR 1989,KEN,1,"Phoenix, AZ (USA)",03 NOV 2019,1197,10-kilometres,road-running,female,senior
211,30:55,,Mercy CHERONO,07 MAY 1991,KEN,1,Houilles (FRA),18 DEC 2022,1197,10-kilometres,road-running,female,senior
211,30:55,,Rino GOSHIMA,29 OCT 1997,JPN,3,Castellón (ESP),26 FEB 2023,1197,10-kilometres,road-running,female,senior
217,30:56,,Gladys CHERONO,12 MAY 1983,KEN,1,Ottawa (CAN),23 MAY 2015,1196,10-kilometres,road-running,female,senior
217,30:56,,Faith CHERONO,18 DEC 1998,KEN,3,Praha (CZE),03 SEP 2022,1196,10-kilometres,road-running,female,senior
217,30:56,,Beatrice CHEPKOECH,06 JUL 1991,KEN,14,Valencia (ESP),14 JAN 2024,1196,10-kilometres,road-running,female,senior
217,30:56,,Miriam CHEBET,18 SEP 2002,KEN,6,Castellón (ESP),25 FEB 2024,1196,10-kilometres,road-running,female,senior
217,30:56,,Girmawit GEBRZIHAIR,21 NOV 2001,ETH,7,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",27 APR 2024,1196,10-kilometres,road-running,female,senior
217,30:56,,Lilian Kasait RENGERUK,03 MAY 1997,KEN,1,Bengaluru (IND),28 APR 2024,1196,10-kilometres,road-running,female,senior
217,30:56,,Janeth CHEPNGETICH,23 JUL 1998,KEN,2,Hong Kong (HKG),17 NOV 2024,1196,10-kilometres,road-running,female,senior
217,30:56,,Caroline Makandi GITONGA,12 MAY 1996,KEN,2,"Marienlyst Stadion, Drammen (NOR)",05 APR 2025,1196,10-kilometres,road-running,female,senior
225,30:57,,Elvan ABEYLEGESSE,11 SEP 1982,TUR,1,Istanbul (TUR),14 MAY 2006,1195,10-kilometres,road-running,female,senior
225,30:57,,Irina MIKITENKO,23 AUG 1972,GER,1,Karlsruhe (GER),13 SEP 2008,1195,10-kilometres,road-running,female,senior
225,30:57,,Paskalia Chepkorir KIPKOECH,22 DEC 1988,KEN,1,Santos (BRA),20 MAY 2012,1195,10-kilometres,road-running,female,senior
225,30:57,,Gladys CHERONO,12 MAY 1983,KEN,1,Tilburg (NED),02 SEP 2012,1195,10-kilometres,road-running,female,senior
225,30:57,,Violah JEPCHUMBA,23 OCT 1990,BRN,2,Birmingham (GBR),30 APR 2017,1195,10-kilometres,road-running,female,senior
225,30:57,,Sandrafelis Chebet TUEI,20 JAN 1998,KEN,1,Valencia (ESP),14 JAN 2018,1195,10-kilometres,road-running,female,senior
225,30:57,,Evaline CHIRCHIR,02 FEB 1998,KEN,2,Durban (RSA),13 OCT 2019,1195,10-kilometres,road-running,female,senior
225,30:57,,Purity Kajuju GITONGA,12 MAY 1996,KEN,3,Paderborn (GER),08 APR 2023,1195,10-kilometres,road-running,female,senior
225,30:57,,Purity Kajuju GITONGA,12 MAY 1996,KEN,1,Hamburg (GER),03 SEP 2023,1195,10-kilometres,road-running,female,senior
225,30:57,,Likina AMEBAW,30 NOV 1997,ETH,2,Ibiza (ESP),28 JAN 2024,1195,10-kilometres,road-running,female,senior
225,30:57,,Purity Kajuju GITONGA,12 MAY 1996,KEN,1,Paderborn (GER),30 MAR 2024,1195,10-kilometres,road-running,female,senior
236,30:58,,Emily CHEBET,18 FEB 1986,KEN,2,Tilburg (NED),02 SEP 2012,1195,10-kilometres,road-running,female,senior
236,30:58,,Genet YALEW,31 DEC 1992,ETH,1,Tilburg (NED),06 SEP 2015,1195,10-kilometres,road-running,female,senior
236,30:58,,Abersh MINSEWO,22 FEB 2001,ETH,4,Lille (FRA),06 NOV 2021,1195,10-kilometres,road-running,female,senior
236,30:58,,Brigid KOSGEI,20 FEB 1994,KEN,3,"Atlanta, GA (USA)",04 JUL 2022,1195,10-kilometres,road-running,female,senior
236,30:58,,Vivian MELLY,01 JAN 2000,KEN,3,Praha (CZE),02 SEP 2023,1195,10-kilometres,road-running,female,senior
236,30:58,,Debash DESTA,11 MAY 2005,ETH,7,Castellón (ESP),25 FEB 2024,1195,10-kilometres,road-running,female,senior
236,30:58,,Diane VAN ES,22 MAR 1999,NED,9,Castellón (ESP),16 FEB 2025,1195,10-kilometres,road-running,female,senior
236,30:58,,Jesca CHELANGAT,09 JAN 1998,KEN,3,Durban (RSA),13 JUL 2025,1195,10-kilometres,road-running,female,senior
244,30:59,,Liz MCCOLGAN,24 MAY 1964,GBR,1,"Orlando, FL (USA)",06 FEB 1988,1194,10-kilometres,road-running,female,senior
244,30:59,,Ingrid KRISTIANSEN,21 MAR 1956,NOR,1,"Boston, MA (USA)",09 APR 1989,1194,10-kilometres,road-running,female,senior
244,30:59,,Sonia O'SULLIVAN,28 NOV 1969,IRL,1,Milano (ITA),21 MAY 2000,1194,10-kilometres,road-running,female,senior
244,30:59,,Lornah KIPLAGAT,01 MAY 1974,NED,1,Tilburg (NED),05 SEP 2004,1194,10-kilometres,road-running,female,senior
244,30:59,,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,"New York, NY (USA)",09 JUN 2018,1194,10-kilometres,road-running,female,senior
244,30:59,,Senbere TEFERI,03 MAY 1995,ETH,1,"New York, NY (USA)",28 APR 2019,1194,10-kilometres,road-running,female,senior
244,30:59,,Helalia JOHANNES,13 AUG 1980,NAM,1,Durban (RSA),23 JUN 2019,1194,10-kilometres,road-running,female,senior
244,30:59,,Helen BEKELE,21 NOV 1994,ETH,1f1,Berlin (GER),26 SEP 2020,1194,10-kilometres,road-running,female,senior
244,30:59,,Senayet GETACHEW,01 OCT 2005,ETH,8,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",27 APR 2024,1194,10-kilometres,road-running,female,senior
244,30:59,,Gladys KWAMBOKA,14 MAR 1996,KEN,10,Brasov (ROU),22 SEP 2024,1194,10-kilometres,road-running,female,senior
244,30:59,,Rebecca CHELANGAT,01 JAN 2002,UGA,4,"Meijijingu Gaien area, Tokyo (JPN)",03 MAY 2025,1194,10-kilometres,road-running,female,senior
255,31:00,,Malika ASAHSSAH,24 SEP 1982,MAR,1,Laredo (ESP),21 MAR 2015,1193,10-kilometres,road-running,female,senior
255,31:00,,Agnes Jebet TIROP,23 OCT 1995,KEN,2,Tilburg (NED),03 SEP 2017,1193,10-kilometres,road-running,female,senior
255,31:00,,Dorcas Jepchirchir TUITOEK,31 JAN 1998,KEN,1,Paderborn (GER),31 MAR 2018,1193,10-kilometres,road-running,female,senior
255,31:00,,Karoline Bjerkeli GRØVDAL,14 JUN 1990,NOR,1,Hole (NOR),22 OCT 2022,1193,10-kilometres,road-running,female,senior
255,31:00,,Nelvin JEPKEMBOI,23 AUG 2001,KEN,4,Lille (FRA),18 NOV 2023,1193,10-kilometres,road-running,female,senior
255,31:00,,Karoline Bjerkeli GRØVDAL,14 JUN 1990,NOR,8,Castellón (ESP),25 FEB 2024,1193,10-kilometres,road-running,female,senior
255,31:00,,Debash DESTA,11 MAY 2005,ETH,2,"Kings Park Athletics Stadium, Durban (RSA)",07 JUL 2024,1193,10-kilometres,road-running,female,senior
255,31:00,,Lemlem NIBRET,01 JAN 2005,ETH,10,Castellón (ESP),16 FEB 2025,1193,10-kilometres,road-running,female,senior
255,31:00,,Emma Grace HURLEY,19 DEC 1997,USA,5,"Meijijingu Gaien area, Tokyo (JPN)",03 MAY 2025,1193,10-kilometres,road-running,female,senior
255,31:00,,Miriam CHEBET,18 SEP 2002,KEN,1,Cali (COL),17 AUG 2025,1193,10-kilometres,road-running,female,senior
255,31:00,,Alessia ZARBO,11 SEP 2001,FRA,1,Praha (CZE),06 SEP 2025,1193,10-kilometres,road-running,female,senior
266,31:01,,Hilde KIBET,27 MAR 1981,NED,1,Schoorl (NED),10 FEB 2008,1192,10-kilometres,road-running,female,senior
266,31:01,,Purity Cherotich RIONORIPO,10 JUN 1993,KEN,2,"Cape Elizabeth, ME (USA)",05 AUG 2017,1192,10-kilometres,road-running,female,senior
266,31:01,,Sheila CHELANGAT,11 APR 1998,KEN,1,Valenciennes (FRA),31 MAR 2019,1192,10-kilometres,road-running,female,senior
266,31:01,,Beatrice Chepkemoi MUTAI,19 APR 1987,KEN,3,Durban (RSA),13 OCT 2019,1192,10-kilometres,road-running,female,senior
266,31:01,,Anchinalu DESSIE,09 JAN 2003,ETH,4,Valencia (ESP),09 JAN 2022,1192,10-kilometres,road-running,female,senior
266,31:01,,Tomoka KIMURA,12 NOV 1994,JPN,4,Castellón (ESP),26 FEB 2023,1192,10-kilometres,road-running,female,senior
266,31:01,,Karoline Bjerkeli GRØVDAL,14 JUN 1990,NOR,1,"Marienlyst Stadion, Drammen (NOR)",07 APR 2024,1192,10-kilometres,road-running,female,senior
266,31:01,,Stacey Chepkemboi NDIWA,06 DEC 1992,KEN,9,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",27 APR 2024,1192,10-kilometres,road-running,female,senior
266,31:01,,Lomi MULETA,29 NOV 2001,ETH,10,Valencia (ESP),12 JAN 2025,1192,10-kilometres,road-running,female,senior
266,31:01,,Mekdes WOLDU,20 OCT 1992,FRA,6,"Meijijingu Gaien area, Tokyo (JPN)",03 MAY 2025,1192,10-kilometres,road-running,female,senior
276,31:02,,Tegla LOROUPE,09 MAY 1973,KEN,1,Tilburg (NED),06 JUN 1999,1191,10-kilometres,road-running,female,senior
276,31:02,,Catherine NDEREBA,21 JUL 1972,KEN,1,Budapest (HUN),14 OCT 2001,1191,10-kilometres,road-running,female,senior
276,31:02,,Lornah KIPLAGAT,01 MAY 1974,NED,1,San Juan (PUR),24 FEB 2008,1191,10-kilometres,road-running,female,senior
276,31:02,,Joyce CHEPKIRUI,20 AUG 1988,KEN,1,Berlin (GER),12 OCT 2014,1191,10-kilometres,road-running,female,senior
276,31:02,,Emily CHEBET,18 FEB 1986,KEN,2,Berlin (GER),12 OCT 2014,1191,10-kilometres,road-running,female,senior
276,31:02,,Alice Aprot NAWOWUNA,02 JAN 1994,KEN,2,Berlin (GER),11 OCT 2015,1191,10-kilometres,road-running,female,senior
276,31:02,,Antonina KWAMBAI,01 APR 1992,KEN,5,Valencia (ESP),13 JAN 2019,1191,10-kilometres,road-running,female,senior
276,31:02,,Esther Birundu BORURA,05 JAN 2000,KEN,4,Herzogenaurach (GER),30 APR 2022,1191,10-kilometres,road-running,female,senior
276,31:02,,Genzebe DIBABA,08 FEB 1991,ETH,3f1,Cape Town (RSA),15 MAY 2022,1191,10-kilometres,road-running,female,senior
276,31:02,,Fancy CHEMUTAI,20 MAR 1995,KEN,4,"Atlanta, GA (USA)",04 JUL 2022,1191,10-kilometres,road-running,female,senior
276,31:02,,Miriam CHEBET,18 SEP 2002,KEN,2,Langueux (FRA),17 JUN 2023,1191,10-kilometres,road-running,female,senior
287,31:03,,Asmae LEGHZAOUI,30 AUG 1976,MAR,1,Marseille (FRA),01 MAY 2001,1190,10-kilometres,road-running,female,senior
287,31:03,,Shalane FLANAGAN,08 JUL 1981,USA,2,Tilburg (NED),06 SEP 2015,1190,10-kilometres,road-running,female,senior
287,31:03,,Tirunesh DIBABA,01 JUN 1985,ETH,1,Manchester (GBR),28 MAY 2017,1190,10-kilometres,road-running,female,senior
287,31:03,,Faith CHEPKOECH,16 MAY 1993,KEN,1,Valenciennes (FRA),03 APR 2022,1190,10-kilometres,road-running,female,senior
287,31:03,,Eva CHERONO,15 AUG 1996,KEN,2,Valenciennes (FRA),03 APR 2022,1190,10-kilometres,road-running,female,senior
287,31:03,,Esther Birundu BORURA,05 JAN 2000,KEN,4,Praha (CZE),03 SEP 2022,1190,10-kilometres,road-running,female,senior
287,31:03,,Esther Birundu BORURA,05 JAN 2000,KEN,8,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023,1190,10-kilometres,road-running,female,senior
287,31:03,,Caroline Makandi GITONGA,12 MAY 1996,KEN,1,Lugano (SUI),28 SEP 2024,1190,10-kilometres,road-running,female,senior
287,31:03,,Eilish MCCOLGAN,25 NOV 1990,GBR,1,"Rockland Lake State Park, Congers, NY (USA)",30 MAR 2025,1190,10-kilometres,road-running,female,senior
287,31:03,,Annet Chemengich CHELANGAT,29 JUL 1993,UGA,7,"Meijijingu Gaien area, Tokyo (JPN)",03 MAY 2025,1190,10-kilometres,road-running,female,senior
287,31:03,,Emily SISSON,12 OCT 1991,USA,2,Manchester (GBR),18 MAY 2025,1190,10-kilometres,road-running,female,senior
298,31:04,,Mamitu DASKA,16 OCT 1983,ETH,1,"Boston, MA (USA)",22 JUN 2014,1189,10-kilometres,road-running,female,senior
298,31:04,,Brillian Jepkorir KIPKOECH,01 MAR 1995,KEN,2,"Boston, MA (USA)",23 JUN 2019,1189,10-kilometres,road-running,female,senior
298,31:04,,Rosemary WANJIRU,09 DEC 1994,KEN,5,"Atlanta, GA (USA)",04 JUL 2022,1189,10-kilometres,road-running,female,senior
298,31:04,,Emily CHEBET,18 FEB 1986,KEN,1,Valenciennes (FRA),02 APR 2023,1189,10-kilometres,road-running,female,senior
298,31:04,,Faith Chepchirchir KIPROTICH,30 MAR 2001,KEN,5,Lille (FRA),18 NOV 2023,1189,10-kilometres,road-running,female,senior
298,31:04,,Klara LUKAN,08 SEP 2000,SLO,1,Milano (ITA),24 NOV 2024,1189,10-kilometres,road-running,female,senior
298,31:04,,Rebecca CHELANGAT,01 JAN 2002,UGA,3,"Marienlyst Stadion, Drammen (NOR)",05 APR 2025,1189,10-kilometres,road-running,female,senior
305,31:05,,Lornah KIPLAGAT,01 MAY 1974,NED,1,San Juan (PUR),25 FEB 2007,1188,10-kilometres,road-running,female,senior
305,31:05,,Margaret Wangari MURIUKI,21 MAR 1986,KEN,1,Marseille (FRA),01 MAY 2010,1188,10-kilometres,road-running,female,senior
305,31:05,,Gorreti JEPKOECH,07 MAR 1994,KEN,1,Praha (CZE),06 SEP 2014,1188,10-kilometres,road-running,female,senior
305,31:05,,Emily CHEBET,18 FEB 1986,KEN,2,Tilburg (NED),07 SEP 2014,1188,10-kilometres,road-running,female,senior
305,31:05,,Joyciline JEPKOSGEI,28 DEC 1993,KEN,1,"Cape Elizabeth, ME (USA)",03 AUG 2019,1188,10-kilometres,road-running,female,senior
305,31:05,,Vicoty CHEPNGENO,12 NOV 1993,KEN,7,Valencia (ESP),15 JAN 2023,1188,10-kilometres,road-running,female,senior
305,31:05,,Viola CHEPNGENO,19 SEP 2000,KEN,2,Valenciennes (FRA),02 APR 2023,1188,10-kilometres,road-running,female,senior
305,31:05,,Gete ALEMAYEHU,27 AUG 1998,ETH,2,Lille (FRA),17 MAR 2024,1188,10-kilometres,road-running,female,senior
305,31:05,,Winnie Jepkosgei KIMUTAI,06 MAY 2002,KEN,11,Brasov (ROU),22 SEP 2024,1188,10-kilometres,road-running,female,senior
314,31:06,,Lynn JENNINGS,01 JUL 1960,USA,1,"Orlando, FL (USA)",03 MAR 1990,1187,10-kilometres,road-running,female,senior
314,31:06,,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,London (GBR),31 MAY 2010,1187,10-kilometres,road-running,female,senior
314,31:06,,Margaret Wangari MURIUKI,21 MAR 1986,KEN,3,Berlin (GER),12 OCT 2014,1187,10-kilometres,road-running,female,senior
314,31:06,,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,2,"Boston, MA (USA)",26 JUN 2016,1187,10-kilometres,road-running,female,senior
314,31:06,,Faith CHERONO,18 DEC 1998,KEN,1,Lille (FRA),20 MAR 2022,1187,10-kilometres,road-running,female,senior
314,31:06,,Sharon LOKEDI,10 MAR 1994,KEN,4,Manchester (GBR),22 MAY 2022,1187,10-kilometres,road-running,female,senior
320,31:07,,Liz MCCOLGAN,24 MAY 1964,GBR,1,"Orlando, FL (USA)",21 FEB 1987,1186,10-kilometres,road-running,female,senior
320,31:07,,Berhane ADERE,23 NOV 1973,ETH,1,Manchester (GBR),21 MAY 2006,1186,10-kilometres,road-running,female,senior
320,31:07,,Vivian Jepkemei CHERUIYOT,11 SEP 1983,KEN,1,San Juan (PUR),28 FEB 2010,1186,10-kilometres,road-running,female,senior
320,31:07,,Belaynesh OLJIRA,26 JUN 1990,ETH,2,Marseille (FRA),01 MAY 2010,1186,10-kilometres,road-running,female,senior
320,31:07,,Edith CHELIMO,16 JUL 1986,KEN,1,Brunssum (NED),03 APR 2016,1186,10-kilometres,road-running,female,senior
320,31:07,,Tsehay GEMECHU,12 DEC 1998,ETH,2,Tilburg (NED),02 SEP 2018,1186,10-kilometres,road-running,female,senior
320,31:07,,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,1,Laredo (ESP),16 MAR 2024,1186,10-kilometres,road-running,female,senior
320,31:07,,Christine Njoki NALIMO,02 FEB 1999,KEN,3,Lille (FRA),17 MAR 2024,1186,10-kilometres,road-running,female,senior
320,31:07,,Stella CHESANG,01 DEC 1996,UGA,1,Langueux (FRA),15 JUN 2024,1186,10-kilometres,road-running,female,senior
320,31:07,,Miriam Chepkech SEREM,08 JUL 2003,KEN,4,Lille (FRA),16 NOV 2024,1186,10-kilometres,road-running,female,senior
320,31:07,,Klara LUKAN,08 SEP 2000,SLO,11,Valencia (ESP),12 JAN 2025,1186,10-kilometres,road-running,female,senior
320,31:07,,Sarah CHELANGAT,05 JUN 2001,UGA,1,Bengaluru (IND),27 APR 2025,1186,10-kilometres,road-running,female,senior
332,31:08,,Linet Chepkwemoi MASAI,05 DEC 1989,KEN,1,Glasgow (GBR),09 MAY 2010,1185,10-kilometres,road-running,female,senior
332,31:08,,Joyciline JEPKOSGEI,28 DEC 1993,KEN,2,Praha (CZE),10 SEP 2016,1185,10-kilometres,road-running,female,senior
332,31:08,,Tirunesh DIBABA,01 JUN 1985,ETH,1,Manchester (GBR),20 MAY 2018,1185,10-kilometres,road-running,female,senior
332,31:08,,Gete ALEMAYEHU,27 AUG 1998,ETH,3,Houilles (FRA),29 DEC 2019,1185,10-kilometres,road-running,female,senior
332,31:08,,Betty Chepkemoi KIBET,03 APR 2000,KEN,4,Valencia (ESP),03 OCT 2021,1185,10-kilometres,road-running,female,senior
332,31:08,,Purity Temutai KOMEN,01 MAY 1998,KEN,5,Lille (FRA),06 NOV 2021,1185,10-kilometres,road-running,female,senior
332,31:08,,Tigist GEZAHAGN,12 MAR 2000,ETH,6,Lille (FRA),18 NOV 2023,1185,10-kilometres,road-running,female,senior
332,31:08,,Viola CHEPNGENO,19 SEP 2000,KEN,15,Valencia (ESP),14 JAN 2024,1185,10-kilometres,road-running,female,senior
332,31:08,,Nelvin JEPKEMBOI,23 AUG 2001,KEN,12,Valencia (ESP),12 JAN 2025,1185,10-kilometres,road-running,female,senior
341,31:09,,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,2,San Juan (PUR),28 FEB 2010,1185,10-kilometres,road-running,female,senior
341,31:09,,Joyce CHEPKIRUI,20 AUG 1988,KEN,2,San Juan (PUR),26 FEB 2012,1185,10-kilometres,road-running,female,senior
341,31:09,,Tirunesh DIBABA,01 JUN 1985,ETH,1,Manchester (GBR),18 MAY 2014,1185,10-kilometres,road-running,female,senior
341,31:09,,Caroline CHEPKEMOI,01 MAR 1993,KEN,2,Valenciennes (FRA),31 MAR 2019,1185,10-kilometres,road-running,female,senior
341,31:09,,Dorcas Jepchumba KIMELI,05 JUL 1997,KEN,1,Ottawa (CAN),25 MAY 2019,1185,10-kilometres,road-running,female,senior
341,31:09,,Lonah Chemtai SALPETER,12 DEC 1988,ISR,5,Valencia (ESP),12 JAN 2020,1185,10-kilometres,road-running,female,senior
341,31:09,,Betty Chepkemoi KIBET,03 APR 2000,KEN,4,Herzogenaurach (GER),12 SEP 2021,1185,10-kilometres,road-running,female,senior
341,31:09,,Rosemary WANJIRU,09 DEC 1994,KEN,5,Valencia (ESP),03 OCT 2021,1185,10-kilometres,road-running,female,senior
341,31:09,,Agnes Mwikali MUTUKU,15 DEC 2002,KEN,1,Okayama (JPN),17 DEC 2023,1185,10-kilometres,road-running,female,senior
350,31:10,,Asmae LEGHZAOUI,30 AUG 1976,MAR,1,"Cleveland, OH (USA)",22 MAY 2005,1184,10-kilometres,road-running,female,senior
350,31:10,,Joyce CHEPKIRUI,20 AUG 1988,KEN,3,Tilburg (NED),02 SEP 2012,1184,10-kilometres,road-running,female,senior
350,31:10,,Betsy SAINA,30 JUN 1988,KEN,2,"Boston, MA (USA)",22 JUN 2014,1184,10-kilometres,road-running,female,senior
350,31:10,,Bekelech GUDETA,11 OCT 1997,ETH,5,Herzogenaurach (GER),30 APR 2022,1184,10-kilometres,road-running,female,senior
350,31:10,,Judith KIYENG,10 DEC 1993,KEN,1,Lille (FRA),01 OCT 2022,1184,10-kilometres,road-running,female,senior
350,31:10,,Alem TSADIK,25 FEB 1998,ETH,4,Praha (CZE),02 SEP 2023,1184,10-kilometres,road-running,female,senior
350,31:10,,Sheila CHELANGAT,11 APR 1998,KEN,9,Castellón (ESP),25 FEB 2024,1184,10-kilometres,road-running,female,senior
350,31:10,,Judith KIYENG,10 DEC 1993,KEN,3,"Kings Park Athletics Stadium, Durban (RSA)",07 JUL 2024,1184,10-kilometres,road-running,female,senior
350,31:10,,Nadia BATTOCLETTI,12 APR 2000,ITA,1,Brussels-Leuven (BEL),13 APR 2025,1184,10-kilometres,road-running,female,senior
359,31:11,,Susan CHEPKEMEI,25 JUN 1975,KEN,1,Tilburg (NED),08 SEP 2002,1183,10-kilometres,road-running,female,senior
359,31:11,,Sutume Asefa KEBEDE,11 DEC 1994,ETH,3,Berlin (GER),11 OCT 2015,1183,10-kilometres,road-running,female,senior
359,31:11,,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,1,Houilles (FRA),18 DEC 2016,1183,10-kilometres,road-running,female,senior
359,31:11,,Susan KRUMINS,08 JUL 1986,NED,2,Schoorl (NED),10 FEB 2019,1183,10-kilometres,road-running,female,senior
359,31:11,,Agnes Mwikali MUTUKU,15 DEC 2002,KEN,1,Okayama (JPN),19 DEC 2021,1183,10-kilometres,road-running,female,senior
359,31:11,,Faith Kimutai JEPTOO,11 OCT 1991,KEN,2,Lille (FRA),20 MAR 2022,1183,10-kilometres,road-running,female,senior
359,31:11,,Sarah CHELANGAT,05 JUN 2001,UGA,6,Herzogenaurach (GER),30 APR 2022,1183,10-kilometres,road-running,female,senior
359,31:11,,Alemitu TARIKU,28 SEP 2000,ETH,5,Castellón (ESP),26 FEB 2023,1183,10-kilometres,road-running,female,senior
359,31:11,,Cintia CHEPNGENO,03 JUN 2000,KEN,9,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023,1183,10-kilometres,road-running,female,senior
359,31:11,,Lydia Cheptarus CHERUIYOT,27 JAN 2000,KEN,3,Langueux (FRA),17 JUN 2023,1183,10-kilometres,road-running,female,senior
359,31:11,,Gotytom GEBRESLASE,15 JAN 1995,ETH,3,Manchester (GBR),18 MAY 2025,1183,10-kilometres,road-running,female,senior
359,31:11,,Carla GALLARDO,09 FEB 1999,ESP,2,Laredo (ESP),24 MAY 2025,1183,10-kilometres,road-running,female,senior
371,31:12,,Mestawat TUFA,14 SEP 1983,ETH,2,San Juan (PUR),24 FEB 2008,1182,10-kilometres,road-running,female,senior
371,31:12,,Vivian Jepkemei CHERUIYOT,11 SEP 1983,KEN,1,San Juan (PUR),01 MAR 2009,1182,10-kilometres,road-running,female,senior
371,31:12,,Gete ALEMAYEHU,27 AUG 1998,ETH,1,Houilles (FRA),30 DEC 2018,1182,10-kilometres,road-running,female,senior
371,31:12,,Valary JEMELI,08 JUN 1991,KEN,2,Ottawa (CAN),25 MAY 2019,1182,10-kilometres,road-running,female,senior
371,31:12,,Ruth CHEPNGETICH,08 AUG 1994,KEN,2,Port Gentil (GAB),30 JUN 2019,1182,10-kilometres,road-running,female,senior
371,31:12,,Edna CHEPKEMOI,11 MAY 1996,KEN,3,Valenciennes (FRA),02 APR 2023,1182,10-kilometres,road-running,female,senior
371,31:12,,Glenrose XABA,31 DEC 1994,RSA,4,"Kings Park Athletics Stadium, Durban (RSA)",07 JUL 2024,1182,10-kilometres,road-running,female,senior
371,31:12,,Isobel BATT-DOYLE,14 SEP 1995,AUS,1,"Albert Park, Melbourne (AUS)",22 SEP 2024,1182,10-kilometres,road-running,female,senior
