rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
192,2:59.47,,Belgium,,BEL,3h2,"Olympic Stadium, London (GBR)",12 AUG 2017,1205,4x400-metres-relay,relays,male,senior
192,2:59.47,,Belgium,,BEL,1,"Olympiastadion, Berlin (GER)",11 AUG 2018,1205,4x400-metres-relay,relays,male,senior
194,2:59.48,,Florida,,INT,3f2,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1205,4x400-metres-relay,relays,male,senior
194,2:59.48,,Japan,,JPN,4h1,"Stade de France, Paris (FRA)",09 AUG 2024,1205,4x400-metres-relay,relays,male,senior
196,2:59.49,,Great Britain & NI,,GBR,1h3,"National Stadium, Tokyo (JPN)",31 AUG 1991,1205,4x400-metres-relay,relays,male,senior
196,2:59.49,,Belgium,,BEL,2,"Olympiastadion, München (GER)",20 AUG 2022,1205,4x400-metres-relay,relays,male,senior
198,2:59.50,,Colombia,,COL,4,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1205,4x400-metres-relay,relays,male,senior
199,2:59.51,,Cuba,,CUB,2,"Estadio Olímpico, Barcelona (ESP)",08 AUG 1992,1205,4x400-metres-relay,relays,male,senior
199,2:59.51,,Japan,,JPN,4,"Hayward Field, Eugene, OR (USA)",24 JUL 2022,1205,4x400-metres-relay,relays,male,senior
199,2:59.51,,UCLA,,INT,3sf3,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,1205,4x400-metres-relay,relays,male,senior
202,2:59.52,,United States,,USA,1h1,"Olympic Stadium, Montréal (CAN)",30 JUL 1976,1205,4x400-metres-relay,relays,male,senior
203,2:59.53,,Great Britain & NI,,GBR,4,"Olympic Stadium, London (GBR)",10 AUG 2012,1204,4x400-metres-relay,relays,male,senior
203,2:59.53,,Cuba,,CUB,6,"Estádio Olímpico, Rio de Janeiro (BRA)",20 AUG 2016,1204,4x400-metres-relay,relays,male,senior
203,2:59.53,,France,,FRA,1h2,"Stade de France, Paris (FRA)",09 AUG 2024,1204,4x400-metres-relay,relays,male,senior
206,2:59.54,,United States,,USA,1,"Indianapolis, IN (USA)",16 AUG 1987,1204,4x400-metres-relay,relays,male,senior
207,2:59.55,,United States,,USA,1h1,"National Stadium, Tokyo (JPN)",31 AUG 1991,1204,4x400-metres-relay,relays,male,senior
208,2:59.58,,Poland,,POL,4h1,"Estádio Olímpico, Rio de Janeiro (BRA)",19 AUG 2016,1204,4x400-metres-relay,relays,male,senior
209,2:59.59,,Louisiana State,,USA,1,"Sacramento, CA (USA)",11 JUN 2005,1204,4x400-metres-relay,relays,male,senior
210,2:59.60,,Jamaica,,JAM,2,"Stade de France, Paris-St-Denis (FRA)",31 AUG 2003,1203,4x400-metres-relay,relays,male,senior
210,2:59.60,,Texas A&M,,INT,1,"Eugene, OR (USA)",14 JUN 2014,1203,4x400-metres-relay,relays,male,senior
210,2:59.60,,Trinidad and Tobago,,TTO,1,"CIBC, Toronto (CAN)",25 JUL 2015,1203,4x400-metres-relay,relays,male,senior
210,2:59.60,,Florida,,INT,2,"Austin, TX (USA)",07 JUN 2019,1203,4x400-metres-relay,relays,male,senior
214,2:59.63,,Kenya,,KEN,3h2,"Estadio Olímpico, Barcelona (ESP)",07 AUG 1992,1203,4x400-metres-relay,relays,male,senior
214,2:59.63,,Georgia,,INT,3f2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",13 MAY 2023,1203,4x400-metres-relay,relays,male,senior
216,2:59.64,,Kenya,,KEN,2,"Estadio Olímpico, Ciudad de México (MEX)",20 OCT 1968,1203,4x400-metres-relay,relays,male,senior
216,2:59.64,,Bahamas,,BAH,2h2,"Estádio Olímpico, Rio de Janeiro (BRA)",19 AUG 2016,1203,4x400-metres-relay,relays,male,senior
216,2:59.64,,France,,FRA,3,"Olympiastadion, München (GER)",20 AUG 2022,1203,4x400-metres-relay,relays,male,senior
219,2:59.70,,Australia,,AUS,4,"Memorial Coliseum, Los Angeles, CA (USA)",11 AUG 1984,1202,4x400-metres-relay,relays,male,senior
219,2:59.70,,Portugal,,POR,5h2,"National Stadium, Tokyo (JPN)",20 SEP 2025,1202,4x400-metres-relay,relays,male,senior
221,2:59.71,,Cuba,,CUB,1,Ciudad de México (MEX),24 JUL 1988,1202,4x400-metres-relay,relays,male,senior
221,2:59.71,,Great Britain & NI,,GBR,1,"SGJ, Johannesburg (RSA)",13 SEP 1998,1202,4x400-metres-relay,relays,male,senior
221,2:59.71,,Poland,,POL,3,"Commonwealth Stadium, Edmonton (CAN)",12 AUG 2001,1202,4x400-metres-relay,relays,male,senior
221,2:59.71,,United States Blue,,USA,1,"Philadelphia, PA (USA)",26 APR 2008,1202,4x400-metres-relay,relays,male,senior
225,2:59.72,,Cuba,,CUB,2,"Indianapolis, IN (USA)",16 AUG 1987,1202,4x400-metres-relay,relays,male,senior
225,2:59.72,,Italy,,ITA,7,"Stade de France, Paris (FRA)",10 AUG 2024,1202,4x400-metres-relay,relays,male,senior
227,2:59.73,,Great Britain & NI,,GBR,3,"Estadio Olímpico, Barcelona (ESP)",08 AUG 1992,1201,4x400-metres-relay,relays,male,senior
227,2:59.73,,Bahamas,,BAH,1h1,"Olympiastadion, Helsinki (FIN)",13 AUG 2005,1201,4x400-metres-relay,relays,male,senior
227,2:59.73,,Florida,,USA,1f1,"Gainesville, FL (USA)",05 APR 2014,1201,4x400-metres-relay,relays,male,senior
227,2:59.73,,Tiger Olympians,,USA,1,"Mike A. Myers Stadium, Austin, TX (USA)",26 MAR 2022,1201,4x400-metres-relay,relays,male,senior
227,2:59.73,,Botswana,,BOT,14,"The Bahamas National Stadium, Nassau (BAH)",04 MAY 2024,1201,4x400-metres-relay,relays,male,senior
227,2:59.73,,Australia,,AUS,22,"Tianhe Sports Center, Guangzhou (CHN)",11 MAY 2025,1201,4x400-metres-relay,relays,male,senior
233,2:59.74,,Japan,,JPN,6h2,"National Stadium, Tokyo (JPN)",20 SEP 2025,1201,4x400-metres-relay,relays,male,senior
234,2:59.75,,Jamaica,,JAM,2h1,"Olympiastadion, Helsinki (FIN)",13 AUG 2005,1201,4x400-metres-relay,relays,male,senior
234,2:59.75,,Jamaica,,JAM,1,"The Bahamas National Stadium, Nassau (BAH)",16 JUN 2024,1201,4x400-metres-relay,relays,male,senior
236,2:59.76,,Gainesville Elite,,USA,2f1,"Gainesville, FL (USA)",05 APR 2014,1201,4x400-metres-relay,relays,male,senior
236,2:59.76,,South Africa,,RSA,24,"The Bahamas National Stadium, Nassau (BAH)",04 MAY 2024,1201,4x400-metres-relay,relays,male,senior
238,2:59.77,,Americas,,INT,2,"SGJ, Johannesburg (RSA)",13 SEP 1998,1201,4x400-metres-relay,relays,male,senior
239,2:59.78,,Jamaica,,JAM,2,"Philadelphia, PA (USA)",28 APR 2001,1201,4x400-metres-relay,relays,male,senior
239,2:59.78,,United States Red,,USA,1,"Philadelphia, PA (USA)",25 APR 2009,1201,4x400-metres-relay,relays,male,senior
239,2:59.78,,United States,,USA,1,London (GBR),15 JUL 2018,1201,4x400-metres-relay,relays,male,senior
239,2:59.78,,Clemson,,INT,2sf1,"Mike A. Myers Stadium, Austin, TX (USA)",07 JUN 2023,1201,4x400-metres-relay,relays,male,senior
243,2:59.80,,Cuba,,CUB,4h2,"National Stadium, Beijing (CHN)",29 AUG 2015,1200,4x400-metres-relay,relays,male,senior
244,2:59.82,,Kenya,,KEN,2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",22 AUG 1993,1200,4x400-metres-relay,relays,male,senior
244,2:59.82,,UCLA,,INT,3,"Mike A. Myers Stadium, Austin, TX (USA)",09 JUN 2023,1200,4x400-metres-relay,relays,male,senior
244,2:59.82,,Jamaica,,JAM,1h2,"Nemzeti Atlétikai Központ, Budapest (HUN)",26 AUG 2023,1200,4x400-metres-relay,relays,male,senior
247,2:59.83,,Kenya,,KEN,1,"Olympiastadion, München (GER)",10 SEP 1972,1200,4x400-metres-relay,relays,male,senior
248,2:59.84,,Great Britain & NI,,GBR,1,"Neckarstadion, Stuttgart (GER)",31 AUG 1986,1200,4x400-metres-relay,relays,male,senior
248,2:59.84,,USOC SOUTH,,USA,1,"Durham, NC (USA)",26 JUL 1987,1200,4x400-metres-relay,relays,male,senior
248,2:59.84,,Europe,,INT,2,"Poljud Stadion, Split (CRO)",05 SEP 2010,1200,4x400-metres-relay,relays,male,senior
248,2:59.84,,Cuba,,CUB,2,"CIBC, Toronto (CAN)",25 JUL 2015,1200,4x400-metres-relay,relays,male,senior
248,2:59.84,,Belgium,,BEL,1,"Stadio Olimpico, Roma (ITA)",12 JUN 2024,1200,4x400-metres-relay,relays,male,senior
248,2:59.84,,Belgium,,BEL,2h2,"Stade de France, Paris (FRA)",09 AUG 2024,1200,4x400-metres-relay,relays,male,senior
254,2:59.85,,Great Britain & NI,,GBR,1,Gateshead (GBR),19 AUG 1996,1199,4x400-metres-relay,relays,male,senior
254,2:59.85,,United States,,USA,1h2,"Luzhniki Stadion, Moskva (RUS)",15 AUG 2013,1199,4x400-metres-relay,relays,male,senior
254,2:59.85,,Poland,,POL,2,"Letzigrund, Zürich (SUI)",17 AUG 2014,1199,4x400-metres-relay,relays,male,senior
257,2:59.86,,German Democratic Republic,,GDR,1,Erfurt (GER),23 JUN 1985,1199,4x400-metres-relay,relays,male,senior
257,2:59.86,,USOC NORTH,,USA,2,"Durham, NC (USA)",26 JUL 1987,1199,4x400-metres-relay,relays,male,senior
257,2:59.86,,USA White,,USA,1,"Austin, TX (USA)",08 APR 2006,1199,4x400-metres-relay,relays,male,senior
260,2:59.87,,South Africa,,RSA,2,"DS, Daegu (KOR)",02 SEP 2011,1199,4x400-metres-relay,relays,male,senior
260,2:59.87,,Jamaica Green,,JAM,1,"National Stadium, Kingston (JAM)",30 JUN 2024,1199,4x400-metres-relay,relays,male,senior
262,2:59.88,,Jamaica,,JAM,2,"Ullevi Stadium, Göteborg (SWE)",13 AUG 1995,1199,4x400-metres-relay,relays,male,senior
262,2:59.88,,Bahamas,,BAH,2h2,"National Stadium, Beijing (CHN)",22 AUG 2008,1199,4x400-metres-relay,relays,male,senior
262,2:59.88,,Jamaica,,JAM,2,"Luzhniki Stadion, Moskva (RUS)",16 AUG 2013,1199,4x400-metres-relay,relays,male,senior
265,2:59.89,,France,,FRA,3,"Letzigrund, Zürich (SUI)",17 AUG 2014,1199,4x400-metres-relay,relays,male,senior
265,2:59.89,,United States,,USA,1h1,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1199,4x400-metres-relay,relays,male,senior
267,2:59.91,,USOC SOUTH,,USA,1,"Colorado Springs, CO (USA)",03 JUL 1983,1199,4x400-metres-relay,relays,male,senior
267,2:59.91,,UCLA,,USA,1,"Eugene, OR (USA)",04 JUN 1988,1199,4x400-metres-relay,relays,male,senior
267,2:59.91,,Poland,,POL,1sf2,"Olympic Stadium, Athina (GRE)",09 AUG 1997,1199,4x400-metres-relay,relays,male,senior
267,2:59.91,,Texas A&M,,USA,2,"Eugene, OR (USA)",08 JUN 2018,1199,4x400-metres-relay,relays,male,senior
271,2:59.92,,India,,IND,5,"Nemzeti Atlétikai Központ, Budapest (HUN)",27 AUG 2023,1198,4x400-metres-relay,relays,male,senior
272,2:59.93,,Kentucky,,INT,2f2,"Ole Miss T&F Complex, Oxford, MS (USA)",14 MAY 2022,1198,4x400-metres-relay,relays,male,senior
273,2:59.95,,Yugoslavia,,YUG,2h3,"National Stadium, Tokyo (JPN)",31 AUG 1991,1198,4x400-metres-relay,relays,male,senior
273,2:59.95,,Georgia Tech,,USA,1,"Austin, TX (USA)",06 JUN 1992,1198,4x400-metres-relay,relays,male,senior
273,2:59.95,,Botswana,,BOT,5h2,"National Stadium, Beijing (CHN)",29 AUG 2015,1198,4x400-metres-relay,relays,male,senior
273,2:59.95,,Texas A&M,,USA,1sf1,"Eugene, OR (USA)",07 JUN 2017,1198,4x400-metres-relay,relays,male,senior
273,2:59.95,,Texas A&M,,USA,1sf1,"Eugene, OR (USA)",07 JUN 2017,1198,4x400-metres-relay,relays,male,senior
273,2:59.95,,United States,,USA,11,"The Bahamas National Stadium, Nassau (BAH)",05 MAY 2024,1198,4x400-metres-relay,relays,male,senior
279,2:59.96,,Federal Republic of Germany,,FRG,4,"Stadio Olimpico, Roma (ITA)",06 SEP 1987,1198,4x400-metres-relay,relays,male,senior
280,2:59.98,,Jamaica,,JAM,2h2,"Olympic Stadium, Athina (GRE)",09 AUG 1997,1197,4x400-metres-relay,relays,male,senior
280,2:59.98,,United States,,USA,1h1,"National Stadium, Beijing (CHN)",22 AUG 2008,1197,4x400-metres-relay,relays,male,senior
280,2:59.98,,Texas A&M,,USA,1,"Eugene, OR (USA)",09 JUN 2017,1197,4x400-metres-relay,relays,male,senior
280,2:59.98,,Texas A&M,,USA,1,"Eugene, OR (USA)",09 JUN 2017,1197,4x400-metres-relay,relays,male,senior
280,2:59.98,,USC,,USA,2,"Hayward Field, Eugene, OR (USA)",10 JUN 2022,1197,4x400-metres-relay,relays,male,senior
285,2:59.99,,Germany,,GER,3,"Gottlieb-Daimler Stadion, Stuttgart (GER)",22 AUG 1993,1197,4x400-metres-relay,relays,male,senior
285,2:59.99,,Florida State,,INT,1,"Fayetteville, AR (USA)",13 JUN 2009,1197,4x400-metres-relay,relays,male,senior
287,3:00.00,,South Africa,,RSA,11,"Tianhe Sports Center, Guangzhou (CHN)",10 MAY 2025,1197,4x400-metres-relay,relays,male,senior
288,3:00.01,,Jamaica,,JAM,2h1,"National Stadium, Tokyo (JPN)",31 AUG 1991,1197,4x400-metres-relay,relays,male,senior
289,3:00.02,,Australia,,AUS,5,"National Stadium, Beijing (CHN)",23 AUG 2008,1197,4x400-metres-relay,relays,male,senior
289,3:00.02,,Florida,,USA,1,"Des Moines, IA (USA)",09 JUN 2012,1197,4x400-metres-relay,relays,male,senior
289,3:00.02,,Africa,,INT,1,"Le Grand Stade, Marrakech (MAR)",14 SEP 2014,1197,4x400-metres-relay,relays,male,senior
292,3:00.03,,Trinidad and Tobago,,TTO,5,"Hayward Field, Eugene, OR (USA)",24 JUL 2022,1197,4x400-metres-relay,relays,male,senior
293,3:00.04,,Waco All-Stars,,INT,2,"Austin, TX (USA)",08 APR 2006,1197,4x400-metres-relay,relays,male,senior
293,3:00.04,,United States Blue,,USA,2,"Philadelphia, PA (USA)",28 APR 2007,1197,4x400-metres-relay,relays,male,senior
293,3:00.04,,Baylor,,USA,1,"Sacramento, CA (USA)",09 JUN 2007,1197,4x400-metres-relay,relays,male,senior
293,3:00.04,,Belgium,,BEL,4,"Olympic Stadium, London (GBR)",13 AUG 2017,1197,4x400-metres-relay,relays,male,senior
297,3:00.05,,Jamaica,,JAM,1h2,Winnipeg (CAN),28 JUL 1999,1196,4x400-metres-relay,relays,male,senior
297,3:00.05,,Poland,,POL,3,"Yanmar Stadium Nagai, Osaka (JPN)",02 SEP 2007,1196,4x400-metres-relay,relays,male,senior
297,3:00.05,,France,,FRA,2h2,"Nemzeti Atlétikai Központ, Budapest (HUN)",26 AUG 2023,1196,4x400-metres-relay,relays,male,senior
300,3:00.07,,German Democratic Republic,,GDR,1,Erfurt (GER),01 JUN 1984,1196,4x400-metres-relay,relays,male,senior
300,3:00.07,,United States,,USA,1,San José (CRC),09 AUG 2015,1196,4x400-metres-relay,relays,male,senior
300,3:00.07,,Houston,,USA,3,"Austin, TX (USA)",07 JUN 2019,1196,4x400-metres-relay,relays,male,senior
300,3:00.07,,Hurdle Mechanic,,USA,2,"Mike A. Myers Stadium, Austin, TX (USA)",26 MAR 2022,1196,4x400-metres-relay,relays,male,senior
304,3:00.08,,Zambia,,ZAM,5h1,"Stade de France, Paris (FRA)",09 AUG 2024,1196,4x400-metres-relay,relays,male,senior
305,3:00.09,,France,,FRA,4,"Gottlieb-Daimler Stadion, Stuttgart (GER)",22 AUG 1993,1196,4x400-metres-relay,relays,male,senior
305,3:00.09,,United States Red,,USA,1,"Philadelphia, PA (USA)",29 APR 2006,1196,4x400-metres-relay,relays,male,senior
305,3:00.09,,Jamaica,,JAM,3h2,"National Stadium, Beijing (CHN)",22 AUG 2008,1196,4x400-metres-relay,relays,male,senior
305,3:00.09,,Belgium,,BEL,12,"The Bahamas National Stadium, Nassau (BAH)",04 MAY 2024,1196,4x400-metres-relay,relays,male,senior
309,3:00.10,,Jamaica,,JAM,3,"National Stadium, Tokyo (JPN)",01 SEP 1991,1196,4x400-metres-relay,relays,male,senior
309,3:00.10,,Jamaica,,JAM,3,"DS, Daegu (KOR)",02 SEP 2011,1196,4x400-metres-relay,relays,male,senior
309,3:00.10,,Europe,,INT,2,"Le Grand Stade, Marrakech (MAR)",14 SEP 2014,1196,4x400-metres-relay,relays,male,senior
309,3:00.10,,Great Britain & NI,,GBR,4h2,"Olympic Stadium, London (GBR)",12 AUG 2017,1196,4x400-metres-relay,relays,male,senior
313,3:00.11,,United States,,USA,1,"Olympic Stadium, Athina (GRE)",17 SEP 2006,1195,4x400-metres-relay,relays,male,senior
314,3:00.13,,United States Blue,,USA,2,"Philadelphia, PA (USA)",29 APR 2006,1195,4x400-metres-relay,relays,male,senior
315,3:00.14,,Americas,,INT,2,"Olympic Stadium, Athina (GRE)",17 SEP 2006,1195,4x400-metres-relay,relays,male,senior
315,3:00.14,,Iowa,,INT,4,"Austin, TX (USA)",07 JUN 2019,1195,4x400-metres-relay,relays,male,senior
315,3:00.14,,Botswana,,BOT,6,"Hayward Field, Eugene, OR (USA)",24 JUL 2022,1195,4x400-metres-relay,relays,male,senior
315,3:00.14,,Italy,,ITA,3h2,"Nemzeti Atlétikai Központ, Budapest (HUN)",26 AUG 2023,1195,4x400-metres-relay,relays,male,senior
319,3:00.15,,United States Red,,USA,1f2,"Philadelphia, PA (USA)",28 APR 2012,1195,4x400-metres-relay,relays,male,senior
319,3:00.15,,Dominican Republic,,DOM,6h2,"National Stadium, Beijing (CHN)",29 AUG 2015,1195,4x400-metres-relay,relays,male,senior
319,3:00.15,,Qatar,,QAT,2h1,"National Stadium, Tokyo (JPN)",20 SEP 2025,1195,4x400-metres-relay,relays,male,senior
322,3:00.16,,Soviet Union,,URS,1,Moskva (URS),18 AUG 1984,1195,4x400-metres-relay,relays,male,senior
322,3:00.16,,Cuba,,CUB,3h2,"Estádio Olímpico, Rio de Janeiro (BRA)",19 AUG 2016,1195,4x400-metres-relay,relays,male,senior
324,3:00.17,,Federal Republic of Germany,,FRG,2,"Neckarstadion, Stuttgart (GER)",31 AUG 1986,1195,4x400-metres-relay,relays,male,senior
324,3:00.17,,Germany,,GER,3h1,"National Stadium, Tokyo (JPN)",31 AUG 1991,1195,4x400-metres-relay,relays,male,senior
324,3:00.17,,Alabama,,USA,3,"Hayward Field, Eugene, OR (USA)",10 JUN 2022,1195,4x400-metres-relay,relays,male,senior
327,3:00.19,,United States,,USA,1sf1,"Memorial Coliseum, Los Angeles, CA (USA)",11 AUG 1984,1194,4x400-metres-relay,relays,male,senior
327,3:00.19,,Butch Reynolds All-Stars,,USA,1,"New York, NY (USA)",22 JUL 1989,1194,4x400-metres-relay,relays,male,senior
327,3:00.19,,Great Britain & NI,,GBR,1sf1,"Olympic Stadium, Athina (GRE)",09 AUG 1997,1194,4x400-metres-relay,relays,male,senior
330,3:00.20,,South Africa,,RSA,3,"La Cartuja, Sevilla (ESP)",29 AUG 1999,1194,4x400-metres-relay,relays,male,senior
331,3:00.21,,Kenya,,KEN,3h3,"National Stadium, Tokyo (JPN)",31 AUG 1991,1194,4x400-metres-relay,relays,male,senior
331,3:00.21,,United States,,USA,3,"CIBC, Toronto (CAN)",25 JUL 2015,1194,4x400-metres-relay,relays,male,senior
333,3:00.22,,Africa,,INT,3,"Olympic Stadium, Montréal (CAN)",26 AUG 1979,1194,4x400-metres-relay,relays,male,senior
333,3:00.22,,Baylor,,USA,1,"Des Moines, IA (USA)",14 JUN 2008,1194,4x400-metres-relay,relays,male,senior
335,3:00.23,,Jamaica,,JAM,4f1,"T. Robinson Stadium, Nassau (BAH)",03 MAY 2015,1194,4x400-metres-relay,relays,male,senior
335,3:00.23,,North Carolina A&T,,USA,1,"Mike A. Myers Stadium, Austin, TX (USA)",27 MAR 2021,1194,4x400-metres-relay,relays,male,senior
335,3:00.23,,Netherlands,,NED,4h2,"Nemzeti Atlétikai Központ, Budapest (HUN)",26 AUG 2023,1194,4x400-metres-relay,relays,male,senior
335,3:00.23,,Netherlands,,NED,3h1,"National Stadium, Tokyo (JPN)",20 SEP 2025,1194,4x400-metres-relay,relays,male,senior
339,3:00.24,,Belgium,,BEL,5,"National Stadium, Beijing (CHN)",30 AUG 2015,1193,4x400-metres-relay,relays,male,senior
340,3:00.25,,Germany,,GER,3sf1,"Ullevi Stadium, Göteborg (SWE)",12 AUG 1995,1193,4x400-metres-relay,relays,male,senior
340,3:00.25,,India,,IND,4h2,"National Stadium, Tokyo (JPN)",06 AUG 2021,1193,4x400-metres-relay,relays,male,senior
342,3:00.26,,Poland,,POL,3,"Olympic Stadium, Athina (GRE)",10 AUG 1997,1193,4x400-metres-relay,relays,male,senior
342,3:00.26,,South Africa,,RSA,4,"Olympic Stadium, Athina (GRE)",10 AUG 1997,1193,4x400-metres-relay,relays,male,senior
342,3:00.26,,Italy,,ITA,3h2,"Stade de France, Paris (FRA)",09 AUG 2024,1193,4x400-metres-relay,relays,male,senior
345,3:00.29,,Bahamas,,BAH,2,"Philadelphia, PA (USA)",25 APR 2009,1193,4x400-metres-relay,relays,male,senior
345,3:00.29,,Germany,,GER,6h1,"Stade de France, Paris (FRA)",09 AUG 2024,1193,4x400-metres-relay,relays,male,senior
345,3:00.29,,Qatar,,QAT,32,"Tianhe Sports Center, Guangzhou (CHN)",11 MAY 2025,1193,4x400-metres-relay,relays,male,senior
348,3:00.30,,Jamaica,,JAM,2,"Olympic Stadium, Seoul (KOR)",01 OCT 1988,1192,4x400-metres-relay,relays,male,senior
348,3:00.30,,Bahamas,,BAH,1h3,"T. Robinson Stadium, Nassau (BAH)",24 MAY 2014,1192,4x400-metres-relay,relays,male,senior
348,3:00.30,,France,,FRA,14,"Tianhe Sports Center, Guangzhou (CHN)",10 MAY 2025,1192,4x400-metres-relay,relays,male,senior
351,3:00.31,,Florida,,USA,1f1,"Gainesville, FL (USA)",03 APR 2010,1192,4x400-metres-relay,relays,male,senior
351,3:00.31,,Texas,,INT,1sf1,"Hayward Field, Eugene, OR (USA)",08 JUN 2022,1192,4x400-metres-relay,relays,male,senior
353,3:00.32,,Yugoslavia,,YUG,4,"National Stadium, Tokyo (JPN)",01 SEP 1991,1192,4x400-metres-relay,relays,male,senior
353,3:00.32,,Poland,,POL,6,"National Stadium, Beijing (CHN)",23 AUG 2008,1192,4x400-metres-relay,relays,male,senior
353,3:00.32,,Great Britain & NI,,GBR,4f1,"T. Robinson Stadium, Nassau (BAH)",25 MAY 2014,1192,4x400-metres-relay,relays,male,senior
356,3:00.33,,United States U20,,USA,1,Trujillo (PER),23 JUL 2017,1192,4x400-metres-relay,relays,male,senior
356,3:00.33,,Belgium,,BEL,5h2,"Nemzeti Atlétikai Központ, Budapest (HUN)",26 AUG 2023,1192,4x400-metres-relay,relays,male,senior
358,3:00.34,,Kenya,,KEN,5,"National Stadium, Tokyo (JPN)",01 SEP 1991,1192,4x400-metres-relay,relays,male,senior
358,3:00.34,,Bahamas,,BAH,4,"CIBC, Toronto (CAN)",25 JUL 2015,1192,4x400-metres-relay,relays,male,senior
358,3:00.34,,Kenya,,KEN,1,Brazzaville (CGO),17 SEP 2015,1192,4x400-metres-relay,relays,male,senior
361,3:00.36,,Great Britain & NI,,GBR,2,"Olympiastadion, Berlin (GER)",11 AUG 2018,1192,4x400-metres-relay,relays,male,senior
362,3:00.37,,Bahamas,,BAH,1h1,"Yanmar Stadium Nagai, Osaka (JPN)",01 SEP 2007,1191,4x400-metres-relay,relays,male,senior
363,3:00.38,,Poland,,POL,3h1,"Olympiastadion, Helsinki (FIN)",13 AUG 2005,1191,4x400-metres-relay,relays,male,senior
363,3:00.38,,Great Britain & NI,,GBR,4h1,"DS, Daegu (KOR)",01 SEP 2011,1191,4x400-metres-relay,relays,male,senior
363,3:00.38,,Trinidad and Tobago,,TTO,1h1,"Olympic Stadium, London (GBR)",09 AUG 2012,1191,4x400-metres-relay,relays,male,senior
363,3:00.38,,Great Britain & NI,,GBR,2h1,"Olympic Stadium, London (GBR)",09 AUG 2012,1191,4x400-metres-relay,relays,male,senior
363,3:00.38,,Louisiana State,,INT,1f2,"Baton Rouge, LA (USA)",23 APR 2016,1191,4x400-metres-relay,relays,male,senior
363,3:00.38,,Texas A&M,,INT,4f2,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1191,4x400-metres-relay,relays,male,senior
369,3:00.39,,Nigeria,,NGR,4h2,"Estadio Olímpico, Barcelona (ESP)",07 AUG 1992,1191,4x400-metres-relay,relays,male,senior
369,3:00.39,,Japan,,JPN,5h1,"Nemzeti Atlétikai Központ, Budapest (HUN)",26 AUG 2023,1191,4x400-metres-relay,relays,male,senior
371,3:00.40,,United States,,USA,1,Fukuoka (JPN),03 SEP 1995,1191,4x400-metres-relay,relays,male,senior
371,3:00.40,,England,,GBR,1,Manchester (GBR),31 JUL 2002,1191,4x400-metres-relay,relays,male,senior
371,3:00.40,,Netherlands,,NED,6,"Nemzeti Atlétikai Központ, Budapest (HUN)",27 AUG 2023,1191,4x400-metres-relay,relays,male,senior
374,3:00.41,,Wales,,GBR,2,Manchester (GBR),31 JUL 2002,1191,4x400-metres-relay,relays,male,senior
374,3:00.41,,Belgium,,BEL,4,"DS, Daegu (KOR)",02 SEP 2011,1191,4x400-metres-relay,relays,male,senior
374,3:00.41,,Jamaica,,JAM,1h1,"Luzhniki Stadion, Moskva (RUS)",15 AUG 2013,1191,4x400-metres-relay,relays,male,senior
377,3:00.42,,Florida,,USA,2,"Eugene, OR (USA)",14 JUN 2014,1191,4x400-metres-relay,relays,male,senior
377,3:00.42,,Alabama,,USA,2sf1,"Hayward Field, Eugene, OR (USA)",08 JUN 2022,1191,4x400-metres-relay,relays,male,senior
377,3:00.42,,South Florida,,INT,1,"Hayward Field, Eugene, OR (USA)",13 JUN 2025,1191,4x400-metres-relay,relays,male,senior
380,3:00.43,,Cuba,,CUB,1,Barquisimeto (VEN),10 JUN 2012,1190,4x400-metres-relay,relays,male,senior
380,3:00.43,,Brazil,,BRA,4h2,"Estádio Olímpico, Rio de Janeiro (BRA)",19 AUG 2016,1190,4x400-metres-relay,relays,male,senior
382,3:00.44,,Russia,,RUS,5,"Gottlieb-Daimler Stadion, Stuttgart (GER)",22 AUG 1993,1190,4x400-metres-relay,relays,male,senior
382,3:00.44,,Jamaica,,JAM,3,"Philadelphia, PA (USA)",28 APR 2007,1190,4x400-metres-relay,relays,male,senior
382,3:00.44,,Dominican Republic,,DOM,2,Guadalajara (MEX),28 OCT 2011,1190,4x400-metres-relay,relays,male,senior
385,3:00.45,,Texas A&M,,INT,1f2,"Austin, TX (USA)",09 APR 2011,1190,4x400-metres-relay,relays,male,senior
385,3:00.45,,Trinidad and Tobago,,TTO,1,Port-of-Spain (TTO),24 JUN 2012,1190,4x400-metres-relay,relays,male,senior
387,3:00.46,,Great Britain & NI,,GBR,2,"Olympiastadion, München (GER)",10 SEP 1972,1190,4x400-metres-relay,relays,male,senior
387,3:00.46,,Cuba,,CUB,6,"Gottlieb-Daimler Stadion, Stuttgart (GER)",22 AUG 1993,1190,4x400-metres-relay,relays,male,senior
387,3:00.46,,England,,GBR,1,"Hampden Park, Glasgow (GBR)",02 AUG 2014,1190,4x400-metres-relay,relays,male,senior
