rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
213,2:11.51,,Hungary U18,,HUN,2h1,"Olimpiai Sportpark, Győr (HUN)",07 JUL 2018,,medley-relay,relays,female,u18
213,2:11.51,,Estonia U18,,EST,4h1,"Givat Ram Stadium, Jerusalem (ISR)",06 JUL 2022,,medley-relay,relays,female,u18
215,2:11.53,,Croatia U18,,CRO,2h1,"Atletski stadion Poljane, Maribor (SLO)",28 JUL 2023,,medley-relay,relays,female,u18
216,2:11.59,,Hungary U18,,HUN,3,"Štadión SNP, Banská Bystrica (SVK)",30 JUL 2022,,medley-relay,relays,female,u18
217,2:11.66,,New Zealand U18,,NZL,7,Debrecen (HUN),15 JUL 2001,,medley-relay,relays,female,u18
218,2:11.67,,Italy U18,,ITA,3h2,"Bressanone, Trentino-Alto Adige (ITA)",11 JUL 2009,,medley-relay,relays,female,u18
219,2:11.68,,Italy U18,,ITA,3h3,"New District Stadium, Tbilisi (GEO)",16 JUL 2016,,medley-relay,relays,female,u18
220,2:11.70,,Japan U18,,JPN,2h1,Ostrava (CZE),14 JUL 2007,,medley-relay,relays,female,u18
221,2:11.72,,Japan U18,,JPN,4f1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",18 JUL 1999,,medley-relay,relays,female,u18
221,2:11.72,,Czech Republic U18,,CZE,4,"Štadión SNP, Banská Bystrica (SVK)",30 JUL 2022,,medley-relay,relays,female,u18
223,2:11.77,,France U18,,FRA,5h3,Lille (FRA),09 JUL 2011,,medley-relay,relays,female,u18
223,2:11.77,,Slovak Republic U18,,SVK,4,Brno (CZE),11 JUN 2016,,medley-relay,relays,female,u18
225,2:11.79,,Ukraine U18,,UKR,3h1,Ostrava (CZE),14 JUL 2007,,medley-relay,relays,female,u18
225,2:11.79,,Ireland U18,,IRL,4h2,"Atletski stadion Poljane, Maribor (SLO)",28 JUL 2023,,medley-relay,relays,female,u18
227,2:11.80,,Serbia U18,,SRB,4h3,"Athletic track of National Arena Philip II, Skopje (MKD)",25 JUL 2025,,medley-relay,relays,female,u18
228,2:11.84,,Belarus U18,,BLR,2h2,Debrecen (HUN),14 JUL 2001,,medley-relay,relays,female,u18
229,2:11.87,,Germany U18,,GER,5h3,"Athletic track of National Arena Philip II, Skopje (MKD)",25 JUL 2025,,medley-relay,relays,female,u18
230,2:11.91,,Latvia U18,,LAT,2h1,"Athletic track of National Arena Philip II, Skopje (MKD)",25 JUL 2025,,medley-relay,relays,female,u18
231,2:11.95,,Slovak Republic U18,,SVK,3h1,"Atletski stadion Poljane, Maribor (SLO)",28 JUL 2023,,medley-relay,relays,female,u18
232,2:11.97,,Ukraine U18,,UKR,3h1,"Olimpiai Sportpark, Győr (HUN)",07 JUL 2018,,medley-relay,relays,female,u18
232,2:11.97,,Croatia U18,,CRO,8,"Atletski stadion Poljane, Maribor (SLO)",29 JUL 2023,,medley-relay,relays,female,u18
234,2:11.99,,Hungary U18,,HUN,4h1,"Atletski stadion Poljane, Maribor (SLO)",28 JUL 2023,,medley-relay,relays,female,u18
235,2:12.00,,Spain U18,,ESP,5h2,Lille (FRA),09 JUL 2011,,medley-relay,relays,female,u18
235,2:12.00,,Ukraine U18,,UKR,3h1,"Athletic track of National Arena Philip II, Skopje (MKD)",25 JUL 2025,,medley-relay,relays,female,u18
235,2:12.00,,Finland U18,,FIN,5h2,"Athletic track of National Arena Philip II, Skopje (MKD)",25 JUL 2025,,medley-relay,relays,female,u18
238,2:12.03,,Türkiye U18,,TUR,5h3,Banská Bystrica (SVK),20 JUL 2024,,medley-relay,relays,female,u18
239,2:12.05,,Hungary U18,,HUN,5h3,Ostrava (CZE),14 JUL 2007,,medley-relay,relays,female,u18
240,2:12.08,,Czech Republic U18,,CZE,1h2,"Olimpiai Sportpark, Győr (HUN)",07 JUL 2018,,medley-relay,relays,female,u18
241,2:12.10,,Norway U18,,NOR,2h2,"New District Stadium, Tbilisi (GEO)",16 JUL 2016,,medley-relay,relays,female,u18
242,2:12.13,,Brazil U18,,BRA,5f1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",18 JUL 1999,,medley-relay,relays,female,u18
242,2:12.13,,Slovenia U18,,SLO,5f1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",18 JUL 1999,,medley-relay,relays,female,u18
244,2:12.17,,Serbia U18,,SRB,5h1,"Givat Ram Stadium, Jerusalem (ISR)",06 JUL 2022,,medley-relay,relays,female,u18
245,2:12.18,,India U18,,IND,1,Al-Kuwait (KUW),16 OCT 2022,,medley-relay,relays,female,u18
246,2:12.19,,Ukraine U18,,UKR,1h1,"New District Stadium, Tbilisi (GEO)",16 JUL 2016,,medley-relay,relays,female,u18
246,2:12.19,,France U18,,FRA,7,Baku (AZE),27 JUL 2019,,medley-relay,relays,female,u18
248,2:12.21,,Sverdlovsk Region U18,,RUS,1,Chelyabinsk (RUS),23 JUN 2013,,medley-relay,relays,female,u18
249,2:12.28,,Canada U18,,CAN,2h3,Debrecen (HUN),14 JUL 2001,,medley-relay,relays,female,u18
250,2:12.29,,Ukraine U18,,UKR,2h2,Baku (AZE),26 JUL 2019,,medley-relay,relays,female,u18
251,2:12.31,,Romania U18,,ROU,2h3,"Olimpiai Sportpark, Győr (HUN)",07 JUL 2018,,medley-relay,relays,female,u18
251,2:12.31,,Poland U18,,POL,3,"Mestni stadion, Ptuj (SLO)",11 JUN 2023,,medley-relay,relays,female,u18
253,2:12.33,,Hungary U18,,HUN,6,"Olimpiai Sportpark, Győr (HUN)",08 JUL 2018,,medley-relay,relays,female,u18
253,2:12.33,,Poland U18,,POL,4h3,Baku (AZE),26 JUL 2019,,medley-relay,relays,female,u18
255,2:12.38,,Brazil U18,,BRA,6h3,Ostrava (CZE),14 JUL 2007,,medley-relay,relays,female,u18
256,2:12.39,,Morocco U18,,MAR,3h2,"Sidi Youssef Ben Ali, Marrakech (MAR)",16 JUL 2005,,medley-relay,relays,female,u18
256,2:12.39,,Kazakhstan U18,,KAZ,2,Tashkent (UZB),30 APR 2023,,medley-relay,relays,female,u18
258,2:12.41,,Italy U18,,ITA,1h3,"Štadión SNP, Banská Bystrica (SVK)",29 JUL 2022,,medley-relay,relays,female,u18
259,2:12.43,,Finland U18,,FIN,4h1,Baku (AZE),26 JUL 2019,,medley-relay,relays,female,u18
260,2:12.45,,Japan U18,,JPN,7f1,Ostrava (CZE),15 JUL 2007,,medley-relay,relays,female,u18
261,2:12.48,,Latvia U18,,LAT,8,"Athletic track of National Arena Philip II, Skopje (MKD)",26 JUL 2025,,medley-relay,relays,female,u18
262,2:12.52,,Spain U18,,ESP,3h1,"Sidi Youssef Ben Ali, Marrakech (MAR)",16 JUL 2005,,medley-relay,relays,female,u18
263,2:12.54,,Slovak Republic U18,,SVK,4h1,"Athletic track of National Arena Philip II, Skopje (MKD)",25 JUL 2025,,medley-relay,relays,female,u18
264,2:12.56,,Slovenia U18,,SLO,4h1,Banská Bystrica (SVK),20 JUL 2024,,medley-relay,relays,female,u18
265,2:12.62,,Greece U18,,GRE,3h3,"Givat Ram Stadium, Jerusalem (ISR)",06 JUL 2022,,medley-relay,relays,female,u18
266,2:12.66,,Bahamas U18,,BAH,6f1,Sherbrooke (CAN),13 JUL 2003,,medley-relay,relays,female,u18
267,2:12.68,,New Zealand U18,,NZL,3h3,Debrecen (HUN),14 JUL 2001,,medley-relay,relays,female,u18
267,2:12.68,,Serbia U18,,SRB,4h3,"Bressanone, Trentino-Alto Adige (ITA)",11 JUL 2009,,medley-relay,relays,female,u18
269,2:12.69,,Bahamas U18,,BAH,4h1,Sherbrooke (CAN),12 JUL 2003,,medley-relay,relays,female,u18
270,2:12.70,,Austria U18,,AUT,7,"Olimpiai Sportpark, Győr (HUN)",08 JUL 2018,,medley-relay,relays,female,u18
271,2:12.71,,Japan U18,,JPN,5h1,Sherbrooke (CAN),12 JUL 2003,,medley-relay,relays,female,u18
272,2:12.72,,Switzerland U18,,SUI,2h2,"Olimpiai Sportpark, Győr (HUN)",07 JUL 2018,,medley-relay,relays,female,u18
272,2:12.72,,Croatia U18,,CRO,6h3,Banská Bystrica (SVK),20 JUL 2024,,medley-relay,relays,female,u18
274,2:12.76,,Japan U18,,JPN,2h1,Debrecen (HUN),14 JUL 2001,,medley-relay,relays,female,u18
274,2:12.76,,"Hong Kong, China U18",,HKG,3,Tashkent (UZB),30 APR 2023,,medley-relay,relays,female,u18
276,2:12.77,,Slovenia U18,,SLO,6h2,"Athletic track of National Arena Philip II, Skopje (MKD)",25 JUL 2025,,medley-relay,relays,female,u18
277,2:12.83,,Ukraine U18,,UKR,1h2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",17 JUL 1999,,medley-relay,relays,female,u18
278,2:12.84,,Slovak Republic U18,,SVK,2,Budapest (HUN),04 JUL 2014,,medley-relay,relays,female,u18
279,2:12.85,,Morocco U18,,MAR,8f1,"Sidi Youssef Ben Ali, Marrakech (MAR)",17 JUL 2005,,medley-relay,relays,female,u18
280,2:12.87,,Romania U18,,ROU,7f1,"Givat Ram Stadium, Jerusalem (ISR)",07 JUL 2022,,medley-relay,relays,female,u18
281,2:12.89,,Canada U18,,CAN,4h1,"Sidi Youssef Ben Ali, Marrakech (MAR)",16 JUL 2005,,medley-relay,relays,female,u18
282,2:12.90,,Hunan Changsha Pilots Club,,CHN,2,"Shanxi Sports Center Stadium, Taiyuan (CHN)",16 AUG 2019,,medley-relay,relays,female,u18
283,2:12.93,,France U18,,FRA,5,"Štadión SNP, Banská Bystrica (SVK)",30 JUL 2022,,medley-relay,relays,female,u18
284,2:12.99,,Agram Zagreb U18,,CRO,,Čakovec (CRO),20 JUL 2008,,medley-relay,relays,female,u18
285,2:13.00,,New Zealand U18,,NZL,5h1,Donetsk (UKR),13 JUL 2013,,medley-relay,relays,female,u18
285,2:13.00,,Slovenia U18,,SLO,2h1,"New District Stadium, Tbilisi (GEO)",16 JUL 2016,,medley-relay,relays,female,u18
287,2:13.04,,Italy U18,,ITA,4h1,Ostrava (CZE),14 JUL 2007,,medley-relay,relays,female,u18
287,2:13.04,,Bahamas U18,,BAH,5h1,Ostrava (CZE),14 JUL 2007,,medley-relay,relays,female,u18
289,2:13.06,,Czech Republic U18,,CZE,1h2,"Štadión SNP, Banská Bystrica (SVK)",29 JUL 2022,,medley-relay,relays,female,u18
290,2:13.10,,Romania U18,,ROU,6,"Štadión SNP, Banská Bystrica (SVK)",30 JUL 2022,,medley-relay,relays,female,u18
290,2:13.10,,Turkey U18,,TUR,5h2,"Atletski stadion Poljane, Maribor (SLO)",28 JUL 2023,,medley-relay,relays,female,u18
292,2:13.11,,Ukraine U18,,UKR,5h1,Lille (FRA),09 JUL 2011,,medley-relay,relays,female,u18
292,2:13.11,,Portugal U18,,POR,5h1,Banská Bystrica (SVK),20 JUL 2024,,medley-relay,relays,female,u18
294,2:13.13,,Hungary U18,,HUN,1,Miskolc (HUN),16 JUN 2017,,medley-relay,relays,female,u18
295,2:13.17,,Slovenia U18,,SLO,6h2,Lille (FRA),09 JUL 2011,,medley-relay,relays,female,u18
295,2:13.17,,Switzerland U18,,SUI,5h1,"Atletski stadion Poljane, Maribor (SLO)",28 JUL 2023,,medley-relay,relays,female,u18
297,2:13.18,,Czech Republic U18,,CZE,1,Trnava (SVK),06 JUN 2015,,medley-relay,relays,female,u18
298,2:13.19,,Poland U18,,POL,2h2,"Štadión SNP, Banská Bystrica (SVK)",29 JUL 2022,,medley-relay,relays,female,u18
299,2:13.21,,Poland U18,,POL,3h2,Ostrava (CZE),14 JUL 2007,,medley-relay,relays,female,u18
300,2:13.22,,Naša atletika Bratislava,,SVK,2f1,"Štadión SNP, Banská Bystrica (SVK)",15 JUN 2025,,medley-relay,relays,female,u18
301,2:13.24,,Greece U18,,GRE,5h3,"Atletski stadion Poljane, Maribor (SLO)",28 JUL 2023,,medley-relay,relays,female,u18
302,2:13.26,,Austria U18,,AUT,3h3,"Olimpiai Sportpark, Győr (HUN)",07 JUL 2018,,medley-relay,relays,female,u18
302,2:13.26,,Hungary U18,,HUN,3,"Sports Stadium CESA VUT, Brno (CZE)",29 JUN 2025,,medley-relay,relays,female,u18
304,2:13.27,,Slovak Republic U18,,SVK,2,Hradec Králové (CZE),08 JUN 2013,,medley-relay,relays,female,u18
304,2:13.27,,Novosibirsk Region U18,,RUS,2,Chelyabinsk (RUS),23 JUN 2013,,medley-relay,relays,female,u18
304,2:13.27,,Slovak Republic U18,,SVK,3,"Štadión PFK, Piešťany (SVK)",05 JUL 2024,,medley-relay,relays,female,u18
307,2:13.36,,Enka Spor Istanbul U18,,TUR,1,"Denizli Geleneksel Spor Kompleksi, Denizli (TUR)",19 JUN 2022,,medley-relay,relays,female,u18
308,2:13.39,,Poland U18,,POL,3h2,"Olimpiai Sportpark, Győr (HUN)",07 JUL 2018,,medley-relay,relays,female,u18
309,2:13.43,,Hungary U18,,HUN,4h3,"Givat Ram Stadium, Jerusalem (ISR)",06 JUL 2022,,medley-relay,relays,female,u18
310,2:13.44,,South Africa U18,,RSA,3h2,Debrecen (HUN),14 JUL 2001,,medley-relay,relays,female,u18
311,2:13.45,,Lódzkie U18,,POL,1,"Akademicki Związek Sportowy, Łódź (POL)",12 JUN 2021,,medley-relay,relays,female,u18
311,2:13.45,,Spain U18,,ESP,7,"Štadión SNP, Banská Bystrica (SVK)",30 JUL 2022,,medley-relay,relays,female,u18
313,2:13.47,,Slovak Republic U18,,SVK,4h3,Donetsk (UKR),13 JUL 2013,,medley-relay,relays,female,u18
314,2:13.51,,Romania U18,,ROU,7h3,Banská Bystrica (SVK),20 JUL 2024,,medley-relay,relays,female,u18
315,2:13.54,,Slovenia U18,,SLO,2,Miskolc (HUN),16 JUN 2017,,medley-relay,relays,female,u18
316,2:13.55,,Finland U18,,FIN,8h3,Banská Bystrica (SVK),20 JUL 2024,,medley-relay,relays,female,u18
317,2:13.56,,India U18,,IND,4h2,"Sidi Youssef Ben Ali, Marrakech (MAR)",16 JUL 2005,,medley-relay,relays,female,u18
318,2:13.57,,Switzerland U18,,SUI,8,"Olimpiai Sportpark, Győr (HUN)",08 JUL 2018,,medley-relay,relays,female,u18
318,2:13.57,,PR of China U18,,CHN,4,Tashkent (UZB),30 APR 2023,,medley-relay,relays,female,u18
320,2:13.59,,"MLADOST I, Zagreb",,CRO,1f2,"Stadion SRC Mladost, Čakovec (CRO)",16 JUN 2024,,medley-relay,relays,female,u18
321,2:13.60,,Slovak Republic U18,,SVK,5h1,Baku (AZE),26 JUL 2019,,medley-relay,relays,female,u18
322,2:13.63,,Bahamas U18,,BAH,5h3,Donetsk (UKR),13 JUL 2013,,medley-relay,relays,female,u18
323,2:13.64,,Czech Republic U18,,CZE,3,Miskolc (HUN),16 JUN 2017,,medley-relay,relays,female,u18
323,2:13.64,,Ireland U18,,IRL,4h3,"Olimpiai Sportpark, Győr (HUN)",07 JUL 2018,,medley-relay,relays,female,u18
325,2:13.66,,Hungary U18,,HUN,2h3,"Štadión SNP, Banská Bystrica (SVK)",29 JUL 2022,,medley-relay,relays,female,u18
326,2:13.68,,Serbia and Montenegro U18,,SCG,4h3,"Sidi Youssef Ben Ali, Marrakech (MAR)",16 JUL 2005,,medley-relay,relays,female,u18
327,2:13.69,,Hungary U18,,HUN,8f1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",18 JUL 1999,,medley-relay,relays,female,u18
328,2:13.71,,Slovak Republic U18,,SVK,2,Trnava (SVK),06 JUN 2015,,medley-relay,relays,female,u18
329,2:13.75,,Sweden U18,,SWE,4h2,"Olimpiai Sportpark, Győr (HUN)",07 JUL 2018,,medley-relay,relays,female,u18
330,2:13.81,,Brazil U18,,BRA,2h2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",17 JUL 1999,,medley-relay,relays,female,u18
331,2:13.85,,Botswana U18,,BOT,6h1,Donetsk (UKR),13 JUL 2013,,medley-relay,relays,female,u18
332,2:13.88,,Kirovsk Region U18,,RUS,3,Chelyabinsk (RUS),23 JUN 2013,,medley-relay,relays,female,u18
333,2:13.90,,Enka Spor Istanbul U18,,TUR,1,Mersin (TUR),27 AUG 2021,,medley-relay,relays,female,u18
334,2:13.92,,Slovak Republic U18,,SVK,4,"Sports Stadium CESA VUT, Brno (CZE)",29 JUN 2025,,medley-relay,relays,female,u18
335,2:13.96,,Slovenia U18,,SLO,2h3,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",17 JUL 1999,,medley-relay,relays,female,u18
335,2:13.96,,Oceania U18,,INT,4,Singapore (SGP),23 AUG 2010,,medley-relay,relays,female,u18
337,2:13.99,,France U18,,FRA,3h1,"New District Stadium, Tbilisi (GEO)",16 JUL 2016,,medley-relay,relays,female,u18
338,2:14.06,,Finland U18,,FIN,5h2,"Olimpiai Sportpark, Győr (HUN)",07 JUL 2018,,medley-relay,relays,female,u18
338,2:14.06,,Denmark U18,,DEN,6h1,"Atletski stadion Poljane, Maribor (SLO)",28 JUL 2023,,medley-relay,relays,female,u18
340,2:14.09,,Slovenia U18,,SLO,6h3,Donetsk (UKR),13 JUL 2013,,medley-relay,relays,female,u18
340,2:14.09,,Lódzkie U18,,POL,1f1,"Akademicki Związek Sportowy, Łódź (POL)",03 OCT 2020,,medley-relay,relays,female,u18
342,2:14.10,,Switzerland U18,,SUI,4h2,"Givat Ram Stadium, Jerusalem (ISR)",06 JUL 2022,,medley-relay,relays,female,u18
343,2:14.12,,Romania U18,,ROU,1h1,"Štadión SNP, Banská Bystrica (SVK)",29 JUL 2022,,medley-relay,relays,female,u18
344,2:14.13,,Lódzkie U18,,POL,1,"Stadion 650-lecia, Słupsk (POL)",13 MAY 2023,,medley-relay,relays,female,u18
345,2:14.14,,Hubei Province Wuhan City Sports School Youth Sports Club,,CHN,3,"Shanxi Sports Center Stadium, Taiyuan (CHN)",16 AUG 2019,,medley-relay,relays,female,u18
346,2:14.17,,Czech Republic U18,,CZE,3h2,"New District Stadium, Tbilisi (GEO)",16 JUL 2016,,medley-relay,relays,female,u18
347,2:14.18,,Turkey U18,,TUR,5h2,"Givat Ram Stadium, Jerusalem (ISR)",06 JUL 2022,,medley-relay,relays,female,u18
347,2:14.18,,Slovenia U18,,SLO,4,"Mestni stadion, Ptuj (SLO)",11 JUN 2023,,medley-relay,relays,female,u18
349,2:14.20,,Austria U18,,AUT,6h2,"Atletski stadion Poljane, Maribor (SLO)",28 JUL 2023,,medley-relay,relays,female,u18
350,2:14.21,,Hungary U18,,HUN,3,Budapest (HUN),04 JUL 2014,,medley-relay,relays,female,u18
351,2:14.23,,Estonia U18,,EST,6h3,"Athletic track of National Arena Philip II, Skopje (MKD)",25 JUL 2025,,medley-relay,relays,female,u18
352,2:14.24,,Slovenia U18,,SLO,3,Trnava (SVK),06 JUN 2015,,medley-relay,relays,female,u18
353,2:14.25,,"Hongao Youth Sports Club in Wuhu City , Anhui Province",,CHN,4,"Shanxi Sports Center Stadium, Taiyuan (CHN)",16 AUG 2019,,medley-relay,relays,female,u18
354,2:14.26,,Luxembourg U18,,LUX,6h2,Banská Bystrica (SVK),20 JUL 2024,,medley-relay,relays,female,u18
355,2:14.31,,Volgogradskaya Region U18,,RUS,4,Chelyabinsk (RUS),23 JUN 2013,,medley-relay,relays,female,u18
356,2:14.37,,"AGRAM I , Zagreb",,CRO,1f2,"Stadion Branko Čavlović-Čavlek, Karlovac (CRO)",04 JUN 2023,,medley-relay,relays,female,u18
357,2:14.38,,Thailand U18,,THA,2,Al-Kuwait (KUW),16 OCT 2022,,medley-relay,relays,female,u18
358,2:14.40,,Belarus U18,,BLR,4h1,"Olimpiai Sportpark, Győr (HUN)",07 JUL 2018,,medley-relay,relays,female,u18
359,2:14.43,,Turkey U18,,TUR,3h2,Baku (AZE),26 JUL 2019,,medley-relay,relays,female,u18
360,2:14.44,,Czech Republic U18,,CZE,4h2,Debrecen (HUN),14 JUL 2001,,medley-relay,relays,female,u18
361,2:14.46,,Czech Republic U18,,CZE,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",29 JUN 2022,,medley-relay,relays,female,u18
362,2:14.47,,Romania U18,,ROU,7h2,"Athletic track of National Arena Philip II, Skopje (MKD)",25 JUL 2025,,medley-relay,relays,female,u18
363,2:14.52,,Croatia U18,,CRO,3h1,Debrecen (HUN),14 JUL 2001,,medley-relay,relays,female,u18
364,2:14.53,,Kazakhstan U18,,KAZ,5h3,"Bressanone, Trentino-Alto Adige (ITA)",11 JUL 2009,,medley-relay,relays,female,u18
364,2:14.53,,Tunisia U18,,TUN,,Algiers (ALG),21 MAY 2010,,medley-relay,relays,female,u18
366,2:14.54,,Ukraine U18,,UKR,3h2,Donetsk (UKR),13 JUL 2013,,medley-relay,relays,female,u18
366,2:14.54,,Austria U18,,AUT,8,"Štadión SNP, Banská Bystrica (SVK)",30 JUL 2022,,medley-relay,relays,female,u18
368,2:14.57,,Mexico U18,,MEX,3h2,Sherbrooke (CAN),12 JUL 2003,,medley-relay,relays,female,u18
368,2:14.57,,Sparta U18,,DEN,1,Hvidovre (DEN),22 AUG 2015,,medley-relay,relays,female,u18
370,2:14.61,,Italy U18,,ITA,4h2,Sherbrooke (CAN),12 JUL 2003,,medley-relay,relays,female,u18
370,2:14.61,,"AGRAM I , Zagreb",,CRO,2f2,"Stadion SRC Mladost, Čakovec (CRO)",16 JUN 2024,,medley-relay,relays,female,u18
372,2:14.70,,Hungary U18,,HUN,2,Trnava (SVK),13 JUL 2019,,medley-relay,relays,female,u18
373,2:14.71,,Hungary U18,,HUN,3h3,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",17 JUL 1999,,medley-relay,relays,female,u18
374,2:14.73,,Serbia U18,,SRB,5h3,"Olimpiai Sportpark, Győr (HUN)",07 JUL 2018,,medley-relay,relays,female,u18
375,2:14.74,,Luxembourg U18,,LUX,5h1,"Athletic track of National Arena Philip II, Skopje (MKD)",25 JUL 2025,,medley-relay,relays,female,u18
376,2:14.76,,France U18,,FRA,2h1,"Štadión SNP, Banská Bystrica (SVK)",29 JUL 2022,,medley-relay,relays,female,u18
377,2:14.79,,Austria U18,,AUT,5h3,"Givat Ram Stadium, Jerusalem (ISR)",06 JUL 2022,,medley-relay,relays,female,u18
377,2:14.79,,Śląskie U18,,POL,2,"Stadion 650-lecia, Słupsk (POL)",13 MAY 2023,,medley-relay,relays,female,u18
379,2:14.85,,Croatia U18,,CRO,6h3,"Givat Ram Stadium, Jerusalem (ISR)",06 JUL 2022,,medley-relay,relays,female,u18
380,2:14.87,,Dolnośląskie U18,,POL,2,"Akademicki Związek Sportowy, Łódź (POL)",12 JUN 2021,,medley-relay,relays,female,u18
381,2:14.88,,British Virgin Islands U18,,IVB,4h2,Ostrava (CZE),14 JUL 2007,,medley-relay,relays,female,u18
