rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
162,1:54.82,,United States U18,,USA,2h4,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-11,,medley-relay,relays,male,u18,medley-relay,track,114.82,ITA,,2009
163,1:54.85,,Nigeria U18,,NGR,3h4,Lille (FRA),2011-07-09,,medley-relay,relays,male,u18,medley-relay,track,114.85,FRA,,2011
164,1:54.88,,Germany U18,,GER,3h3,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,male,u18,medley-relay,track,114.88,SLO,,2023
165,1:54.90,,Canada U18,,CAN,3h4,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-11,,medley-relay,relays,male,u18,medley-relay,track,114.9,ITA,,2009
166,1:54.92,,Spain U18,,ESP,2h2,Debrecen (HUN),2001-07-14,,medley-relay,relays,male,u18,medley-relay,track,114.92,HUN,,2001
166,1:54.92,,Saudi Arabia U18,,KSA,3h2,Lille (FRA),2011-07-09,,medley-relay,relays,male,u18,medley-relay,track,114.92,FRA,,2011
168,1:54.93,,Japan U18,,JPN,3h1,Sherbrooke (CAN),2003-07-12,,medley-relay,relays,male,u18,medley-relay,track,114.93,CAN,,2003
168,1:54.93,,Croatia U18,,CRO,2h3,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,male,u18,medley-relay,track,114.93,SVK,,2024
170,1:54.95,,Czechia U18,,CZE,2h2,"Athletic track of National Arena Philip II, Skopje (MKD)",2025-07-25,,medley-relay,relays,male,u18,medley-relay,track,114.95,MKD,,2025
171,1:54.98,,Hungary U18,,HUN,1h2,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,male,u18,medley-relay,track,114.97999999999999,SLO,,2023
172,1:54.99,,Poland U18,,POL,4h1,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,male,u18,medley-relay,track,114.99000000000001,SLO,,2023
173,1:55.00,,Poland U18,,POL,1h2,"Olimpiai Sportpark, Győr (HUN)",2018-07-07,,medley-relay,relays,male,u18,medley-relay,track,115.0,HUN,,2018
173,1:55.00,,Hungary U18,,HUN,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",2022-06-29,,medley-relay,relays,male,u18,medley-relay,track,115.0,HUN,,2022
173,1:55.00,,India U18,,IND,1h1,"Prince Nayef Sports City, Qatif (KSA)",2025-04-17,,medley-relay,relays,male,u18,medley-relay,track,115.0,KSA,,2025
176,1:55.05,,Slovenia U18,,SLO,2,Miskolc (HUN),2017-06-16,,medley-relay,relays,male,u18,medley-relay,track,115.05,HUN,,2017
176,1:55.05,,Switzerland U18,,SUI,4f1,"Givat Ram Stadium, Jerusalem (ISR)",2022-07-07,,medley-relay,relays,male,u18,medley-relay,track,115.05,ISR,,2022
178,1:55.10,,Kenya U18,,KEN,2h4,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,male,u18,medley-relay,track,115.1,MAR,,2005
178,1:55.10,,Norway U18,,NOR,4h3,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,male,u18,medley-relay,track,115.1,SLO,,2023
180,1:55.15,,Czech Republic U18,,CZE,1,"Štadión PFK, Piešťany (SVK)",2024-07-05,,medley-relay,relays,male,u18,medley-relay,track,115.15,SVK,,2024
181,1:55.17,,Slovenia U18,,SLO,1,Brno (CZE),2016-06-11,,medley-relay,relays,male,u18,medley-relay,track,115.17,CZE,,2016
182,1:55.18,,Switzerland U18,,SUI,2h2,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,male,u18,medley-relay,track,115.18,SLO,,2023
183,1:55.19,,Iraq U18,,IRQ,3h3,Lille (FRA),2011-07-09,,medley-relay,relays,male,u18,medley-relay,track,115.19,FRA,,2011
184,1:55.20,,India U18,,IND,1,Al-Kuwait (KUW),2022-10-16,,medley-relay,relays,male,u18,medley-relay,track,115.2,KUW,,2022
185,1:55.24,,Hungary U18,,HUN,3h1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1999-07-17,,medley-relay,relays,male,u18,medley-relay,track,115.24000000000001,POL,,1999
186,1:55.29,,Poland U18,,POL,2h3,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-11,,medley-relay,relays,male,u18,medley-relay,track,115.28999999999999,ITA,,2009
186,1:55.29,,PR of China U18,,CHN,2h2,"Prince Nayef Sports City, Qatif (KSA)",2025-04-17,,medley-relay,relays,male,u18,medley-relay,track,115.28999999999999,KSA,,2025
188,1:55.30,,Austria U18,,AUT,3h2,"Athletic track of National Arena Philip II, Skopje (MKD)",2025-07-25,,medley-relay,relays,male,u18,medley-relay,track,115.3,MKD,,2025
189,1:55.33,,Italy U18,,ITA,1h1,"Olimpiai Sportpark, Győr (HUN)",2018-07-07,,medley-relay,relays,male,u18,medley-relay,track,115.33,HUN,,2018
190,1:55.35,,Hungary U18,,HUN,5,"New District Stadium, Tbilisi (GEO)",2016-07-17,,medley-relay,relays,male,u18,medley-relay,track,115.35,GEO,,2016
191,1:55.36,,France U18,,FRA,3h3,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,male,u18,medley-relay,track,115.36,SVK,,2024
192,1:55.37,,Mexico U18,,MEX,4h2,Ostrava (CZE),2007-07-14,,medley-relay,relays,male,u18,medley-relay,track,115.37,CZE,,2007
192,1:55.37,,Czech Republic U18,,CZE,6,"New District Stadium, Tbilisi (GEO)",2016-07-17,,medley-relay,relays,male,u18,medley-relay,track,115.37,GEO,,2016
194,1:55.38,,Venezuela U18,,VEN,8f1,Debrecen (HUN),2001-07-15,,medley-relay,relays,male,u18,medley-relay,track,115.38,HUN,,2001
195,1:55.39,,Poland U18,,POL,3h1,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,male,u18,medley-relay,track,115.39,SVK,,2024
196,1:55.42,,Queensland U18,,AUS,3h2,Debrecen (HUN),2001-07-14,,medley-relay,relays,male,u18,medley-relay,track,115.42,HUN,,2001
196,1:55.42,,Hungary U18,,HUN,5,"Atletski stadion Poljane, Maribor (SLO)",2023-07-29,,medley-relay,relays,male,u18,medley-relay,track,115.42,SLO,,2023
196,1:55.42,,Thailand U18,,THA,3h2,"Prince Nayef Sports City, Qatif (KSA)",2025-04-17,,medley-relay,relays,male,u18,medley-relay,track,115.42,KSA,,2025
199,1:55.43,,Hungary U18,,HUN,2,"Štadión SNP, Banská Bystrica (SVK)",2022-07-30,,medley-relay,relays,male,u18,medley-relay,track,115.43,SVK,,2022
200,1:55.45,,Australia U18,,AUS,7,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-12,,medley-relay,relays,male,u18,medley-relay,track,115.45,ITA,,2009
201,1:55.47,,Italy U18,,ITA,3h3,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-11,,medley-relay,relays,male,u18,medley-relay,track,115.47,ITA,,2009
202,1:55.50,,Switzerland U18,,SUI,4h2,"Athletic track of National Arena Philip II, Skopje (MKD)",2025-07-25,,medley-relay,relays,male,u18,medley-relay,track,115.5,MKD,,2025
203,1:55.54,,Spain U18,,ESP,3h2,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,male,u18,medley-relay,track,115.53999999999999,SLO,,2023
204,1:55.56,,PR of China U18,,CHN,3h4,Ostrava (CZE),2007-07-14,,medley-relay,relays,male,u18,medley-relay,track,115.56,CZE,,2007
204,1:55.56,,Ukraine U18,,UKR,4h3,Donetsk (UKR),2013-07-13,,medley-relay,relays,male,u18,medley-relay,track,115.56,UKR,,2013
206,1:55.60,,"Hong Kong, China U18",,HKG,5,Tashkent (UZB),2023-04-30,,medley-relay,relays,male,u18,medley-relay,track,115.6,UZB,,2023
207,1:55.61,,Turkey U18,,TUR,2h2,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-11,,medley-relay,relays,male,u18,medley-relay,track,115.61,ITA,,2009
207,1:55.61,,Spain U18,,ESP,2h4,Donetsk (UKR),2013-07-13,,medley-relay,relays,male,u18,medley-relay,track,115.61,UKR,,2013
209,1:55.64,,India U18,,IND,5h3,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,male,u18,medley-relay,track,115.64,MAR,,2005
210,1:55.65,,Spain U18,,ESP,4h3,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-11,,medley-relay,relays,male,u18,medley-relay,track,115.65,ITA,,2009
210,1:55.65,,Denmark U18,,DEN,4h2,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,male,u18,medley-relay,track,115.65,SLO,,2023
210,1:55.65,,Finland U18,,FIN,4h1,"Athletic track of National Arena Philip II, Skopje (MKD)",2025-07-25,,medley-relay,relays,male,u18,medley-relay,track,115.65,MKD,,2025
213,1:55.66,,Great Britain & NI U18,,GBR,2h2,"Givat Ram Stadium, Jerusalem (ISR)",2022-07-06,,medley-relay,relays,male,u18,medley-relay,track,115.66,ISR,,2022
214,1:55.67,,"Xinying Youth Sports Club , Linquan County , Fuyang City , Anhui Province",,CHN,1,"Shanxi Sports Center Stadium, Taiyuan (CHN)",2019-08-16,,medley-relay,relays,male,u18,medley-relay,track,115.67,CHN,,2019
215,1:55.72,,Canada U18,,CAN,3h4,Donetsk (UKR),2013-07-13,,medley-relay,relays,male,u18,medley-relay,track,115.72,UKR,,2013
216,1:55.73,,Italy U18,,ITA,5h2,Ostrava (CZE),2007-07-14,,medley-relay,relays,male,u18,medley-relay,track,115.72999999999999,CZE,,2007
217,1:55.74,,Estonia U18,,EST,5h1,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,male,u18,medley-relay,track,115.74000000000001,SLO,,2023
218,1:55.78,,Croatia U18,,CRO,4,"Olimpiai Sportpark, Győr (HUN)",2018-07-08,,medley-relay,relays,male,u18,medley-relay,track,115.78,HUN,,2018
219,1:55.79,,Hungary U18,,HUN,1,Budapest (HUN),2014-07-04,,medley-relay,relays,male,u18,medley-relay,track,115.78999999999999,HUN,,2014
220,1:55.80,,Slovak Republic U18,,SVK,5,"Olimpiai Sportpark, Győr (HUN)",2018-07-08,,medley-relay,relays,male,u18,medley-relay,track,115.8,HUN,,2018
220,1:55.80,,Spain U18,,ESP,3,"Štadión SNP, Banská Bystrica (SVK)",2022-07-30,,medley-relay,relays,male,u18,medley-relay,track,115.8,SVK,,2022
220,1:55.80,,Czechia U18,,CZE,3h2,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,male,u18,medley-relay,track,115.8,SVK,,2024
223,1:55.81,,Korea U18,,KOR,6,Tashkent (UZB),2023-04-30,,medley-relay,relays,male,u18,medley-relay,track,115.81,UZB,,2023
224,1:55.84,,Czech Republic U18,,CZE,4,"Štadión SNP, Banská Bystrica (SVK)",2022-07-30,,medley-relay,relays,male,u18,medley-relay,track,115.84,SVK,,2022
225,1:55.90,,Romania U18,,ROU,3h2,Donetsk (UKR),2013-07-13,,medley-relay,relays,male,u18,medley-relay,track,115.9,UKR,,2013
226,1:55.91,,Finland U18,,FIN,4h2,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,male,u18,medley-relay,track,115.91,SVK,,2024
227,1:55.96,,New Zealand U18,,NZL,4h1,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,male,u18,medley-relay,track,115.96000000000001,MAR,,2005
228,1:55.97,,Czech Republic U18,,CZE,4h1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1999-07-17,,medley-relay,relays,male,u18,medley-relay,track,115.97,POL,,1999
229,1:55.98,,Hungary U18,,HUN,2h1,"New District Stadium, Tbilisi (GEO)",2016-07-16,,medley-relay,relays,male,u18,medley-relay,track,115.97999999999999,GEO,,2016
229,1:55.98,,Switzerland U18,,SUI,6,"Olimpiai Sportpark, Győr (HUN)",2018-07-08,,medley-relay,relays,male,u18,medley-relay,track,115.97999999999999,HUN,,2018
231,1:56.00,,Spain U18,,ESP,1h1,Ostrava (CZE),2007-07-14,,medley-relay,relays,male,u18,medley-relay,track,116.0,CZE,,2007
231,1:56.00,,Spain U18,,ESP,3h1,"New District Stadium, Tbilisi (GEO)",2016-07-16,,medley-relay,relays,male,u18,medley-relay,track,116.0,GEO,,2016
