rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
198,2:11.26,,Kazakhstan U18,,KAZ,4h3,Ostrava (CZE),2007-07-14,,medley-relay,relays,female,u18,medley-relay,track,131.26,CZE,,2007
198,2:11.26,,Ukraine U18,,UKR,6,Baku (AZE),2019-07-27,,medley-relay,relays,female,u18,medley-relay,track,131.26,AZE,,2019
200,2:11.27,,Italy U18,,ITA,1,"Štadión SNP, Banská Bystrica (SVK)",2022-07-30,,medley-relay,relays,female,u18,medley-relay,track,131.27,SVK,,2022
201,2:11.28,,Czechia U18,,CZE,3h1,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,female,u18,medley-relay,track,131.28,SVK,,2024
202,2:11.29,,Romania U18,,ROU,3h3,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,female,u18,medley-relay,track,131.29,MAR,,2005
203,2:11.30,,Poland U18,,POL,2,"Štadión SNP, Banská Bystrica (SVK)",2022-07-30,,medley-relay,relays,female,u18,medley-relay,track,131.3,SVK,,2022
204,2:11.34,,Japan U18,,JPN,5f1,Sherbrooke (CAN),2003-07-13,,medley-relay,relays,female,u18,medley-relay,track,131.34,CAN,,2003
205,2:11.36,,Slovenia U18,,SLO,3h1,"Givat Ram Stadium, Jerusalem (ISR)",2022-07-06,,medley-relay,relays,female,u18,medley-relay,track,131.36,ISR,,2022
206,2:11.37,,Barbados U18,,BAR,6f1,Ostrava (CZE),2007-07-15,,medley-relay,relays,female,u18,medley-relay,track,131.37,CZE,,2007
207,2:11.40,,Finland U18,,FIN,3h2,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,female,u18,medley-relay,track,131.4,SLO,,2023
208,2:11.41,,Belarus U18,,BLR,5,Debrecen (HUN),2001-07-15,,medley-relay,relays,female,u18,medley-relay,track,131.41,HUN,,2001
208,2:11.41,,Czech Republic U18,,CZE,1,Trnava (SVK),2019-07-13,,medley-relay,relays,female,u18,medley-relay,track,131.41,SVK,,2019
210,2:11.43,,Finland U18,,FIN,6f1,"Givat Ram Stadium, Jerusalem (ISR)",2022-07-07,,medley-relay,relays,female,u18,medley-relay,track,131.43,ISR,,2022
210,2:11.43,,Croatia U18,,CRO,4h2,"Athletic track of National Arena Philip II, Skopje (MKD)",2025-07-25,,medley-relay,relays,female,u18,medley-relay,track,131.43,MKD,,2025
212,2:11.50,,Canada U18,,CAN,6,Debrecen (HUN),2001-07-15,,medley-relay,relays,female,u18,medley-relay,track,131.5,HUN,,2001
213,2:11.51,,Hungary U18,,HUN,2h1,"Olimpiai Sportpark, Győr (HUN)",2018-07-07,,medley-relay,relays,female,u18,medley-relay,track,131.51,HUN,,2018
213,2:11.51,,Estonia U18,,EST,4h1,"Givat Ram Stadium, Jerusalem (ISR)",2022-07-06,,medley-relay,relays,female,u18,medley-relay,track,131.51,ISR,,2022
215,2:11.53,,Croatia U18,,CRO,2h1,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,female,u18,medley-relay,track,131.53,SLO,,2023
216,2:11.59,,Hungary U18,,HUN,3,"Štadión SNP, Banská Bystrica (SVK)",2022-07-30,,medley-relay,relays,female,u18,medley-relay,track,131.59,SVK,,2022
217,2:11.66,,New Zealand U18,,NZL,7,Debrecen (HUN),2001-07-15,,medley-relay,relays,female,u18,medley-relay,track,131.66,HUN,,2001
218,2:11.67,,Italy U18,,ITA,3h2,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-11,,medley-relay,relays,female,u18,medley-relay,track,131.67,ITA,,2009
219,2:11.68,,Italy U18,,ITA,3h3,"New District Stadium, Tbilisi (GEO)",2016-07-16,,medley-relay,relays,female,u18,medley-relay,track,131.68,GEO,,2016
220,2:11.70,,Japan U18,,JPN,2h1,Ostrava (CZE),2007-07-14,,medley-relay,relays,female,u18,medley-relay,track,131.7,CZE,,2007
221,2:11.72,,Japan U18,,JPN,4f1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1999-07-18,,medley-relay,relays,female,u18,medley-relay,track,131.72,POL,,1999
221,2:11.72,,Czech Republic U18,,CZE,4,"Štadión SNP, Banská Bystrica (SVK)",2022-07-30,,medley-relay,relays,female,u18,medley-relay,track,131.72,SVK,,2022
223,2:11.77,,France U18,,FRA,5h3,Lille (FRA),2011-07-09,,medley-relay,relays,female,u18,medley-relay,track,131.77,FRA,,2011
223,2:11.77,,Slovak Republic U18,,SVK,4,Brno (CZE),2016-06-11,,medley-relay,relays,female,u18,medley-relay,track,131.77,CZE,,2016
225,2:11.79,,Ukraine U18,,UKR,3h1,Ostrava (CZE),2007-07-14,,medley-relay,relays,female,u18,medley-relay,track,131.79,CZE,,2007
225,2:11.79,,Ireland U18,,IRL,4h2,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,female,u18,medley-relay,track,131.79,SLO,,2023
227,2:11.80,,Serbia U18,,SRB,4h3,"Athletic track of National Arena Philip II, Skopje (MKD)",2025-07-25,,medley-relay,relays,female,u18,medley-relay,track,131.8,MKD,,2025
228,2:11.84,,Belarus U18,,BLR,2h2,Debrecen (HUN),2001-07-14,,medley-relay,relays,female,u18,medley-relay,track,131.84,HUN,,2001
229,2:11.87,,Germany U18,,GER,5h3,"Athletic track of National Arena Philip II, Skopje (MKD)",2025-07-25,,medley-relay,relays,female,u18,medley-relay,track,131.87,MKD,,2025
230,2:11.91,,Latvia U18,,LAT,2h1,"Athletic track of National Arena Philip II, Skopje (MKD)",2025-07-25,,medley-relay,relays,female,u18,medley-relay,track,131.91,MKD,,2025
231,2:11.95,,Slovak Republic U18,,SVK,3h1,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,female,u18,medley-relay,track,131.95,SLO,,2023
232,2:11.97,,Ukraine U18,,UKR,3h1,"Olimpiai Sportpark, Győr (HUN)",2018-07-07,,medley-relay,relays,female,u18,medley-relay,track,131.97,HUN,,2018
232,2:11.97,,Croatia U18,,CRO,8,"Atletski stadion Poljane, Maribor (SLO)",2023-07-29,,medley-relay,relays,female,u18,medley-relay,track,131.97,SLO,,2023
234,2:11.99,,Hungary U18,,HUN,4h1,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,female,u18,medley-relay,track,131.99,SLO,,2023
235,2:12.00,,Spain U18,,ESP,5h2,Lille (FRA),2011-07-09,,medley-relay,relays,female,u18,medley-relay,track,132.0,FRA,,2011
235,2:12.00,,Finland U18,,FIN,5h2,"Athletic track of National Arena Philip II, Skopje (MKD)",2025-07-25,,medley-relay,relays,female,u18,medley-relay,track,132.0,MKD,,2025
235,2:12.00,,Ukraine U18,,UKR,3h1,"Athletic track of National Arena Philip II, Skopje (MKD)",2025-07-25,,medley-relay,relays,female,u18,medley-relay,track,132.0,MKD,,2025
238,2:12.03,,Türkiye U18,,TUR,5h3,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,female,u18,medley-relay,track,132.03,SVK,,2024
239,2:12.05,,Hungary U18,,HUN,5h3,Ostrava (CZE),2007-07-14,,medley-relay,relays,female,u18,medley-relay,track,132.05,CZE,,2007
240,2:12.08,,Czech Republic U18,,CZE,1h2,"Olimpiai Sportpark, Győr (HUN)",2018-07-07,,medley-relay,relays,female,u18,medley-relay,track,132.08,HUN,,2018
241,2:12.10,,Norway U18,,NOR,2h2,"New District Stadium, Tbilisi (GEO)",2016-07-16,,medley-relay,relays,female,u18,medley-relay,track,132.1,GEO,,2016
242,2:12.13,,Brazil U18,,BRA,5f1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1999-07-18,,medley-relay,relays,female,u18,medley-relay,track,132.13,POL,,1999
242,2:12.13,,Slovenia U18,,SLO,5f1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1999-07-18,,medley-relay,relays,female,u18,medley-relay,track,132.13,POL,,1999
244,2:12.17,,Serbia U18,,SRB,5h1,"Givat Ram Stadium, Jerusalem (ISR)",2022-07-06,,medley-relay,relays,female,u18,medley-relay,track,132.17,ISR,,2022
245,2:12.18,,India U18,,IND,1,Al-Kuwait (KUW),2022-10-16,,medley-relay,relays,female,u18,medley-relay,track,132.18,KUW,,2022
246,2:12.19,,Ukraine U18,,UKR,1h1,"New District Stadium, Tbilisi (GEO)",2016-07-16,,medley-relay,relays,female,u18,medley-relay,track,132.19,GEO,,2016
246,2:12.19,,France U18,,FRA,7,Baku (AZE),2019-07-27,,medley-relay,relays,female,u18,medley-relay,track,132.19,AZE,,2019
248,2:12.21,,Sverdlovsk Region U18,,RUS,1,Chelyabinsk (RUS),2013-06-23,,medley-relay,relays,female,u18,medley-relay,track,132.21,RUS,,2013
249,2:12.28,,Canada U18,,CAN,2h3,Debrecen (HUN),2001-07-14,,medley-relay,relays,female,u18,medley-relay,track,132.28,HUN,,2001
250,2:12.29,,Ukraine U18,,UKR,2h2,Baku (AZE),2019-07-26,,medley-relay,relays,female,u18,medley-relay,track,132.29,AZE,,2019
251,2:12.31,,Romania U18,,ROU,2h3,"Olimpiai Sportpark, Győr (HUN)",2018-07-07,,medley-relay,relays,female,u18,medley-relay,track,132.31,HUN,,2018
251,2:12.31,,Poland U18,,POL,3,"Mestni stadion, Ptuj (SLO)",2023-06-11,,medley-relay,relays,female,u18,medley-relay,track,132.31,SLO,,2023
253,2:12.33,,Hungary U18,,HUN,6,"Olimpiai Sportpark, Győr (HUN)",2018-07-08,,medley-relay,relays,female,u18,medley-relay,track,132.33,HUN,,2018
253,2:12.33,,Poland U18,,POL,4h3,Baku (AZE),2019-07-26,,medley-relay,relays,female,u18,medley-relay,track,132.33,AZE,,2019
255,2:12.38,,Brazil U18,,BRA,6h3,Ostrava (CZE),2007-07-14,,medley-relay,relays,female,u18,medley-relay,track,132.38,CZE,,2007
256,2:12.39,,Morocco U18,,MAR,3h2,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,female,u18,medley-relay,track,132.39,MAR,,2005
256,2:12.39,,Kazakhstan U18,,KAZ,2,Tashkent (UZB),2023-04-30,,medley-relay,relays,female,u18,medley-relay,track,132.39,UZB,,2023
258,2:12.41,,Italy U18,,ITA,1h3,"Štadión SNP, Banská Bystrica (SVK)",2022-07-29,,medley-relay,relays,female,u18,medley-relay,track,132.41,SVK,,2022
259,2:12.43,,Finland U18,,FIN,4h1,Baku (AZE),2019-07-26,,medley-relay,relays,female,u18,medley-relay,track,132.43,AZE,,2019
260,2:12.45,,Japan U18,,JPN,7f1,Ostrava (CZE),2007-07-15,,medley-relay,relays,female,u18,medley-relay,track,132.45,CZE,,2007
261,2:12.48,,Latvia U18,,LAT,8,"Athletic track of National Arena Philip II, Skopje (MKD)",2025-07-26,,medley-relay,relays,female,u18,medley-relay,track,132.48,MKD,,2025
262,2:12.52,,Spain U18,,ESP,3h1,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,female,u18,medley-relay,track,132.52,MAR,,2005
263,2:12.54,,Slovak Republic U18,,SVK,4h1,"Athletic track of National Arena Philip II, Skopje (MKD)",2025-07-25,,medley-relay,relays,female,u18,medley-relay,track,132.54,MKD,,2025
264,2:12.56,,Slovenia U18,,SLO,4h1,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,female,u18,medley-relay,track,132.56,SVK,,2024
265,2:12.62,,Greece U18,,GRE,3h3,"Givat Ram Stadium, Jerusalem (ISR)",2022-07-06,,medley-relay,relays,female,u18,medley-relay,track,132.62,ISR,,2022
266,2:12.66,,Bahamas U18,,BAH,6f1,Sherbrooke (CAN),2003-07-13,,medley-relay,relays,female,u18,medley-relay,track,132.66,CAN,,2003
267,2:12.68,,New Zealand U18,,NZL,3h3,Debrecen (HUN),2001-07-14,,medley-relay,relays,female,u18,medley-relay,track,132.68,HUN,,2001
267,2:12.68,,Serbia U18,,SRB,4h3,"Bressanone, Trentino-Alto Adige (ITA)",2009-07-11,,medley-relay,relays,female,u18,medley-relay,track,132.68,ITA,,2009
269,2:12.69,,Bahamas U18,,BAH,4h1,Sherbrooke (CAN),2003-07-12,,medley-relay,relays,female,u18,medley-relay,track,132.69,CAN,,2003
270,2:12.70,,Austria U18,,AUT,7,"Olimpiai Sportpark, Győr (HUN)",2018-07-08,,medley-relay,relays,female,u18,medley-relay,track,132.7,HUN,,2018
271,2:12.71,,Japan U18,,JPN,5h1,Sherbrooke (CAN),2003-07-12,,medley-relay,relays,female,u18,medley-relay,track,132.71,CAN,,2003
272,2:12.72,,Switzerland U18,,SUI,2h2,"Olimpiai Sportpark, Győr (HUN)",2018-07-07,,medley-relay,relays,female,u18,medley-relay,track,132.72,HUN,,2018
272,2:12.72,,Croatia U18,,CRO,6h3,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,female,u18,medley-relay,track,132.72,SVK,,2024
274,2:12.76,,Japan U18,,JPN,2h1,Debrecen (HUN),2001-07-14,,medley-relay,relays,female,u18,medley-relay,track,132.76,HUN,,2001
274,2:12.76,,"Hong Kong, China U18",,HKG,3,Tashkent (UZB),2023-04-30,,medley-relay,relays,female,u18,medley-relay,track,132.76,UZB,,2023
276,2:12.77,,Slovenia U18,,SLO,6h2,"Athletic track of National Arena Philip II, Skopje (MKD)",2025-07-25,,medley-relay,relays,female,u18,medley-relay,track,132.77,MKD,,2025
277,2:12.83,,Ukraine U18,,UKR,1h2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1999-07-17,,medley-relay,relays,female,u18,medley-relay,track,132.83,POL,,1999
278,2:12.84,,Slovak Republic U18,,SVK,2,Budapest (HUN),2014-07-04,,medley-relay,relays,female,u18,medley-relay,track,132.84,HUN,,2014
279,2:12.85,,Morocco U18,,MAR,8f1,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-17,,medley-relay,relays,female,u18,medley-relay,track,132.85,MAR,,2005
280,2:12.87,,Romania U18,,ROU,7f1,"Givat Ram Stadium, Jerusalem (ISR)",2022-07-07,,medley-relay,relays,female,u18,medley-relay,track,132.87,ISR,,2022
281,2:12.89,,Canada U18,,CAN,4h1,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,female,u18,medley-relay,track,132.89,MAR,,2005
282,2:12.90,,Hunan Changsha Pilots Club,,CHN,2,"Shanxi Sports Center Stadium, Taiyuan (CHN)",2019-08-16,,medley-relay,relays,female,u18,medley-relay,track,132.9,CHN,,2019
283,2:12.93,,France U18,,FRA,5,"Štadión SNP, Banská Bystrica (SVK)",2022-07-30,,medley-relay,relays,female,u18,medley-relay,track,132.93,SVK,,2022
284,2:12.99,,Agram Zagreb U18,,CRO,,Čakovec (CRO),2008-07-20,,medley-relay,relays,female,u18,medley-relay,track,132.99,CRO,,2008
285,2:13.00,,Slovenia U18,,SLO,2h1,"New District Stadium, Tbilisi (GEO)",2016-07-16,,medley-relay,relays,female,u18,medley-relay,track,133.0,GEO,,2016
285,2:13.00,,New Zealand U18,,NZL,5h1,Donetsk (UKR),2013-07-13,,medley-relay,relays,female,u18,medley-relay,track,133.0,UKR,,2013
287,2:13.04,,Italy U18,,ITA,4h1,Ostrava (CZE),2007-07-14,,medley-relay,relays,female,u18,medley-relay,track,133.04,CZE,,2007
287,2:13.04,,Bahamas U18,,BAH,5h1,Ostrava (CZE),2007-07-14,,medley-relay,relays,female,u18,medley-relay,track,133.04,CZE,,2007
289,2:13.06,,Czech Republic U18,,CZE,1h2,"Štadión SNP, Banská Bystrica (SVK)",2022-07-29,,medley-relay,relays,female,u18,medley-relay,track,133.06,SVK,,2022
290,2:13.10,,Turkey U18,,TUR,5h2,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,female,u18,medley-relay,track,133.1,SLO,,2023
290,2:13.10,,Romania U18,,ROU,6,"Štadión SNP, Banská Bystrica (SVK)",2022-07-30,,medley-relay,relays,female,u18,medley-relay,track,133.1,SVK,,2022
292,2:13.11,,Portugal U18,,POR,5h1,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,female,u18,medley-relay,track,133.11,SVK,,2024
292,2:13.11,,Ukraine U18,,UKR,5h1,Lille (FRA),2011-07-09,,medley-relay,relays,female,u18,medley-relay,track,133.11,FRA,,2011
294,2:13.13,,Hungary U18,,HUN,1,Miskolc (HUN),2017-06-16,,medley-relay,relays,female,u18,medley-relay,track,133.13,HUN,,2017
295,2:13.17,,Slovenia U18,,SLO,6h2,Lille (FRA),2011-07-09,,medley-relay,relays,female,u18,medley-relay,track,133.17,FRA,,2011
295,2:13.17,,Switzerland U18,,SUI,5h1,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,female,u18,medley-relay,track,133.17,SLO,,2023
297,2:13.18,,Czech Republic U18,,CZE,1,Trnava (SVK),2015-06-06,,medley-relay,relays,female,u18,medley-relay,track,133.18,SVK,,2015
298,2:13.19,,Poland U18,,POL,2h2,"Štadión SNP, Banská Bystrica (SVK)",2022-07-29,,medley-relay,relays,female,u18,medley-relay,track,133.19,SVK,,2022
299,2:13.21,,Poland U18,,POL,3h2,Ostrava (CZE),2007-07-14,,medley-relay,relays,female,u18,medley-relay,track,133.21,CZE,,2007
300,2:13.22,,Naša atletika Bratislava,,SVK,2f1,"Štadión SNP, Banská Bystrica (SVK)",2025-06-15,,medley-relay,relays,female,u18,medley-relay,track,133.22,SVK,,2025
301,2:13.24,,Greece U18,,GRE,5h3,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,female,u18,medley-relay,track,133.24,SLO,,2023
302,2:13.26,,Hungary U18,,HUN,3,"Sports Stadium CESA VUT, Brno (CZE)",2025-06-29,,medley-relay,relays,female,u18,medley-relay,track,133.26,CZE,,2025
302,2:13.26,,Austria U18,,AUT,3h3,"Olimpiai Sportpark, Győr (HUN)",2018-07-07,,medley-relay,relays,female,u18,medley-relay,track,133.26,HUN,,2018
304,2:13.27,,Slovak Republic U18,,SVK,3,"Štadión PFK, Piešťany (SVK)",2024-07-05,,medley-relay,relays,female,u18,medley-relay,track,133.27,SVK,,2024
304,2:13.27,,Novosibirsk Region U18,,RUS,2,Chelyabinsk (RUS),2013-06-23,,medley-relay,relays,female,u18,medley-relay,track,133.27,RUS,,2013
304,2:13.27,,Slovak Republic U18,,SVK,2,Hradec Králové (CZE),2013-06-08,,medley-relay,relays,female,u18,medley-relay,track,133.27,CZE,,2013
307,2:13.36,,Enka Spor Istanbul U18,,TUR,1,"Denizli Geleneksel Spor Kompleksi, Denizli (TUR)",2022-06-19,,medley-relay,relays,female,u18,medley-relay,track,133.36,TUR,,2022
308,2:13.39,,Poland U18,,POL,3h2,"Olimpiai Sportpark, Győr (HUN)",2018-07-07,,medley-relay,relays,female,u18,medley-relay,track,133.39,HUN,,2018
309,2:13.43,,Hungary U18,,HUN,4h3,"Givat Ram Stadium, Jerusalem (ISR)",2022-07-06,,medley-relay,relays,female,u18,medley-relay,track,133.43,ISR,,2022
310,2:13.44,,South Africa U18,,RSA,3h2,Debrecen (HUN),2001-07-14,,medley-relay,relays,female,u18,medley-relay,track,133.44,HUN,,2001
311,2:13.45,,Lódzkie U18,,POL,1,"Akademicki Związek Sportowy, Łódź (POL)",2021-06-12,,medley-relay,relays,female,u18,medley-relay,track,133.45,POL,,2021
311,2:13.45,,Spain U18,,ESP,7,"Štadión SNP, Banská Bystrica (SVK)",2022-07-30,,medley-relay,relays,female,u18,medley-relay,track,133.45,SVK,,2022
313,2:13.47,,Slovak Republic U18,,SVK,4h3,Donetsk (UKR),2013-07-13,,medley-relay,relays,female,u18,medley-relay,track,133.47,UKR,,2013
314,2:13.51,,Romania U18,,ROU,7h3,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,female,u18,medley-relay,track,133.51,SVK,,2024
315,2:13.54,,Slovenia U18,,SLO,2,Miskolc (HUN),2017-06-16,,medley-relay,relays,female,u18,medley-relay,track,133.54,HUN,,2017
316,2:13.55,,Finland U18,,FIN,8h3,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,female,u18,medley-relay,track,133.55,SVK,,2024
317,2:13.56,,India U18,,IND,4h2,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,female,u18,medley-relay,track,133.56,MAR,,2005
318,2:13.57,,Switzerland U18,,SUI,8,"Olimpiai Sportpark, Győr (HUN)",2018-07-08,,medley-relay,relays,female,u18,medley-relay,track,133.57,HUN,,2018
318,2:13.57,,PR of China U18,,CHN,4,Tashkent (UZB),2023-04-30,,medley-relay,relays,female,u18,medley-relay,track,133.57,UZB,,2023
320,2:13.59,,"MLADOST I, Zagreb",,CRO,1f2,"Stadion SRC Mladost, Čakovec (CRO)",2024-06-16,,medley-relay,relays,female,u18,medley-relay,track,133.59,CRO,,2024
321,2:13.60,,Slovak Republic U18,,SVK,5h1,Baku (AZE),2019-07-26,,medley-relay,relays,female,u18,medley-relay,track,133.6,AZE,,2019
322,2:13.63,,Bahamas U18,,BAH,5h3,Donetsk (UKR),2013-07-13,,medley-relay,relays,female,u18,medley-relay,track,133.63,UKR,,2013
323,2:13.64,,Czech Republic U18,,CZE,3,Miskolc (HUN),2017-06-16,,medley-relay,relays,female,u18,medley-relay,track,133.64,HUN,,2017
323,2:13.64,,Ireland U18,,IRL,4h3,"Olimpiai Sportpark, Győr (HUN)",2018-07-07,,medley-relay,relays,female,u18,medley-relay,track,133.64,HUN,,2018
325,2:13.66,,Hungary U18,,HUN,2h3,"Štadión SNP, Banská Bystrica (SVK)",2022-07-29,,medley-relay,relays,female,u18,medley-relay,track,133.66,SVK,,2022
326,2:13.68,,Serbia and Montenegro U18,,SCG,4h3,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-16,,medley-relay,relays,female,u18,medley-relay,track,133.68,MAR,,2005
327,2:13.69,,Hungary U18,,HUN,8f1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1999-07-18,,medley-relay,relays,female,u18,medley-relay,track,133.69,POL,,1999
328,2:13.71,,Slovak Republic U18,,SVK,2,Trnava (SVK),2015-06-06,,medley-relay,relays,female,u18,medley-relay,track,133.71,SVK,,2015
329,2:13.75,,Sweden U18,,SWE,4h2,"Olimpiai Sportpark, Győr (HUN)",2018-07-07,,medley-relay,relays,female,u18,medley-relay,track,133.75,HUN,,2018
330,2:13.81,,Brazil U18,,BRA,2h2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1999-07-17,,medley-relay,relays,female,u18,medley-relay,track,133.81,POL,,1999
331,2:13.85,,Botswana U18,,BOT,6h1,Donetsk (UKR),2013-07-13,,medley-relay,relays,female,u18,medley-relay,track,133.85,UKR,,2013
332,2:13.88,,Kirovsk Region U18,,RUS,3,Chelyabinsk (RUS),2013-06-23,,medley-relay,relays,female,u18,medley-relay,track,133.88,RUS,,2013
333,2:13.90,,Enka Spor Istanbul U18,,TUR,1,Mersin (TUR),2021-08-27,,medley-relay,relays,female,u18,medley-relay,track,133.9,TUR,,2021
334,2:13.92,,Slovak Republic U18,,SVK,4,"Sports Stadium CESA VUT, Brno (CZE)",2025-06-29,,medley-relay,relays,female,u18,medley-relay,track,133.92,CZE,,2025
335,2:13.96,,Oceania U18,,INT,4,Singapore (SGP),2010-08-23,,medley-relay,relays,female,u18,medley-relay,track,133.96,SGP,,2010
335,2:13.96,,Slovenia U18,,SLO,2h3,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",1999-07-17,,medley-relay,relays,female,u18,medley-relay,track,133.96,POL,,1999
337,2:13.99,,France U18,,FRA,3h1,"New District Stadium, Tbilisi (GEO)",2016-07-16,,medley-relay,relays,female,u18,medley-relay,track,133.99,GEO,,2016
338,2:14.06,,Finland U18,,FIN,5h2,"Olimpiai Sportpark, Győr (HUN)",2018-07-07,,medley-relay,relays,female,u18,medley-relay,track,134.06,HUN,,2018
338,2:14.06,,Denmark U18,,DEN,6h1,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,female,u18,medley-relay,track,134.06,SLO,,2023
340,2:14.09,,Slovenia U18,,SLO,6h3,Donetsk (UKR),2013-07-13,,medley-relay,relays,female,u18,medley-relay,track,134.09,UKR,,2013
340,2:14.09,,Lódzkie U18,,POL,1f1,"Akademicki Związek Sportowy, Łódź (POL)",2020-10-03,,medley-relay,relays,female,u18,medley-relay,track,134.09,POL,,2020
342,2:14.10,,Switzerland U18,,SUI,4h2,"Givat Ram Stadium, Jerusalem (ISR)",2022-07-06,,medley-relay,relays,female,u18,medley-relay,track,134.1,ISR,,2022
343,2:14.12,,Romania U18,,ROU,1h1,"Štadión SNP, Banská Bystrica (SVK)",2022-07-29,,medley-relay,relays,female,u18,medley-relay,track,134.12,SVK,,2022
344,2:14.13,,Lódzkie U18,,POL,1,"Stadion 650-lecia, Słupsk (POL)",2023-05-13,,medley-relay,relays,female,u18,medley-relay,track,134.13,POL,,2023
345,2:14.14,,Hubei Province Wuhan City Sports School Youth Sports Club,,CHN,3,"Shanxi Sports Center Stadium, Taiyuan (CHN)",2019-08-16,,medley-relay,relays,female,u18,medley-relay,track,134.14,CHN,,2019
346,2:14.17,,Czech Republic U18,,CZE,3h2,"New District Stadium, Tbilisi (GEO)",2016-07-16,,medley-relay,relays,female,u18,medley-relay,track,134.17,GEO,,2016
347,2:14.18,,Slovenia U18,,SLO,4,"Mestni stadion, Ptuj (SLO)",2023-06-11,,medley-relay,relays,female,u18,medley-relay,track,134.18,SLO,,2023
347,2:14.18,,Turkey U18,,TUR,5h2,"Givat Ram Stadium, Jerusalem (ISR)",2022-07-06,,medley-relay,relays,female,u18,medley-relay,track,134.18,ISR,,2022
349,2:14.20,,Austria U18,,AUT,6h2,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,female,u18,medley-relay,track,134.2,SLO,,2023
350,2:14.21,,Hungary U18,,HUN,3,Budapest (HUN),2014-07-04,,medley-relay,relays,female,u18,medley-relay,track,134.21,HUN,,2014
351,2:14.23,,Estonia U18,,EST,6h3,"Athletic track of National Arena Philip II, Skopje (MKD)",2025-07-25,,medley-relay,relays,female,u18,medley-relay,track,134.23,MKD,,2025
352,2:14.24,,Slovenia U18,,SLO,3,Trnava (SVK),2015-06-06,,medley-relay,relays,female,u18,medley-relay,track,134.24,SVK,,2015
353,2:14.25,,"Hongao Youth Sports Club in Wuhu City , Anhui Province",,CHN,4,"Shanxi Sports Center Stadium, Taiyuan (CHN)",2019-08-16,,medley-relay,relays,female,u18,medley-relay,track,134.25,CHN,,2019
354,2:14.26,,Luxembourg U18,,LUX,6h2,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,female,u18,medley-relay,track,134.26,SVK,,2024
355,2:14.31,,Volgogradskaya Region U18,,RUS,4,Chelyabinsk (RUS),2013-06-23,,medley-relay,relays,female,u18,medley-relay,track,134.31,RUS,,2013
356,2:14.37,,"AGRAM I , Zagreb",,CRO,1f2,"Stadion Branko Čavlović-Čavlek, Karlovac (CRO)",2023-06-04,,medley-relay,relays,female,u18,medley-relay,track,134.37,CRO,,2023
357,2:14.38,,Thailand U18,,THA,2,Al-Kuwait (KUW),2022-10-16,,medley-relay,relays,female,u18,medley-relay,track,134.38,KUW,,2022
358,2:14.40,,Belarus U18,,BLR,4h1,"Olimpiai Sportpark, Győr (HUN)",2018-07-07,,medley-relay,relays,female,u18,medley-relay,track,134.4,HUN,,2018
359,2:14.43,,Turkey U18,,TUR,3h2,Baku (AZE),2019-07-26,,medley-relay,relays,female,u18,medley-relay,track,134.43,AZE,,2019
