rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
52,2:08.33,,Ukraine U18,,UKR,1,Yalta (UKR),2007-05-20,,medley-relay,relays,female,u18,medley-relay,track,128.33,UKR,,2007
53,2:08.35,,Switzerland U18,,SUI,2h3,"Athletic track of National Arena Philip II, Skopje (MKD)",2025-07-25,,medley-relay,relays,female,u18,medley-relay,track,128.35,MKD,,2025
54,2:08.37,,Hungary U18,,HUN,8f1,Banská Bystrica (SVK),2024-07-21,,medley-relay,relays,female,u18,medley-relay,track,128.37,SVK,,2024
55,2:08.38,,United States U18,,USA,1h2,Ostrava (CZE),2007-07-14,,medley-relay,relays,female,u18,medley-relay,track,128.38,CZE,,2007
56,2:08.39,,Japan U18,,JPN,1h2,Donetsk (UKR),2013-07-13,,medley-relay,relays,female,u18,medley-relay,track,128.39,UKR,,2013
57,2:08.44,,Nigeria U18,,NGR,2h2,Lille (FRA),2011-07-09,,medley-relay,relays,female,u18,medley-relay,track,128.44,FRA,,2011
58,2:08.48,,France U18,,FRA,1,"New District Stadium, Tbilisi (GEO)",2016-07-17,,medley-relay,relays,female,u18,medley-relay,track,128.48,GEO,,2016
59,2:08.49,,Poland U18,,POL,1h3,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,female,u18,medley-relay,track,128.49,SVK,,2024
60,2:08.50,,Czechia U18,,CZE,6,"Athletic track of National Arena Philip II, Skopje (MKD)",2025-07-26,,medley-relay,relays,female,u18,medley-relay,track,128.5,MKD,,2025
61,2:08.52,,Canada U18,,CAN,1h1,Donetsk (UKR),2013-07-13,,medley-relay,relays,female,u18,medley-relay,track,128.52,UKR,,2013
62,2:08.53,,Spain U18,,ESP,1,Baku (AZE),2019-07-27,,medley-relay,relays,female,u18,medley-relay,track,128.53,AZE,,2019
63,2:08.55,,Czech Republic U18,,CZE,4,Donetsk (UKR),2013-07-14,,medley-relay,relays,female,u18,medley-relay,track,128.55,UKR,,2013
64,2:08.57,,Poland U18,,POL,2,"New District Stadium, Tbilisi (GEO)",2016-07-17,,medley-relay,relays,female,u18,medley-relay,track,128.57,GEO,,2016
65,2:08.59,,Canada U18,,CAN,5,Donetsk (UKR),2013-07-14,,medley-relay,relays,female,u18,medley-relay,track,128.59,UKR,,2013
66,2:08.64,,Germany U18,,GER,2h3,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,female,u18,medley-relay,track,128.64,SVK,,2024
67,2:08.66,,Ukraine U18,,UKR,3h3,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,female,u18,medley-relay,track,128.66,SVK,,2024
67,2:08.66,,Russia U18,,RUS,1h1,Lille (FRA),2011-07-09,,medley-relay,relays,female,u18,medley-relay,track,128.66,FRA,,2011
69,2:08.68,,Poland U18,,POL,3h2,Lille (FRA),2011-07-09,,medley-relay,relays,female,u18,medley-relay,track,128.68,FRA,,2011
70,2:08.80,,Spain U18,,ESP,3f1,"Givat Ram Stadium, Jerusalem (ISR)",2022-07-07,,medley-relay,relays,female,u18,medley-relay,track,128.8,ISR,,2022
70,2:08.80,,British Virgin Islands U18,,IVB,2h1,Donetsk (UKR),2013-07-13,,medley-relay,relays,female,u18,medley-relay,track,128.8,UKR,,2013
72,2:08.82,,Hungary U18,,HUN,4h3,Banská Bystrica (SVK),2024-07-20,,medley-relay,relays,female,u18,medley-relay,track,128.82,SVK,,2024
72,2:08.82,,Czech Republic U18,,CZE,1h2,"Atletski stadion Poljane, Maribor (SLO)",2023-07-28,,medley-relay,relays,female,u18,medley-relay,track,128.82,SLO,,2023
74,2:08.89,,Spain U18,,ESP,1h3,Baku (AZE),2019-07-26,,medley-relay,relays,female,u18,medley-relay,track,128.89,AZE,,2019
75,2:08.97,,Canada U18,,CAN,2h1,Lille (FRA),2011-07-09,,medley-relay,relays,female,u18,medley-relay,track,128.97,FRA,,2011
76,2:08.99,,Italy U18,,ITA,3,"New District Stadium, Tbilisi (GEO)",2016-07-17,,medley-relay,relays,female,u18,medley-relay,track,128.99,GEO,,2016
77,2:09.03,,Canada U18,,CAN,4f1,Sherbrooke (CAN),2003-07-13,,medley-relay,relays,female,u18,medley-relay,track,129.03,CAN,,2003
78,2:09.05,,Poland U18,,POL,4f1,"Sidi Youssef Ben Ali, Marrakech (MAR)",2005-07-17,,medley-relay,relays,female,u18,medley-relay,track,129.05,MAR,,2005
79,2:09.06,,Estonia U18,,EST,4,"Atletski stadion Poljane, Maribor (SLO)",2023-07-29,,medley-relay,relays,female,u18,medley-relay,track,129.06,SLO,,2023
80,2:09.08,,Canada U18,,CAN,3f1,Ostrava (CZE),2007-07-15,,medley-relay,relays,female,u18,medley-relay,track,129.08,CZE,,2007
80,2:09.08,,Australia U18,,AUS,2h2,Ostrava (CZE),2007-07-14,,medley-relay,relays,female,u18,medley-relay,track,129.08,CZE,,2007
80,2:09.08,,Poland U18,,POL,2,"Sports Stadium CESA VUT, Brno (CZE)",2025-06-29,,medley-relay,relays,female,u18,medley-relay,track,129.08,CZE,,2025
83,2:09.12,,Czech Republic U18,,CZE,3h1,Donetsk (UKR),2013-07-13,,medley-relay,relays,female,u18,medley-relay,track,129.12,UKR,,2013
