rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
546,38.33,,United States Blue,,USA,2,"Philadelphia, PA (USA)",2010-04-24,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.33,USA,,2010
546,38.33,,Jamaica,,JAM,1,"Philadelphia, PA (USA)",2011-04-30,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.33,USA,,2011
546,38.33,,Canada,,CAN,1,Ottawa (CAN),2015-07-15,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.33,CAN,,2015
546,38.33,,Trinidad and Tobago,,TTO,1h1,"Hampden Park, Glasgow (GBR)",2014-08-01,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.33,GBR,,2014
546,38.33,,France,,FRA,3h2,"T. Robinson Stadium, Nassau (BAH)",2014-05-25,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.33,BAH,,2014
546,38.33,,Louisiana State,,INT,1f2,"Tuscaloosa, AL (USA)",2016-05-14,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.33,USA,,2016
546,38.33,,Jamaica,,JAM,4h2,"Hayward Field, Eugene, OR (USA)",2022-07-22,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.33,USA,,2022
546,38.33,,Jamaica,,JAM,1,"GC Foster College, Spanish Town (JAM)",2021-05-08,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.33,JAM,,2021
546,38.33,,Esporte Clube Pinheiros,,BRA,1,Bragança Paulista (BRA),2018-09-15,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.33,BRA,,2018
546,38.33,,Germany,,GER,22,"Tianhe Sports Center, Guangzhou (CHN)",2025-05-10,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.33,CHN,,2025
546,38.33,,Poland,,POL,2,"Lenin Stadium, Moskva (URS)",1980-08-01,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.33,URS,,1980
546,38.33,,United States,,USA,1sf2,"Stadio Olimpico, Roma (ITA)",1987-09-05,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.33,ITA,,1987
546,38.33,,Australia,,AUS,43,"Tianhe Sports Center, Guangzhou (CHN)",2025-05-10,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.33,CHN,,2025
546,38.33,,Netherlands,,NED,1,"Centre sportif Bout-du-Monde, Genève (SUI)",2025-06-21,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.33,SUI,,2025
546,38.33,,Auburn,,INT,1,"Hayward Field, Eugene, OR (USA)",2025-06-13,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.33,USA,,2025
546,38.33,,United States,,USA,1,"Olympic Stadium, Montréal (CAN)",1976-07-31,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.33,CAN,,1976
568,38.34,,Great Britain & NI B,,GBR,3,"Crystal Palace, London (GBR)",2008-07-26,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.34,GBR,,2008
568,38.34,,Japan,,JPN,3h1,"T. Robinson Stadium, Nassau (BAH)",2014-05-25,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.34,BAH,,2014
568,38.34,,PR of China,,CHN,4,"Olympic Stadium, London (GBR)",2017-08-12,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.34,GBR,,2017
568,38.34,,Houston,,INT,1,"Eugene, OR (USA)",2017-06-09,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.34,USA,,2017
568,38.34,,France,,FRA,2,"Olympic Stadium, London (GBR)",2015-07-25,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.34,GBR,,2015
568,38.34,,France,,FRA,2f1,"Olympic Stadium, Cheboksary (RUS)",2015-06-20,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.34,RUS,,2015
568,38.34,,Canada,,CAN,1f1,"Gainesville, FL (USA)",2019-03-30,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.34,USA,,2019
568,38.34,,France,,FRA,1h1,"Olympiastadion, Helsinki (FIN)",2005-08-12,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.34,FIN,,2005
568,38.34,,Great Britain & NI,,GBR,2,"Estadio Olímpico, Barcelona (ESP)",1989-09-09,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.34,ESP,,1989
568,38.34,,Netherlands,,NED,1,"Olympiastadion, Helsinki (FIN)",2012-07-01,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.34,FIN,,2012
568,38.34,,United States,,USA,1h3,"International Stadium, Yokohama (JPN)",2019-05-11,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.34,JPN,,2019
568,38.34,,Brazil,,BRA,4h1,"National Stadium, Tokyo (JPN)",2021-08-05,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.34,JPN,,2021
568,38.34,,Germany,,GER,1f1,"Stadion Śląski, Chorzów (POL)",2023-06-24,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.34,POL,,2023
568,38.34,,Netherlands,,NED,1,"Ergilio Hato Stadion, Willemstad (AHO)",2024-04-28,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.34,AHO,,2024
568,38.34,,France,,FRA,4h1,"National Stadium, Tokyo (JPN)",2025-09-20,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.34,JPN,,2025
568,38.34,,Florida,,INT,4,"Hayward Field, Eugene, OR (USA)",2024-06-07,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.34,USA,,2024
568,38.34,,Netherlands,,NED,1h2,"Stadio Olimpico, Roma (ITA)",2024-06-11,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.34,ITA,,2024
568,38.34,,France,,FRA,2h2,"Stade de France, Paris (FRA)",2024-08-08,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.34,FRA,,2024
568,38.34,,United States Blue,,USA,1f1,"Austin, TX (USA)",2002-04-06,1200,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.34,USA,,2002
587,38.35,,Brazil,,BRA,4h1,"Olympic Stadium, London (GBR)",2012-08-10,1199,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.35,GBR,,2012
587,38.35,,United States,,USA,2f1,"Austin, TX (USA)",2002-04-06,1199,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.35,USA,,2002
587,38.35,,United States,,USA,1h2,"Commonwealth Stadium, Edmonton (CAN)",2001-08-11,1199,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.35,CAN,,2001
587,38.35,,Japan,,JPN,1f1,Osaka (JPN),2004-05-08,1199,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.35,JPN,,2004
587,38.35,,Team Elite,,INT,1f1,"New York, NY (USA)",1989-07-22,1199,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.35,USA,,1989
587,38.35,,Soviet Union,,URS,3,"Bruce Stadium, Canberra (AUS)",1985-10-05,1199,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.35,AUS,,1985
587,38.35,,Florida,,INT,1f1,"Durham, NC (USA)",2000-06-02,1199,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.35,USA,,2000
587,38.35,,United States Red,,USA,1f1,"Philadelphia, PA (USA)",2007-04-28,1199,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.35,USA,,2007
587,38.35,,Nigeria,,NGR,1,"Samuel Ogbemudia Stadium, Benin City (NGR)",2022-06-25,1199,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.35,NGR,,2022
587,38.35,,Florida,,INT,1sf1,"Austin, TX (USA)",2019-06-05,1199,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.35,USA,,2019
587,38.35,,South Africa,,RSA,4,"Hampden Park, Glasgow (GBR)",2014-08-02,1199,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.35,GBR,,2014
587,38.35,,Jamaica,,JAM,3,Gold Coast (AUS),2018-04-14,1199,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.35,AUS,,2018
587,38.35,,Jamaica,,JAM,4,"Olympic Stadium, London (GBR)",2016-07-23,1199,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.35,GBR,,2016
587,38.35,,All Stars,,INT,5,"Olympic Stadium, London (GBR)",2016-07-23,1199,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.35,GBR,,2016
587,38.35,,France,,FRA,5h1,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-18,1199,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.35,BRA,,2016
587,38.35,,England,,GBR,1,"Alexander Stadium, Birmingham (GBR)",2022-08-07,1199,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.35,GBR,,2022
587,38.35,,Japan,,JPN,6,"National Stadium, Tokyo (JPN)",2025-09-21,1199,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.35,JPN,,2025
587,38.35,,Great Britain & NI,,GBR,2,"Letzigrund, Zürich (SUI)",2011-09-08,1199,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.35,SUI,,2011
587,38.35,,Canada,,CAN,4,"Olympic Stadium, London (GBR)",2024-07-20,1199,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.35,GBR,,2024
587,38.35,,Kenya,,KEN,32,"Tianhe Sports Center, Guangzhou (CHN)",2025-05-10,1199,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.35,CHN,,2025
587,38.35,,Japan,,JPN,4,"Olympic Stadium, London (GBR)",2012-08-11,1199,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.35,GBR,,2012
587,38.35,,Great Britain & NI,,GBR,2,Gateshead (GBR),2000-08-28,1199,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.35,GBR,,2000
609,38.36,,Canada,,CAN,1sf1,"Olympic Stadium, Atlanta, GA (USA)",1996-08-02,1198,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.36,USA,,1996
609,38.36,,LSU,,INT,1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-04-22,1198,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.36,USA,,2023
609,38.36,,Great Britain & NI,,GBR,22,"The Bahamas National Stadium, Nassau (BAH)",2024-05-04,1198,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.36,BAH,,2024
609,38.36,,Canada,,CAN,2h2,"Olympic Stadium, Athina (GRE)",1997-08-09,1198,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.36,GRE,,1997
609,38.36,,Jamaica,,JAM,1f1,Melbourne (AUS),2006-03-25,1198,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.36,AUS,,2006
609,38.36,,Switzerland,,SUI,5,"Olympiastadion, München (GER)",2022-08-21,1198,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.36,GER,,2022
609,38.36,,United States Red,,USA,2f4,"Philadelphia, PA (USA)",2009-04-25,1198,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.36,USA,,2009
609,38.36,,Stratton Sprint,,INT,1,"Austin, TX (USA)",2013-03-30,1198,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.36,USA,,2013
609,38.36,,Racers Track Club,,JAM,1,Kingston (JAM),2018-02-24,1198,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.36,JAM,,2018
609,38.36,,United States Blue,,USA,2f1,"Philadelphia, PA (USA)",2000-04-29,1198,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.36,USA,,2000
609,38.36,,Cuba,,CUB,1f2,Montauban (FRA),2000-08-15,1198,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.36,FRA,,2000
609,38.36,,Great Britain & NI,,GBR,2h1,"National Stadium, Tokyo (JPN)",1991-08-31,1198,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.36,JPN,,1991
621,38.37,,Jamaica,,JAM,2h1,"Olympiastadion, Helsinki (FIN)",2005-08-12,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.37,FIN,,2005
621,38.37,,Poland,,POL,2h3,"DS, Daegu (KOR)",2011-09-04,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.37,KOR,,2011
621,38.37,,Trinidad and Tobago,,TTO,3f4,"Philadelphia, PA (USA)",2009-04-25,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.37,USA,,2009
621,38.37,,Italy,,ITA,2,"Olympiastadion, Helsinki (FIN)",1983-08-10,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.37,FIN,,1983
621,38.37,,United States C,,USA,2,München (GER),2004-08-08,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.37,GER,,2004
621,38.37,,Australia,,AUS,1er,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",2025-02-08,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.37,AUS,,2025
621,38.37,,Netherlands,,NED,5,"Luzhniki Stadion, Moskva (RUS)",2013-08-18,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.37,RUS,,2013
621,38.37,,LSU,,INT,1sf3,"Austin, TX (USA)",2019-06-05,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.37,USA,,2019
621,38.37,,Commonwealth Select,,INT,2f1,"Walnut, CA (USA)",1993-04-17,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.37,USA,,1993
621,38.37,,Germany,,GER,6h2,"Olympic Stadium, London (GBR)",2012-08-10,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.37,GBR,,2012
631,38.38,,PR of China,,CHN,5h1,"Olympic Stadium, London (GBR)",2012-08-10,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.38,GBR,,2012
631,38.38,,France,,FRA,2h1,"DS, Daegu (KOR)",2011-09-04,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.38,KOR,,2011
631,38.38,,Louisiana State,,INT,1,"Des Moines, IA (USA)",2012-06-09,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.38,USA,,2012
631,38.38,,Italy,,ITA,1,"Stadio Luigi Ridolfi, Firenze (ITA)",2023-05-07,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.38,ITA,,2023
631,38.38,,France,,FRA,2,"Olympisch Stadion, Amsterdam (NED)",2016-07-10,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.38,NED,,2016
631,38.38,,Canada,,CAN,1er,Ottawa (CAN),2015-07-15,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.38,CAN,,2015
631,38.38,,Trinidad and Tobago,,TTO,3h1,"Luzhniki Stadion, Moskva (RUS)",2013-08-18,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.38,RUS,,2013
631,38.38,,Texas A&M,,INT,1h3,"Des Moines, IA (USA)",2011-06-08,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.38,USA,,2011
631,38.38,,Canada,,CAN,1h1,"Ullevi Stadium, Göteborg (SWE)",1995-08-12,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.38,SWE,,1995
631,38.38,,Trinidad and Tobago,,TTO,1f,Helsinki (FIN),2005-07-25,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.38,FIN,,2005
631,38.38,,United States Blue,,USA,1,"Crystal Palace, London (GBR)",2007-08-03,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.38,GBR,,2007
631,38.38,,PR of China,,CHN,5h2,"National Stadium, Tokyo (JPN)",2025-09-20,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.38,JPN,,2025
631,38.38,,Auburn,,INT,1sf1,"Hayward Field, Eugene, OR (USA)",2024-06-05,1197,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.38,USA,,2024
644,38.39,,PR of China,,CHN,1,Hangzhou (CHN),2021-07-10,1196,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.39,CHN,,2021
644,38.39,,Canada,,CAN,3h2,"Stade de France, Paris (FRA)",2024-08-08,1196,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.39,FRA,,2024
644,38.39,,Germany,,GER,1,Regensburg (GER),2019-07-07,1196,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.39,GER,,2019
644,38.39,,Canada,,CAN,5,"Olympiastadion, Berlin (GER)",2009-08-22,1196,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.39,GER,,2009
644,38.39,,Sprint Capital,,USA,2f1,"Walnut, CA (USA)",2006-04-15,1196,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.39,USA,,2006
644,38.39,,Cuba,,CUB,4,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-22,1196,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.39,GER,,1993
644,38.39,,Great Britain & NI,,GBR,1f1,"International Stadium, Gateshead (GBR)",2013-06-22,1196,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.39,GBR,,2013
644,38.39,,Netherlands,,NED,5,"Olympic Stadium, London (GBR)",2012-08-11,1196,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.39,GBR,,2012
644,38.39,,HSI,,USA,1,"Walnut, CA (USA)",2012-04-21,1196,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.39,USA,,2012
644,38.39,,Japan,,JPN,6,"Luzhniki Stadion, Moskva (RUS)",2013-08-18,1196,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.39,RUS,,2013
644,38.39,,United States,,USA,1,"Philadelphia, PA (USA)",2018-04-28,1196,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.39,USA,,2018
644,38.39,,Canada,,CAN,3h1,"CIBC, Toronto (CAN)",2015-07-24,1196,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.39,CAN,,2015
644,38.39,,Great Britain & NI,,GBR,1,"Hampden Park, Glasgow (GBR)",2014-07-12,1196,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.39,GBR,,2014
644,38.39,,Italy,,ITA,3,"Poljud Stadion, Split (CRO)",1990-09-01,1196,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.39,CRO,,1990
644,38.39,,Netherlands,,NED,1,Genève (SUI),2019-06-15,1196,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.39,SUI,,2019
644,38.39,,Auburn,,INT,1f5,"Percy Beard Track, Gainesville, FL (USA)",2025-04-19,1196,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.39,USA,,2025
644,38.39,,Jamaica,,JAM,1sf1,"Estadio Olímpico, Ciudad de México (MEX)",1968-10-19,1196,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.39,MEX,,1968
644,38.39,,German Democratic Republic,,GDR,4,"Bruce Stadium, Canberra (AUS)",1985-10-05,1196,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.39,AUS,,1985
644,38.39,,United States U23,,USA,1f1,Toluca (MEX),2008-07-19,1196,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.39,MEX,,2008
663,38.4,,United States,,USA,1f1,"Letzigrund, Zürich (SUI)",2007-09-07,1195,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.4,SUI,,2007
663,38.4,,France,,FRA,3,"Olympic Stadium, Seoul (KOR)",1988-10-01,1195,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.4,KOR,,1988
663,38.4,,Cuba,,CUB,2,"Estadio Olímpico, Ciudad de México (MEX)",1968-10-20,1195,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.4,MEX,,1968
663,38.4,,Brazil,,BRA,4f1,"T. Robinson Stadium, Nassau (BAH)",2014-05-25,1195,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.4,BAH,,2014
663,38.4,,United States Red,,USA,1f2,"Philadelphia, PA (USA)",2012-04-28,1195,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.4,USA,,2012
663,38.4,,Germany,,GER,1f1,"Wattenscheid, Bochum (GER)",2009-08-02,1195,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.4,GER,,2009
663,38.4,,Japan,,JPN,5f1,"T. Robinson Stadium, Nassau (BAH)",2014-05-25,1195,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.4,BAH,,2014
663,38.4,,Italy,,ITA,2h2,"Stadio Olimpico, Roma (ITA)",2024-06-11,1195,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.4,ITA,,2024
663,38.4,,LSU,,INT,1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2024-04-27,1195,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.4,USA,,2024
663,38.4,,Altis B,,USA,1,"Tempe, AZ (USA)",2016-04-09,1195,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.4,USA,,2016
663,38.4,,France,,FRA,2f1,München (GER),2007-06-23,1195,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.4,GER,,2007
663,38.4,,Brazil,,BRA,44,"Tianhe Sports Center, Guangzhou (CHN)",2025-05-10,1195,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.4,CHN,,2025
675,38.41,,Great Britain & NI,,GBR,1f1,"International Stadium, Gateshead (GBR)",2000-07-15,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,GBR,,2000
675,38.41,,United States Red,,USA,1,"Stade Louis II, Monaco (MON)",2008-07-29,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,MON,,2008
675,38.41,,Great Britain & NI,,GBR,3,"Letzigrund, Zürich (SUI)",2010-08-19,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,SUI,,2010
675,38.41,,Team Speed Unlimited,,USA,1,"Austin, TX (USA)",2011-04-09,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,USA,,2011
675,38.41,,Italy,,ITA,3h3,"DS, Daegu (KOR)",2011-09-04,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,KOR,,2011
675,38.41,,Germany,,GER,1f1,Weinheim (GER),2012-05-26,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,GER,,2012
675,38.41,,Saint Kitts and Nevis,,SKN,6h1,"Olympic Stadium, London (GBR)",2012-08-10,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,GBR,,2012
675,38.41,,Germany,,GER,1,Regensburg (GER),2013-06-08,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,GER,,2013
675,38.41,,Netherlands,,NED,3h3,"Luzhniki Stadion, Moskva (RUS)",2013-08-18,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,RUS,,2013
675,38.41,,Racers Track Club,,JAM,1,Kingston (JAM),2014-04-12,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,JAM,,2014
675,38.41,,Canada,,CAN,2h1,"Hampden Park, Glasgow (GBR)",2014-08-01,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,GBR,,2014
675,38.41,,Netherlands,,NED,6h2,"National Stadium, Beijing (CHN)",2015-08-29,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,CHN,,2015
675,38.41,,Brazil,,BRA,6,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-19,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,BRA,,2016
675,38.41,,United States Blue,,USA,3,"Stade Louis II, Monaco (MON)",2017-07-21,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,MON,,2017
675,38.41,,Barbados,,BAR,1,Barranquilla (COL),2018-08-02,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,COL,,2018
675,38.41,,LSU,,INT,1,"Austin, TX (USA)",2019-03-30,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,USA,,2019
675,38.41,,Brazil,,BRA,5h2,"Hayward Field, Eugene, OR (USA)",2022-07-22,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,USA,,2022
675,38.41,,Great Britain & NI,,GBR,1h1,"Olympiastadion, München (GER)",2022-08-19,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,GER,,2022
675,38.41,,Nigeria,,NGR,1,"University of Ghana Sports Stadium, Accra (GHA)",2024-03-20,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,GHA,,2024
675,38.41,,USC,,INT,1f2,"Cushing Stadium, College Station, TX (USA)",2025-04-12,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,USA,,2025
675,38.41,,Jamaica,,JAM,3,"Stadio Olimpico, Roma (ITA)",1987-09-06,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,ITA,,1987
675,38.41,,Brazil,,BRA,3,"Olympic Stadium, Atlanta, GA (USA)",1996-08-03,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,USA,,1996
675,38.41,,Italy,,ITA,2sf2,"Ullevi Stadium, Göteborg (SWE)",1995-08-12,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,SWE,,1995
675,38.41,,Ghana,,GHA,1h1,"Olympic Stadium, Athina (GRE)",1997-08-09,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,GRE,,1997
675,38.41,,Soviet Union,,URS,3,"Olympiastadion, Helsinki (FIN)",1983-08-10,1194,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.41,FIN,,1983
700,38.42,,Louisiana State,,INT,1f1,"Des Moines, IA (USA)",2008-06-13,1193,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.42,USA,,2008
700,38.42,,Canada,,CAN,1,Burnaby (CAN),2018-06-27,1193,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.42,CAN,,2018
700,38.42,,Louisiana State,,USA,1,"Eugene, OR (USA)",2016-06-10,1193,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.42,USA,,2016
700,38.42,,UTech,,JAM,2,Kingston (JAM),2014-04-12,1193,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.42,JAM,,2014
700,38.42,,Italy,,ITA,1f1,"Stadio Luigi Ridolfi, Firenze (ITA)",2003-06-21,1193,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.42,ITA,,2003
700,38.42,,Brazil,,BRA,2sf1,"Olympic Stadium, Atlanta, GA (USA)",1996-08-02,1193,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.42,USA,,1996
700,38.42,,HSI,,INT,1f1,"Austin, TX (USA)",1998-04-04,1193,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.42,USA,,1998
700,38.42,,United States Red,,USA,1f1,"Philadelphia, PA (USA)",2004-04-24,1193,4x100-metres-relay,relays,male,senior,4x100-metres-relay,track,38.42,USA,,2004
