rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
597,42.67,,Nigeria,,NGR,4f1,"T. Robinson Stadium, Nassau (BAH)",2014-05-24,1192,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.67,BAH,,2014
603,42.68,,Germany,,GER,2,"Népstadion, Budapest (HUN)",1998-08-22,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.68,HUN,,1998
603,42.68,,Poland,,POL,3,"Estadio Olímpico, Barcelona (ESP)",2010-08-01,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.68,ESP,,2010
603,42.68,,Louisiana State,,INT,1h1,"Des Moines, IA (USA)",2012-06-06,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.68,USA,,2012
603,42.68,,Oregon,,USA,1f1,"Walnut, CA (USA)",2016-04-16,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.68,USA,,2016
603,42.68,,Jamaica,,JAM,2,"CIBC, Toronto (CAN)",2015-07-25,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.68,CAN,,2015
603,42.68,,Bulgaria,,BUL,2,"Neckarstadion, Stuttgart (GER)",1986-08-31,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.68,GER,,1986
603,42.68,,Ohio State,,INT,1sf2,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-08,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.68,USA,,2023
603,42.68,,Star Athletics,,USA,1,"Mike A. Myers Stadium, Austin, TX (USA)",2022-03-26,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.68,USA,,2022
603,42.68,,Nigeria,,NGR,3h2,"Hayward Field, Eugene, OR (USA)",2022-07-22,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.68,USA,,2022
603,42.68,,France,,FRA,4h1,"National Stadium, Tokyo (JPN)",2021-08-05,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.68,JPN,,2021
613,42.69,,France,,FRA,3,"Olympic Stadium, Athina (GRE)",1982-09-11,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.69,GRE,,1982
613,42.69,,Great Britain & NI,,GBR,1,"Olympic Stadium, London (GBR)",2013-07-26,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.69,GBR,,2013
613,42.69,,Texas A&M,,INT,2,"Philadelphia, PA (USA)",2008-04-25,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.69,USA,,2008
613,42.69,,Canada,,CAN,6,"Stade de France, Paris (FRA)",2024-08-09,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.69,FRA,,2024
613,42.69,,LSU,,INT,2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2022-04-09,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.69,USA,,2022
613,42.69,,Germany,,GER,3,"Letzigrund, Zürich (SUI)",2018-08-30,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.69,SUI,,2018
613,42.69,,Netherlands,,NED,2,"Olympic Stadium, London (GBR)",2015-07-24,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.69,GBR,,2015
613,42.69,,Russia,,RUS,4sf2,"Olympic Stadium, Athina (GRE)",1997-08-08,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.69,GRE,,1997
613,42.69,,Federal Republic of Germany,,FRG,2sf2,"Olympic Stadium, Seoul (KOR)",1988-10-01,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.69,KOR,,1988
613,42.69,,Bahamas,,BAH,4,"Olympic Stadium, Athina (GRE)",2004-08-27,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.69,GRE,,2004
613,42.69,,Germany,,GER,3h2,"Olympic Stadium, London (GBR)",2012-08-09,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.69,GBR,,2012
624,42.7,,Arkansas,,INT,2h1,"John McDonnell Field, Fayetteville, AR (USA)",2024-05-25,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.7,USA,,2024
624,42.7,,LSU,,INT,1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2021-04-24,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.7,USA,,2021
624,42.7,,Nigeria,,NGR,6h2,"Stade de France, Paris (FRA)",2024-08-08,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.7,FRA,,2024
624,42.7,,Star Athletics,,USA,1,"Prairie View, TX (USA)",2021-04-03,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.7,USA,,2021
624,42.7,,Ukraine,,UKR,1h1,"Olympiastadion, Helsinki (FIN)",2012-06-30,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.7,FIN,,2012
624,42.7,,Netherlands,,NED,6,"Olympic Stadium, London (GBR)",2012-08-10,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.7,GBR,,2012
624,42.7,,France,,FRA,4,"DS, Daegu (KOR)",2011-09-04,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.7,KOR,,2011
624,42.7,,Canada,,CAN,3h1,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-18,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.7,BRA,,2016
624,42.7,,PR of China,,CHN,4h1,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-18,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.7,BRA,,2016
624,42.7,,Shanghai-Guangdong-Guangxi B,,CHN,2,Tianjin (CHN),2017-09-07,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.7,CHN,,2017
624,42.7,,Oregon,,USA,1,"Tucson, AZ (USA)",2018-04-28,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.7,USA,,2018
624,42.7,,Jamaica,,JAM,2h2,"Yanmar Stadium Nagai, Osaka (JPN)",2007-09-01,1191,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.7,JPN,,2007
636,42.71,,France,,FRA,3h1,"National Stadium, Tokyo (JPN)",2025-09-20,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.71,JPN,,2025
636,42.71,,Nigeria,,NGR,13,"The Bahamas National Stadium, Nassau (BAH)",2024-05-05,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.71,BAH,,2024
636,42.71,,Arkansas,,INT,4,"Hayward Field, Eugene, OR (USA)",2024-06-08,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.71,USA,,2024
636,42.71,,Switzerland,,SUI,6,"Olympic Stadium, London (GBR)",2024-07-20,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.71,GBR,,2024
636,42.71,,Italy,,ITA,4h2,"Hayward Field, Eugene, OR (USA)",2022-07-22,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.71,USA,,2022
636,42.71,,Trinidad and Tobago,,TTO,6,"Khalifa International Stadium, Doha (QAT)",2019-10-05,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.71,QAT,,2019
636,42.71,,UT Elite,,USA,1,"Mike A. Myers Stadium, Austin, TX (USA)",2021-03-27,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.71,USA,,2021
636,42.71,,PR of China,,CHN,6,"National Stadium, Tokyo (JPN)",2021-08-06,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.71,JPN,,2021
636,42.71,,Netherlands,,NED,3,"Olympic Stadium, London (GBR)",2018-07-22,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.71,GBR,,2018
636,42.71,,Switzerland,,SUI,1f1,Genève (SUI),2018-06-09,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.71,SUI,,2018
636,42.71,,Germany,,GER,1h2,"Olympisch Stadion, Amsterdam (NED)",2016-07-09,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.71,NED,,2016
636,42.71,,Great Britain & NI,,GBR,2,"Olympiastadion, Helsinki (FIN)",1983-08-10,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.71,FIN,,1983
636,42.71,,Ukraine,,UKR,3,"Letzigrund, Zürich (SUI)",2013-08-29,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.71,SUI,,2013
636,42.71,,Russia,,RUS,1,"Ullevi Stadium, Göteborg (SWE)",2006-08-13,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.71,SWE,,2006
636,42.71,,Bulgaria,,BUL,4,"Stadio Olimpico, Roma (ITA)",1987-09-06,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.71,ITA,,1987
636,42.71,,Poland,,POL,3,Moskva (URS),1985-08-17,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.71,URS,,1985
636,42.71,,PR of China,,CHN,3,"Olympic Stadium, London (GBR)",2019-07-20,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.71,GBR,,2019
636,42.71,,Oregon,,USA,1,"Seattle, WA (USA)",2016-05-15,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.71,USA,,2016
654,42.72,,Nigeria,,NGR,2h1,"National Stadium, Tokyo (JPN)",1991-08-31,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.72,JPN,,1991
654,42.72,,Great Britain & NI,,GBR,2,"Stadion Evžena Rošického, Praha (TCH)",1978-09-03,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.72,TCH,,1978
654,42.72,,Pure Athletics,,INT,1f1,"Coral Gables, FL (USA)",2011-04-16,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.72,USA,,2011
654,42.72,,Florida,,USA,2,"Starkville, MS (USA)",2015-05-16,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.72,USA,,2015
654,42.72,,England,,GBR,1h2,"Alexander Stadium, Birmingham (GBR)",2022-08-06,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.72,GBR,,2022
654,42.72,,Germany,,GER,13,"The Bahamas National Stadium, Nassau (BAH)",2024-05-04,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.72,BAH,,2024
654,42.72,,PR of China,,CHN,1,Xi'an (CHN),2021-09-24,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.72,CHN,,2021
654,42.72,,Florida State,,INT,1h2,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2025-05-31,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.72,USA,,2025
654,42.72,,Ole Mississippi,,INT,1h3,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",2024-05-25,1190,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.72,USA,,2024
663,42.73,,Baylor,,USA,1f2,"Rock Chalk Park, Lawrence, KS (USA)",2025-05-17,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.73,USA,,2025
663,42.73,,Athletics Canada,,CAN,2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2025-04-26,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.73,USA,,2025
663,42.73,,Russia,,RUS,1,"Stadio Luigi Ridolfi, Firenze (ITA)",2005-06-18,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.73,ITA,,2005
663,42.73,,Jamaica,,JAM,2,Manchester (GBR),2002-07-31,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.73,GBR,,2002
663,42.73,,Germany,,GER,1,Chemnitz (GER),2000-07-22,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.73,GER,,2000
663,42.73,,Jamaica,,JAM,3,"Olympiastadion, Helsinki (FIN)",1983-08-10,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.73,FIN,,1983
663,42.73,,Russia,,RUS,3,"Népstadion, Budapest (HUN)",1998-08-22,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.73,HUN,,1998
663,42.73,,Switzerland,,SUI,5h2,"Hayward Field, Eugene, OR (USA)",2022-07-22,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.73,USA,,2022
663,42.73,,Bahrain,,BRN,1,Jakarta (INA),2018-08-30,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.73,INA,,2018
663,42.73,,Florida,,USA,3,"Eugene, OR (USA)",2017-06-10,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.73,USA,,2017
673,42.74,,Nigeria,,NGR,4h1,"Olympic Stadium, London (GBR)",2012-08-09,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.74,GBR,,2012
673,42.74,,Nigeria,,NGR,2h3,"DS, Daegu (KOR)",2011-09-04,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.74,KOR,,2011
673,42.74,,Jamaica,,JAM,3,"Philadelphia, PA (USA)",2011-04-30,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.74,USA,,2011
673,42.74,,Netherlands,,NED,7,"Stade de France, Paris (FRA)",2024-08-09,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.74,FRA,,2024
673,42.74,,Jamaica,,JAM,12,"The Bahamas National Stadium, Nassau (BAH)",2024-05-05,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.74,BAH,,2024
673,42.74,,United States U23,,USA,1,"Estadio Nacional - La Sabana, San José (CRC)",2023-07-22,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.74,CRC,,2023
673,42.74,,Oregon,,INT,1h2,"John McDonnell Field, Fayetteville, AR (USA)",2022-05-26,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.74,USA,,2022
673,42.74,,Great Britain & NI,,GBR,1,"Hampden Park, Glasgow (GBR)",2014-07-11,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.74,GBR,,2014
673,42.74,,United States Blue,,USA,2,"Philadelphia, PA (USA)",2000-04-29,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.74,USA,,2000
673,42.74,,Germany,,GER,2h2,"La Cartuja, Sevilla (ESP)",1999-08-28,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.74,ESP,,1999
673,42.74,,Bahamas,,BAH,3sf1,"Ullevi Stadium, Göteborg (SWE)",1995-08-12,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.74,SWE,,1995
673,42.74,,United States Blue,,USA,1,"Philadelphia, PA (USA)",2010-04-24,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.74,USA,,2010
673,42.74,,Soviet Union,,URS,3,"Neckarstadion, Stuttgart (GER)",1986-08-31,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.74,GER,,1986
673,42.74,,South Carolina,,USA,1f1,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",2025-04-19,1189,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.74,USA,,2025
687,42.75,,South Carolina,,USA,1f2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",2025-05-17,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.75,USA,,2025
687,42.75,,Australia,,AUS,4h1,"Stade de France, Paris (FRA)",2024-08-08,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.75,FRA,,2024
687,42.75,,Trinidad and Tobago,,TTO,2h1,"Khalifa International Stadium, Doha (QAT)",2019-10-04,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.75,QAT,,2019
687,42.75,,Switzerland,,SUI,4,"Letzigrund, Zürich (SUI)",2019-08-29,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.75,SUI,,2019
687,42.75,,Nigeria,,NGR,3,Gold Coast (AUS),2018-04-14,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.75,AUS,,2018
687,42.75,,LSU,,INT,2h1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",2024-05-25,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.75,USA,,2024
687,42.75,,Switzerland,,SUI,23,"The Bahamas National Stadium, Nassau (BAH)",2024-05-05,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.75,BAH,,2024
687,42.75,,France,,FRA,2f1,"The Bahamas National Stadium, Nassau (BAH)",2024-05-05,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.75,BAH,,2024
687,42.75,,Great Britain & NI,,GBR,6,"Hayward Field, Eugene, OR (USA)",2022-07-23,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.75,USA,,2022
687,42.75,,Texas Tech,,INT,2f2,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",2022-05-15,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.75,USA,,2022
687,42.75,,Great Britain & NI,,GBR,1h2,"Luzhniki Stadion, Moskva (RUS)",2013-08-18,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.75,RUS,,2013
687,42.75,,United States,,USA,2,"Luzhniki Stadion, Moskva (RUS)",2013-08-18,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.75,RUS,,2013
687,42.75,,Speed Divas,,USA,1f1,"Gainesville, FL (USA)",2011-04-02,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.75,USA,,2011
687,42.75,,Great Britain & NI,,GBR,5f1,"T. Robinson Stadium, Nassau (BAH)",2014-05-24,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.75,BAH,,2014
687,42.75,,Federal Republic of Germany,,FRG,2,"Stadio Olimpico, Roma (ITA)",1974-09-08,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.75,ITA,,1974
687,42.75,,Soviet Union,,URS,3,"Olympic Stadium, Seoul (KOR)",1988-10-01,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.75,KOR,,1988
687,42.75,,Belgium,,BEL,3,"Yanmar Stadium Nagai, Osaka (JPN)",2007-09-01,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.75,JPN,,2007
704,42.76,,Soviet Union,,URS,2,"Estadio Olímpico, Barcelona (ESP)",1989-09-10,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.76,ESP,,1989
704,42.76,,Netherlands,,NED,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",2018-07-05,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.76,SUI,,2018
704,42.76,,Switzerland,,SUI,2h1,"Stadio Olimpico, Roma (ITA)",2024-06-11,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.76,ITA,,2024
704,42.76,,South Carolina,,USA,1f1,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2025-05-03,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.76,USA,,2025
704,42.76,,HSI,,USA,1,"Walnut, CA (USA)",2003-04-19,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.76,USA,,2003
704,42.76,,University of Texas,,INT,1,"Amherst, MA (USA)",1998-06-05,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.76,USA,,1998
704,42.76,,France,,FRA,6,"Olympic Stadium, Atlanta, GA (USA)",1996-08-03,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.76,USA,,1996
704,42.76,,Federal Republic of Germany,,FRG,4,"Olympic Stadium, Seoul (KOR)",1988-10-01,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.76,KOR,,1988
712,42.77,,Nigeria,,NGR,4,"National Stadium, Tokyo (JPN)",1991-09-01,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.77,JPN,,1991
712,42.77,,Jamaica,,JAM,2,"Philadelphia, PA (USA)",2009-04-25,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.77,USA,,2009
712,42.77,,Germany,,GER,1,Brisbane (AUS),2000-09-17,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.77,AUS,,2000
712,42.77,,Ukraine,,UKR,1,"Central Stadium, Kazan (RUS)",2013-07-12,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.77,RUS,,2013
712,42.77,,Nigeria,,NGR,2h2,"T. Robinson Stadium, Nassau (BAH)",2014-05-24,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.77,BAH,,2014
712,42.77,,Netherlands,,NED,2h1,"Letzigrund, Zürich (SUI)",2014-08-16,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.77,SUI,,2014
712,42.77,,Bahamas,,BAH,6,"Olympic Stadium, Athina (GRE)",1997-08-09,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.77,GRE,,1997
712,42.77,,France,,FRA,1,Strasbourg (FRA),1999-06-29,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.77,FRA,,1999
712,42.77,,Canada,,CAN,2,"Memorial Coliseum, Los Angeles, CA (USA)",1984-08-11,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.77,USA,,1984
712,42.77,,Tiger Olympians,,USA,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2024-04-20,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.77,USA,,2024
712,42.77,,Texas Tech,,INT,1h2,"John McDonnell Field, Fayetteville, AR (USA)",2024-05-25,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.77,USA,,2024
712,42.77,,Spain,,ESP,7h2,"Stade de France, Paris (FRA)",2024-08-08,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.77,FRA,,2024
712,42.77,,Louisiana State,,USA,1f2,"Tuscaloosa, AL (USA)",2016-05-14,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.77,USA,,2016
712,42.77,,Brazil,,BRA,3h2,"Olympic Stadium, London (GBR)",2017-08-12,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.77,GBR,,2017
712,42.77,,USC,,USA,1,"Los Angeles, CA (USA)",2019-04-28,1188,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.77,USA,,2019
727,42.78,,Jamaica,,JAM,3,"Philadelphia, PA (USA)",2000-04-29,1187,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.78,USA,,2000
727,42.78,,Soviet Union,,URS,3h1,"National Stadium, Tokyo (JPN)",1991-08-31,1187,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.78,JPN,,1991
727,42.78,,Florida State,,INT,2sf3,"Hayward Field, Eugene, OR (USA)",2022-06-09,1187,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.78,USA,,2022
727,42.78,,Tiger Olympians,,INT,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2024-03-30,1187,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.78,USA,,2024
727,42.78,,Germany,,GER,4h1,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-25,1187,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.78,HUN,,2023
727,42.78,,Russia,,RUS,1,Moskva (RUS),2004-09-05,1187,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.78,RUS,,2004
727,42.78,,South Florida Elite,,INT,1,"Coral Gables, FL (USA)",2006-04-15,1187,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.78,USA,,2006
727,42.78,,Russia,,RUS,1,"Olympiastadion, München (GER)",2007-06-23,1187,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.78,GER,,2007
735,42.79,,Kentucky,,INT,1h2,"Lexington, KY (USA)",2017-05-27,1187,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.79,USA,,2017
735,42.79,,Arkansas,,INT,3,"Austin, TX (USA)",2019-06-08,1187,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.79,USA,,2019
735,42.79,,Germany,,GER,5,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-22,1187,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.79,GER,,1993
738,42.8,,Louisiana State,,USA,3,"Starkville, MS (USA)",2015-05-16,1186,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.8,USA,,2015
738,42.8,,PR of China,,CHN,1h3,Chongqing (CHN),2021-06-25,1186,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.8,CHN,,2021
738,42.8,,Louisiana State,,INT,1,"Auburn, AL (USA)",2008-05-18,1186,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.8,USA,,2008
738,42.8,,Russia,,RUS,1,"Parc des Sports, Annecy (FRA)",2008-06-21,1186,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.8,FRA,,2008
738,42.8,,Great Britain & NI,,GBR,3,"Olympic Stadium, London (GBR)",2015-07-24,1186,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.8,GBR,,2015
738,42.8,,Netherlands,,NED,2,"Olympiastadion, Helsinki (FIN)",2012-07-01,1186,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.8,FIN,,2012
738,42.8,,Texas A&M,,INT,1,"Eugene, OR (USA)",2014-06-14,1186,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.8,USA,,2014
738,42.8,,Great Britain & NI,,GBR,3f1,"The Bahamas National Stadium, Nassau (BAH)",2024-05-05,1186,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.8,BAH,,2024
738,42.8,,Jamaica,,JAM,1,"Flora Duffy Stadium, Devonshire (BER)",2023-05-21,1186,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.8,BER,,2023
738,42.8,,Belarus,,BLR,1h3,"Olympiastadion, Helsinki (FIN)",2005-08-12,1186,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.8,FIN,,2005
738,42.8,,Germany,,GER,1,Königs Wusterhausen (GER),2000-08-29,1186,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.8,GER,,2000
738,42.8,,Belgium,,BEL,11,"Tianhe Sports Center, Guangzhou (CHN)",2025-05-10,1186,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.8,CHN,,2025
738,42.8,,Texas A&M,,USA,1,"Norman, OK (USA)",2009-05-30,1186,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.8,USA,,2009
751,42.81,,Auburn Elite,,USA,1f1,"Auburn, AL (USA)",2012-04-21,1186,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.81,USA,,2012
751,42.81,,Oregon,,USA,1,"Eugene, OR (USA)",2017-05-14,1186,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.81,USA,,2017
751,42.81,,Kentucky,,INT,2,"Mike A. Myers Stadium, Austin, TX (USA)",2023-04-01,1186,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.81,USA,,2023
