rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
286,42.32,,German Democratic Republic,,GDR,2,"Olympic Stadium, Montréal (CAN)",1979-08-26,1207,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.32,CAN,,1979
286,42.32,,Germany,,GER,1,"Commonwealth Stadium, Edmonton (CAN)",2001-08-11,1207,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.32,CAN,,2001
286,42.32,,Netherlands,,NED,3h2,"National Stadium, Beijing (CHN)",2015-08-29,1207,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.32,CHN,,2015
286,42.32,,Louisiana State,,USA,1h1,"Lexington, KY (USA)",2017-05-27,1207,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.32,USA,,2017
286,42.32,,United States,,USA,2f1,"T. Robinson Stadium, Nassau (BAH)",2015-05-03,1207,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.32,BAH,,2015
286,42.32,,United States,,USA,1,"Olympic Stadium, London (GBR)",2015-07-24,1207,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.32,GBR,,2015
286,42.32,,Germany,,GER,3,"Letzigrund, Zürich (SUI)",2017-08-24,1207,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.32,SUI,,2017
286,42.32,,Empire Athletics,,INT,1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-04-22,1207,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.32,USA,,2023
294,42.33,,Great Britain & NI,,GBR,14,"The Bahamas National Stadium, Nassau (BAH)",2024-05-04,1207,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.33,BAH,,2024
294,42.33,,Jamaica,,JAM,3f1,"Tianhe Sports Center, Guangzhou (CHN)",2025-05-11,1207,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.33,CHN,,2025
294,42.33,,Soviet Union,,URS,3,"Stadio Olimpico, Roma (ITA)",1987-09-06,1207,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.33,ITA,,1987
294,42.33,,Germany,,GER,3,"National Stadium, Tokyo (JPN)",1991-09-01,1207,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.33,JPN,,1991
294,42.33,,United States Red,,USA,1,"Philadelphia, PA (USA)",2000-04-29,1207,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.33,USA,,2000
294,42.33,,Americas,,INT,1,"Stade Louis II, Monaco (MON)",2008-07-29,1207,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.33,MON,,2008
294,42.33,,Jamaica,,JAM,2,"Letzigrund, Zürich (SUI)",2014-08-28,1207,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.33,SUI,,2014
294,42.33,,Netherlands,,NED,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",2019-07-05,1207,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.33,SUI,,2019
294,42.33,,Tumbleweed Track Club,,INT,1f1,"Percy Beard Track, Gainesville, FL (USA)",2022-04-16,1207,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.33,USA,,2022
294,42.33,,Great Britain & NI,,GBR,2h1,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-25,1207,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.33,HUN,,2023
304,42.34,,United States,,USA,1h1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-21,1206,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.34,GER,,1993
304,42.34,,Oregon,,USA,1f2,"Gainesville, FL (USA)",2017-04-01,1206,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.34,USA,,2017
304,42.34,,Ole Mississippi,,INT,1,"Hayward Field, Eugene, OR (USA)",2024-06-08,1206,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.34,USA,,2024
304,42.34,,Germany,,GER,1,"Olympiastadion, München (GER)",2022-08-21,1206,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.34,GER,,2022
304,42.34,,Germany,,GER,1h2,"Olympiastadion, Berlin (GER)",2018-08-12,1206,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.34,GER,,2018
304,42.34,,Texas,,INT,1sf2,"Hayward Field, Eugene, OR (USA)",2022-06-09,1206,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.34,USA,,2022
304,42.34,,Germany,,GER,1h2,"Olympic Stadium, London (GBR)",2017-08-12,1206,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.34,GBR,,2017
304,42.34,,United States Red,,USA,1,"Stade Louis II, Monaco (MON)",2017-07-21,1206,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.34,MON,,2017
312,42.35,,France,,FRA,1h2,"Stadio Olimpico, Roma (ITA)",2024-06-11,1206,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.35,ITA,,2024
312,42.35,,Jamaica,,JAM,3h2,"Stade de France, Paris (FRA)",2024-08-08,1206,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.35,FRA,,2024
312,42.35,,Oregon,,USA,1,"Philadelphia, PA (USA)",2017-04-28,1206,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.35,USA,,2017
312,42.35,,Bahamas,,BAH,2,"Stade Louis II, Monaco (MON)",2000-08-18,1206,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.35,MON,,2000
312,42.35,,United States,,USA,1,"Grand Bahama Sports Complex, Freeport (BAH)",2022-08-21,1206,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.35,BAH,,2022
312,42.35,,Texas,,INT,1f2,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",2022-05-15,1206,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.35,USA,,2022
318,42.36,,USC,,USA,1h3,"Cushing Stadium, College Station, TX (USA)",2025-05-31,1205,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.36,USA,,2025
318,42.36,,USC,,USA,1f2,"Hilmer Lodge Stadium, Walnut, CA (USA)",2025-04-19,1205,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.36,USA,,2025
318,42.36,,Jamaica,,JAM,2h1,"La Cartuja, Sevilla (ESP)",1999-08-28,1205,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.36,ESP,,1999
318,42.36,,Jamaica,,JAM,1sf2,"Ullevi Stadium, Göteborg (SWE)",1995-08-12,1205,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.36,SWE,,1995
318,42.36,,Russia,,RUS,2,"Olympic Stadium, Athina (GRE)",2006-09-16,1205,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.36,GRE,,2006
318,42.36,,Texas A&M,,USA,1,"Fayetteville, AR (USA)",2009-06-12,1205,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.36,USA,,2009
318,42.36,,Ukraine,,UKR,1h2,"Olympic Stadium, London (GBR)",2012-08-09,1205,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.36,GBR,,2012
318,42.36,,Germany,,GER,4,"Olympic Stadium, London (GBR)",2017-08-12,1205,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.36,GBR,,2017
318,42.36,,Great Britain & NI,,GBR,1,"Olympic Stadium, London (GBR)",2018-07-22,1205,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.36,GBR,,2018
318,42.36,,PR of China,,CHN,3h2,"Khalifa International Stadium, Doha (QAT)",2019-10-04,1205,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.36,QAT,,2019
328,42.37,,Texas,,INT,1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2022-04-30,1205,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.37,USA,,2022
328,42.37,,Jamaica,,JAM,2h1,"Hayward Field, Eugene, OR (USA)",2022-07-22,1205,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.37,USA,,2022
328,42.37,,Jamaica,,JAM,2h2,"Olympic Stadium, London (GBR)",2012-08-09,1205,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.37,GBR,,2012
331,42.38,,United States,,USA,4f1,"Tianhe Sports Center, Guangzhou (CHN)",2025-05-11,1204,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.38,CHN,,2025
331,42.38,,Canada,,CAN,4h2,"National Stadium, Tokyo (JPN)",2025-09-20,1204,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.38,JPN,,2025
331,42.38,,Germany,,GER,1f1,"Sportanlage am Weinweg, Regensburg (GER)",2021-06-20,1204,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.38,GER,,2021
331,42.38,,France,,FRA,3,"Stade Louis II, Monaco (MON)",2000-08-18,1204,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.38,MON,,2000
331,42.38,,Texas,,INT,1h5,"Mike A. Myers Stadium, Austin, TX (USA)",2023-03-31,1204,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.38,USA,,2023
331,42.38,,Switzerland,,SUI,3h1,"Stade de France, Paris (FRA)",2024-08-08,1204,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.38,FRA,,2024
331,42.38,,Netherlands,,NED,1,"Olympic Stadium, London (GBR)",2023-07-23,1204,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.38,GBR,,2023
338,42.39,,Russia,,RUS,1h2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-21,1204,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.39,GER,,1993
338,42.39,,France,,FRA,2,"Commonwealth Stadium, Edmonton (CAN)",2001-08-11,1204,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.39,CAN,,2001
338,42.39,,Netherlands,,NED,2h2,"Stadio Olimpico, Roma (ITA)",2024-06-11,1204,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.39,ITA,,2024
338,42.39,,United States Red,,USA,1,"Crystal Palace, London (GBR)",2009-07-24,1204,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.39,GBR,,2009
338,42.39,,Nigeria,,NGR,2h2,"Estadio Olímpico, Barcelona (ESP)",1992-08-07,1204,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.39,ESP,,1992
338,42.39,,United States,,USA,1h3,"Olympic Stadium, Seoul (KOR)",1988-09-30,1204,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.39,KOR,,1988
344,42.4,,United States,,USA,1,"Hilmer Lodge Stadium, Walnut, CA (USA)",2022-04-16,1204,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.4,USA,,2022
344,42.4,,South Carolina,,USA,2,"Hayward Field, Eugene, OR (USA)",2025-06-14,1204,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.4,USA,,2025
344,42.4,,Bahamas,,BAH,1h2,"La Cartuja, Sevilla (ESP)",1999-08-28,1204,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.4,ESP,,1999
344,42.4,,Jamaica,,JAM,2h1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-21,1204,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.4,GER,,1993
344,42.4,,United States Red,,USA,1,"Philadelphia, PA (USA)",2009-04-25,1204,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.4,USA,,2009
344,42.4,,Netherlands,,NED,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",2014-07-03,1204,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.4,SUI,,2014
344,42.4,,United States,,USA,2,Stockholm (SWE),2008-07-22,1204,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.4,SWE,,2008
344,42.4,,Jamaica,,JAM,3,"Commonwealth Stadium, Edmonton (CAN)",2001-08-11,1204,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.4,CAN,,2001
352,42.41,,France,,FRA,1,Bydgoszcz (POL),2004-06-19,1203,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.41,POL,,2004
352,42.41,,England,,GBR,1,"Alexander Stadium, Birmingham (GBR)",2022-08-07,1203,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.41,GBR,,2022
352,42.41,,France,,FRA,1,"Parc des Sports, Annecy (FRA)",2002-06-22,1203,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.41,FRA,,2002
355,42.42,,France,,FRA,4,"Olympic Stadium, Sydney (AUS)",2000-09-30,1203,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.42,AUS,,2000
355,42.42,,Tennessee,,INT,1f2,"Percy Beard Track, Gainesville, FL (USA)",2024-05-11,1203,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.42,USA,,2024
355,42.42,,Texas,,INT,1,"Hayward Field, Eugene, OR (USA)",2022-06-11,1203,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.42,USA,,2022
355,42.42,,Switzerland,,SUI,1,"Centre sportif Bout-du-Monde, Genève (SUI)",2021-06-12,1203,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.42,SUI,,2021
355,42.42,,Texas,,INT,1h1,"Mike A. Myers Stadium, Austin, TX (USA)",2022-03-25,1203,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.42,USA,,2022
355,42.42,,France,,FRA,2sf2,"Olympic Stadium, Sydney (AUS)",2000-09-29,1203,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.42,AUS,,2000
355,42.42,,USOC SOUTH,,USA,2,"Durham, NC (USA)",1987-07-25,1203,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.42,USA,,1987
355,42.42,,Jamaica,,JAM,1,"Philadelphia, PA (USA)",2013-04-27,1203,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.42,USA,,2013
355,42.42,,United States Red,,USA,2,"Philadelphia, PA (USA)",2017-04-29,1203,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.42,USA,,2017
355,42.42,,Louisiana State,,USA,1h3,"Tampa, FL (USA)",2018-05-26,1203,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.42,USA,,2018
355,42.42,,Unified Team,,EUN,1h1,"Estadio Olímpico, Barcelona (ESP)",1992-08-07,1203,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.42,ESP,,1992
355,42.42,,Bahamas,,BAH,1sf1,"Olympic Stadium, Sydney (AUS)",2000-09-29,1203,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.42,AUS,,2000
367,42.43,,France,,FRA,1,Lille (FRA),1998-07-11,1202,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.43,FRA,,1998
367,42.43,,Great Britain & NI,,GBR,3,"Lenin Stadium, Moskva (URS)",1980-08-01,1202,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.43,URS,,1980
369,42.44,,Americas,,INT,2,"SGJ, Johannesburg (RSA)",1998-09-13,1202,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.44,RSA,,1998
369,42.44,,Germany,,GER,4,"Olympic Stadium, Athina (GRE)",1997-08-09,1202,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.44,GRE,,1997
369,42.44,,Americas,,INT,1,"Le Grand Stade, Marrakech (MAR)",2014-09-13,1202,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.44,MAR,,2014
369,42.44,,Jamaica,,JAM,1h2,"Hampden Park, Glasgow (GBR)",2014-08-01,1202,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.44,GBR,,2014
369,42.44,,USC,,USA,1h1,"Tucson, AZ (USA)",2019-05-11,1202,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.44,USA,,2019
369,42.44,,Great Britain & NI,,GBR,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",2021-08-26,1202,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.44,SUI,,2021
369,42.44,,Germany,,GER,3h1,"Hayward Field, Eugene, OR (USA)",2022-07-22,1202,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.44,USA,,2022
369,42.44,,Bahamas,,BAH,1,Manchester (GBR),2002-07-31,1202,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.44,GBR,,2002
369,42.44,,United States,,USA,1sf1,"Ullevi Stadium, Göteborg (SWE)",1995-08-12,1202,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.44,SWE,,1995
378,42.45,,Arkansas,,INT,1sf2,"Hayward Field, Eugene, OR (USA)",2024-06-06,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.45,USA,,2024
378,42.45,,USC,,USA,1,"Tucson, AZ (USA)",2019-05-12,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.45,USA,,2019
378,42.45,,Netherlands,,NED,2h1,"Olympic Stadium, London (GBR)",2012-08-09,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.45,GBR,,2012
378,42.45,,All Stars,,INT,1,Lignano Sabbiadoro (ITA),2011-07-19,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.45,ITA,,2011
378,42.45,,Speed Divas,,USA,1,"Austin, TX (USA)",2011-04-09,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.45,USA,,2011
378,42.45,,France,,FRA,2,"Estadio Olímpico, Barcelona (ESP)",2010-08-01,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.45,ESP,,2010
378,42.45,,France,,FRA,2,"Letzigrund, Zürich (SUI)",2014-08-17,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.45,SUI,,2014
378,42.45,,Great Britain & NI,,GBR,2,"Olympisch Stadion, Amsterdam (NED)",2016-07-10,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.45,NED,,2016
386,42.46,,United States,,USA,1h1,"Khalifa International Stadium, Doha (QAT)",2019-10-04,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.46,QAT,,2019
386,42.46,,England,,GBR,1,Gold Coast (AUS),2018-04-14,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.46,AUS,,2018
386,42.46,,Netherlands,,NED,3,"Stadio Olimpico, Roma (ITA)",2024-06-12,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.46,ITA,,2024
386,42.46,,South Carolina,,USA,1h1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",2024-05-25,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.46,USA,,2024
386,42.46,,France,,FRA,1,"Olympiastadion, München (GER)",2002-08-11,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.46,GER,,2002
386,42.46,,Jamaica,,JAM,1h2,"Olympic Stadium, Sydney (AUS)",2000-09-29,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.46,AUS,,2000
386,42.46,,Kentucky,,INT,2,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-10,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.46,USA,,2023
386,42.46,,Kentucky,,USA,1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2022-04-09,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.46,USA,,2022
386,42.46,,Canada,,CAN,5f1,"Tianhe Sports Center, Guangzhou (CHN)",2025-05-11,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.46,CHN,,2025
386,42.46,,Great Britain & NI B,,GBR,3,"Olympic Stadium, London (GBR)",2024-07-20,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.46,GBR,,2024
396,42.47,,Germany,,GER,1f1,"Stadium Lille Métropole, Villeneuve d'Ascq (FRA)",2017-06-24,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.47,FRA,,2017
396,42.47,,Soviet Union,,URS,2h2,"Stadio Olimpico, Roma (ITA)",1987-09-05,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.47,ITA,,1987
396,42.47,,Ole Mississippi,,INT,2f2,"Percy Beard Track, Gainesville, FL (USA)",2024-05-11,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.47,USA,,2024
396,42.47,,Germany,,GER,3h2,"Stadio Olimpico, Roma (ITA)",2024-06-11,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.47,ITA,,2024
396,42.47,,Switzerland,,SUI,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",2021-08-26,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.47,SUI,,2021
396,42.47,,United States,,USA,2,"Olympic Stadium, London (GBR)",2023-07-23,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.47,GBR,,2023
396,42.47,,Spain,,ESP,5,"National Stadium, Tokyo (JPN)",2025-09-21,1201,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.47,JPN,,2025
403,42.48,,Australia,,AUS,4,"Olympic Stadium, London (GBR)",2024-07-20,1200,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.48,GBR,,2024
403,42.48,,Germany,,GER,5,"Khalifa International Stadium, Doha (QAT)",2019-10-05,1200,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.48,QAT,,2019
403,42.48,,United States,,USA,3,"Letzigrund, Zürich (SUI)",2014-08-28,1200,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.48,SUI,,2014
403,42.48,,Great Britain & NI,,GBR,2h1,"National Stadium, Beijing (CHN)",2015-08-29,1200,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.48,CHN,,2015
403,42.48,,Germany,,GER,3,"Olympisch Stadion, Amsterdam (NED)",2016-07-10,1200,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.48,NED,,2016
408,42.49,,United States,,USA,1h1,"Olympic Stadium, Atlanta, GA (USA)",1996-08-02,1200,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.49,USA,,1996
408,42.49,,Russia,,RUS,1,"Petrovskiy Stadium, St. Petersburg (RUS)",1998-06-27,1200,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.49,RUS,,1998
408,42.49,,Germany,,GER,2,"Parc des Sports, Annecy (FRA)",2002-06-22,1200,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.49,FRA,,2002
408,42.49,,France,,FRA,1h2,"Commonwealth Stadium, Edmonton (CAN)",2001-08-11,1200,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.49,CAN,,2001
408,42.49,,Soviet Union,,URS,2,Torino (ITA),1979-08-04,1200,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.49,ITA,,1979
408,42.49,,Russia,,RUS,2sf2,"Ullevi Stadium, Göteborg (SWE)",1995-08-12,1200,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.49,SWE,,1995
408,42.49,,United States,,USA,2,"Stade Louis II, Monaco (MON)",2008-07-29,1200,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.49,MON,,2008
408,42.49,,Texas A&M,,USA,1f1,"Austin, TX (USA)",2010-05-29,1200,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.49,USA,,2010
408,42.49,,Germany,,GER,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",2018-07-05,1200,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.49,SUI,,2018
408,42.49,,Switzerland,,SUI,2,"Letzigrund, Zürich (SUI)",2018-08-30,1200,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.49,SUI,,2018
408,42.49,,Louisiana State,,INT,1,"Baton Rouge, LA (USA)",2018-04-28,1200,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.49,USA,,2018
408,42.49,,Kentucky,,INT,1h1,"Tampa, FL (USA)",2018-05-26,1200,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.49,USA,,2018
408,42.49,,Italy,,ITA,4,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-26,1200,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.49,HUN,,2023
408,42.49,,LSU,,INT,3f2,"Percy Beard Track, Gainesville, FL (USA)",2024-05-11,1200,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.49,USA,,2024
422,42.5,,United States,,USA,1,Toronto (CAN),2018-08-12,1199,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.5,CAN,,2018
422,42.5,,Louisiana State,,USA,1,"Baton Rouge, LA (USA)",2018-04-07,1199,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.5,USA,,2018
422,42.5,,German Democratic Republic,,GDR,1,Karl Marx Stadt (GDR),1976-05-29,1199,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.5,GDR,,1976
422,42.5,,Louisiana State,,USA,1,"Provo, UT (USA)",1989-06-02,1199,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.5,USA,,1989
422,42.5,,United States,,USA,2h1,"Estadio Olímpico, Barcelona (ESP)",1992-08-07,1199,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.5,ESP,,1992
422,42.5,,Russia,,RUS,5,"Olympic Stadium, Athina (GRE)",1997-08-09,1199,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.5,GRE,,1997
422,42.5,,Jamaica,,JAM,1h1,"T. Robinson Stadium, Nassau (BAH)",2015-05-03,1199,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.5,BAH,,2015
422,42.5,,Ukraine,,UKR,1f1,"Olympic Stadium, Cheboksary (RUS)",2015-06-20,1199,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.5,RUS,,2015
422,42.5,,Switzerland,,SUI,3h1,"Olympic Stadium, London (GBR)",2017-08-12,1199,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.5,GBR,,2017
422,42.5,,Jamaica,,JAM,2h2,"Olympic Stadium, London (GBR)",2017-08-12,1199,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.5,GBR,,2017
422,42.5,,PR of China,,CHN,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",2019-07-05,1199,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.5,SUI,,2019
422,42.5,,Netherlands,,NED,5,"Olympic Stadium, London (GBR)",2024-07-20,1199,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.5,GBR,,2024
422,42.5,,Canada,,CAN,4h2,"Stade de France, Paris (FRA)",2024-08-08,1199,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.5,FRA,,2024
422,42.5,,Jamaica,,JAM,2,"Olympic Stadium, London (GBR)",2025-07-19,1199,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.5,GBR,,2025
436,42.51,,United States,,USA,1h1,"International Stadium, Yokohama (JPN)",2019-05-11,1199,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.51,JPN,,2019
436,42.51,,Jamaica,,JAM,22,"Tianhe Sports Center, Guangzhou (CHN)",2025-05-10,1199,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.51,CHN,,2025
436,42.51,,German Democratic Republic,,GDR,1,"Stadio Olimpico, Roma (ITA)",1974-09-08,1199,4x100-metres-relay,relays,female,senior,4x100-metres-relay,track,42.51,ITA,,1974
